Nama Akun,Ulasan
vidda,"keren banget,,baramgnya datemg cepet g lecet sedikitpun,,apalagi dapet bonusan pouch lucu,,,makasih kakPenjualnya ramah banget. Coverage-nya high."
Anggy,Coverage-nya high. Awet seharian 💄. Gampang dibawa-bawa. Aplikator mudah dipakai.
M***y,Awet seharian 💄. Gampang dibawa-bawa. Packaging rapi. Packaging aman 🙏.
Oza,Coverage-nya high. Aplikator mudah dipakai. Gampang dibawa-bawa. Awet seharian 💄. Penjualnya ramah banget. Packaging rapi. Packaging aman 🙏. Cocok buat bibir gelap. Respon penjualnya top. Proses pesanan cepat.
D***i,Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi.
Eke,Coverage-nya high. Cocok buat bibir gelap. Proses pesanan cepat. Aplikator mudah dipakai. Packaging aman 🙏. Gampang dibawa-bawa.
B***y,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Proses pesanan cepat. Aplikator mudah dipakai. Packaging aman 🙏. Packaging rapi.
Ayunina,:)
Suci,Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Aplikator mudah dipakai. Gampang dibawa-bawa. Packaging rapi. Respon penjualnya top. Proses pesanan cepat. Packaging aman 🙏.
yuniar,Coverage-nya high. Packaging aman 🙏.
Siti,Coverage-nya high. Awet seharian 💄. Packaging aman 🙏. Packaging rapi.
I***u,Gampang dibawa-bawa. Penjualnya ramah banget. Proses pesanan cepat.
Dessy,Awet seharian 💄. Coverage-nya high. Aplikator mudah dipakai. Cocok buat bibir gelap. Penjualnya ramah banget. Gampang dibawa-bawa. Proses pesanan cepat. Packaging aman 🙏. Respon penjualnya top. Packaging rapi.
milka,Coverage-nya high. Gampang dibawa-bawa. Aplikator mudah dipakai. Cocok buat bibir gelap.
ika,Awet seharian 💄.
R***J,Packaging aman 🙏. Packaging rapi. Aplikator mudah dipakai. Awet seharian 💄. Gampang dibawa-bawa. Proses pesanan cepat. Respon penjualnya top. Coverage-nya high.
Diana,Awet seharian 💄. Aplikator mudah dipakai. Gampang dibawa-bawa. Coverage-nya high. Cocok buat bibir gelap. Penjualnya ramah banget. Proses pesanan cepat. Respon penjualnya top. Packaging rapi. Packaging aman 🙏.
Cici,Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Penjualnya ramah banget. Gampang dibawa-bawa. Packaging rapi. Packaging aman 🙏. Proses pesanan cepat. Awet seharian 💄. Respon penjualnya top.
Dominica,Aplikator mudah dipakai. Awet seharian 💄. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Designnya elegan dan ada magnetnya. Jadi gak perlu khawatir tutupnya lepas. warnanya cantik dan produk mulus.
Yessy,Coverage-nya high. Cocok buat bibir gelap.
D***n,Sudah langganan
Anisa,Packaging aman 🙏. Respon penjualnya top. Cocok soft
Dessy,"Nyari lipstik matte yang bisa di bibir kering dan pas baru coba benar - benar cocok sama bibirku yang kering, tidak pecah dah mudah dipakai. Warnanya juga cocok sama warna kulit kuning langsat tapi lain kali mau coba beli yang warnanya agak coklat atau gelap, karena di bibirku lama - lama jadi kelihat agak pink. Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Aplikator mudah dipakai. Gampang dibawa-bawa. Proses pesanan cepat. Packaging rapi. Packaging aman 🙏."
Rizka,Packaging rapi.
Sari,Proses pesanan cepat Aplikator mudah dipakai
A***a,Packaging aman 🙏. Gampang dibawa-bawa. Proses pesanan cepat. Respon penjualnya top.
Ajeng,Coverage-nya high warnanya juga cakep benerrr cocok lah dipake buat base ombree👄👄👄🥰🥰🥰😍🥺❣️💖👍🏻👏
Yasmin,Coverage-nya high. Cocok buat bibir gelap. Proses pesanan cepat. Packaging aman 🙏.
C***z,"Coverage-nya high ,Packaging aman 🙏 Cocok buat bibir gelap Respon penjualnya top"
Luthfia,Luthfia
DiTae,Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Proses pesanan cepat. Gampang dibawa-bawa. Packaging rapi. Packaging aman 🙏.
Hasby,Original
Christina,Aplikator mudah dipakai. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Gampang dibawa-bawa.
Sri,Coverage-nya high. Aplikator mudah dipakai. Gampang dibawa-bawa.
Tya,warna bagus tapi tidak sesuai ekspectasi ku
M***d,👍
E***a,Cocok buat bibir gelap. Coverage-nya high. Gampang dibawa-bawa. Aplikator mudah dipakai. Packaging aman 🙏. Packaging rapi. Awet seharian 💄.
Dede,Sukaaa
irda,Awet seharian 💄. Aplikator mudah dipakai. Gampang dibawa-bawa. Penjualnya ramah banget. Proses pesanan cepat. Coverage-nya high. Packaging rapi. Packaging aman 🙏. Respon penjualnya top. Cocok buat bibir gelap.
Selvira,Cocok buat bibir gelap. Awet seharian 💄.
S***a,Cocok buat bibir gelap. Packaging aman 🙏. Packaging rapi. Awet seharian 💄. Coverage-nya high.
rita,Cocok buat bibir gelap. Gampang dibawa-bawa. Penjualnya ramah banget. Packaging aman 🙏. Proses pesanan cepat. Aplikator mudah dipakai. Packaging rapi. Coverage-nya high.
rita,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Packaging aman 🙏. Proses pesanan cepat. Packaging rapi. Aplikator mudah dipakai.
Ryan,Cocok buat bibir gelap. Awet seharian 💄. Gampang dibawa-bawa. Aplikator mudah dipakai.
Yani,sukakk
L***O,"Paling seneng blnja klau cpet gini nyampe nya, makasih seller makasih ekspedisi makasih tokped👍🏼"
IQie,Coverage-nya high. Awet seharian 💄. Gampang dibawa-bawa. Proses pesanan cepat. Packaging aman 🙏. Respon penjualnya top.
a***a,Akhirnyaaa ga salah pilih warna kali ini 🥰
desy,"puas sekali ,"
Anis,Awet seharian 💄. Coverage-nya high. Aplikator mudah dipakai.
Anti,Coverage-nya high. Awet seharian 💄. Aplikator mudah dipakai. Cocok buat bibir gelap. Penjualnya ramah banget. Gampang dibawa-bawa. Proses pesanan cepat. Respon penjualnya top. Packaging rapi. Packaging aman 🙏.
O***a,"warnanya cakepp dan lembab, tp sedikit hati-hati ges krna ini bakalan transfer ke masker, packagingnya lucu dan dia pake magnet like…purriod i love this"
Toni,"sesui foto, Proses pesanan cepat. Packaging rapi."
s***d,Gampang dibawa-bawa. Packaging rapi. Respon penjualnya top. Proses pesanan cepat. Packaging aman 🙏.
novitasari,"packing mantap, produk lumayan👍Aplikator mudah dipakai. Proses pesanan cepat."
Dessy,Awet seharian 💄
Dewi,Packaging rapi. Packaging aman 🙏. Coverage-nya high.
A***r,Coverage-nya high. Awet seharian 💄. Aplikator mudah dipakai. Cocok buat bibir gelap. Gampang dibawa-bawa. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.
nurbaity,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. Proses pesanan cepat. Awet seharian 💄. Respon penjualnya top. Penjualnya ramah banget. Packaging rapi. Packaging aman 🙏.
R***d,produk sesuai dengan deskripsi. packing safety. expire tahun 2024.
K***A,Packaging aman coverage-nya high
Meitha,Packaging aman 🙏. Proses pesanan cepat. Packaging rapi.
H***i,"agak lebih cerah dr gambar. lipstik ini cock buat diombre ajaaaa. pengiriman cepet, makasih ya"
R***s,"Barangnya bagus, istri saya suka 🙏🏽"
TITIEN,"respon cepat, barang cepat diterima dr estimasi, packing rapi"
Nuke,"High coverage skliiiiyyyy, packagingnya juga bagoos kek ada magnetnyaa ntaps"
P***o,"nyaman dipakai, gak bikin bibir kering, kemasannya oke bgt"
Lily,kalau utk lipstick kayaknya susah kalau beli online karena warna sedikit beda dgn gambar. utk kiss ternyata warnanya lumayan gelap. mungkin next mau order pilih warna yang terang nanti dapatnya juga sedikit gelap dari warna itu.
Risel,Aplikator mudah dipakai.
vlarieg,Coverage-nya high Awet seharian 💄 Aplikator mudah dipakai Cocok buat bibir gelap Gampang dibawa-bawa Penjualnya ramah banget Proses pesanan cepat Packaging aman 🙏 Respon penjualnya top Packaging rapi
M***a,Proses pesanan cepat
Salsabila,Cocok buat bibir gelap. dan makasih bonusnya❤️❤️... kemasan lipstik nya bagus banget... dan warnanya sesuai seperti di gambar
Yani,Coverage-nya high. Awet seharian 💄. Aplikator mudah dipakai. Cocok buat bibir gelap. Gampang dibawa-bawa.
yayuk,ringann dipakeknyaa smoga ccokAplikator mudah dipakai.
Elma,Cocok buat bibir gelap. Coverage-nya high.
Hanny,"Coverage-nya high Aplikator mudah dipakai. Bagus, melebihi ekspektasi, ada semacam magnet d bagian tutupnya, jadi tidak mudah lepas. Tidak kering dibibir, warnanya keren dan sekali pulas langsung tercover"
D***l,"Ga ragu kalo sama produk make over, istri suka.."
Aphin,Coverage-nya high. Gampang dibawa-bawa.
azizah,"Alhamdulillah, barang sdh sampe, lipstk bagus . peking jg bagus"
I***n,Awet seharian 💄 Aplikator mudah dipakai Cocok buat bibir gelap Gampang dibawa-bawa
I***n,Awet seharian 💄. Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa. makasih untuk bonusnya.🤩
Zuni,"Barang original, cepat sampai, packing sgt rapi. Tks"
d***y,"sesuai deskripsi, prosesnya cepat. Rekomended 👍"
Yuliana,pkknya produk makeover udah ga bisa berkata2 apa2 lagi deh TOPCoverage-nya high. Gampang dibawa-bawa. Aplikator mudah dipakai. Awet seharian 💄. Cocok buat bibir gelap.
R***y,Cocok buat bibir gelap. Gampang dibawa-bawa. Ringan di bibir....
Fariana,packing aman banget..suka belanja disini
Marisa,terima kasih bonus nya
Dessert,Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Gampang dibawa-bawa. Aplikator mudah dipakai.
D***i,"packing rapi bgt., warnanya cantik, cocok buat kulit sawo matang.. beli color hypnose creamy lipmatte sama powerstay transferproof matte lip cream pas 1212 dapet bonus banyak.. huhu.. thank youuuu ❤❤"
Asri,Aplikator mudah dipakai. Coverage-nya high. Gampang dibawa-bawa.
Bella,Gampang dibawa-bawa.
Gisele,"Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. Awet seharian 💄.  Luv banget sama Make Over, dikasih freebies Cliquematte yg exp nya pun masih tahun 2022 💕"
W***y,Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄.
l***y,Aplikator mudah dipakai. Aplikator mudah dipakai. Gampang dibawa-bawa. Coverage-nya high. Awet seharian 💄. Cocok buat bibir gelap.
I***k,Coverage-nya high. Cocok buat bibir gelap.
Gisele,Cocok buat bibir gelap. Awet seharian 💄. Gampang dibawa-bawa. Aplikator mudah dipakai.
Maria,Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. Coverage-nya high. Awet seharian 💄.
K***y,"Lembut fibibir, recomended Cocok buat bibir gelap Gampang dibawa-bawa Awet seharian 💄 Coverage-nya high"
nisa,"creamynya enak bgt, coverage bagus. lipsticknya kaya ada magnet gitu jd aman bgt tutupnya ga bakal gampang copottttt keren!"
n***e,Toop maarkotoopp
e***a,Awet seharian 💄 Aplikator mudah dipakai Gampang dibawa-bawa
Rachmawati,"Warnanya baguuss,, cuman tempat lipstik’y agak berat krn ada magnet’y jadi bikin nambah berat tas hahahha"
Maulana,Coverage-nya high. Gampang dibawa-bawa. Aplikator mudah dipakai. Awet seharian 💄. Cocok buat bibir gelap.
F***y,"warnanya cantik,"
G***a,"warna nya baguuusss..tp cepet ilang hehe..ga setahan powerstay, tetep suka coz wrn nya cakep. atas adore, bawah skye (crayon)"
dessy,Aplikator mudah dipakai Gampang dibawa-bawa Coverage-nya high
w***h,Awet seharian 💄.
S***a,Coverage-nya high. Aplikator mudah dipakai. Awet seharian 💄.
A***a,Coverage-nya high. Gampang dibawa-bawa. Awet seharian 💄. Aplikator mudah dipakai. Cocok buat bibir gelap.
Nina,Gampang dibawa-bawa. Cocok buat bibir gelap. Coverage-nya high.  dapat bonus blush on. makasih yaa
Andria,"fast respon, fast delivery...good and recommended ⭐⭐⭐⭐⭐"
euis,"Awet seharian 💄. cepet banget nyampe nya order malem, eh siang udh sampe kebandung lagi. tq. packing rapih next bakal order lg"
Ferawaty,Packing bagusss.. Brg sesuai order...
N***i,N***i
Moh,aduh.. biar bintang yg jawab deh.. pokoknya top👍. dapet bonus juga🤩
M***a,SENENGG NYAMPENYA CEPET HUHU. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. Coverage-nya high. mantap pokoknya👍👍
Gisele,"Cocok buat bibir gelap. Awet seharian. Coverage-nya high, tapi berasa kaya ga make lipstick, ringan banget. Design nya bagus dan praktis"
y***i,brg sesuai pesanan.
F***a,recommended seller.. produk cepat bgt sampainya pesen kmrn tiba hari ini.. packing aman bgt pakai dus & bubble wrap.. lipstick nya matte &lebih ke warna light coklat di bibirku .. next pingin beli yg lebih ke light pink.. trims & sukses terus
irvan,sudah sampai.terima kasih
d***e,d***e
A***a,"warnanya bukan pucet, gacocok buat ombre :("
Kunaenih,untuk liptik ini patah
Cynthia,warnanya cantik
E***i,barangnyaa sampee dengannselamat.. tapi ternyata warnaa nyaa lebih terang banget beda dengan di foto dan kemasan lipstiknyaa.... tapi masih okee tinggal di tmbahin wrna lain di bagian luarnya .. Aplikator mudah dipakai. Gampang dibawa-bawa.
Maul,addicted 08
Ulin,Gampang dibawa-bawa.
Aritta,kerenn bangett warnanya..promo lagi
H***a,Coverage-nya high Aplikator mudah dipakai Awet seharian 💄 Cocok buat bibir gelap Gampang dibawa-bawa
R***a,Coverage-nya high mewah pekejingnya
Imadiah,warna dan teksturnya favorit bangettt
elysabet,suka banget...pembelian ke dua
Laela,Coverage-nya high Aplikator mudah dipakai Gampang dibawa-bawa
H***a,Coverage-nya high Aplikator mudah dipakai Awet seharian 💄 Gampang dibawa-bawa Cocok buat bibir gelap. Kemasannya mewah.. suka bngt 👍🏻
H***a,Coverage-nya high Aplikator mudah dipakai Awet seharian 💄 Cocok buat bibir gelap Gampang dibawa-bawa
P***u,manteppp murah bgt yang pasti ORI dan aku dpt hrga ga SMP 40 rb 🤭😁
A***y,Awet seharian 💄. Gampang dibawa-bawa.
Yana,barang bagus sesuai pesanan
elysabet,suka banget
Ellya,Coverage-nya high.
Dianie,Gampang dibawa-bawa.
Jia,Gampang dibawa-bawa.  Gampang ilang
s***y,Coverage-nya high. Awet seharian 💄. Aplikator mudah dipakai. Cocok buat bibir gelap. Gampang dibawa-bawa.
D***a,"Aplikator mudah dipakai. Gampang dibawa-bawa. wrnanya jd terang bgt kalo di bibir pucat, lbh cocok buat bibir gelap."
Ilmi,Gampang dibawa-bawa. Aplikator mudah dipakai. Awet seharian 💄.
Oktafina,Cocok buat bibir gelap. Aplikator mudah dipakai. Coverage-nya high.
B***a,Cepet bangeeeettt beli pas 10.10 minggu pesen senen udh dtggg top bangeeettt.
elmi,warnanya mantab. pengiriman cepat sekali
RestuAma,Coverage-nya high. Aplikator mudah dipakai. Gampang dibawa-bawa.
D***i,"bagus ,pengiriman cepat"
S***i,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Awet seharian 💄. Aplikator mudah dipakai.
Nindy,Aplikator mudah dipakai. Gampang dibawa-bawa. Smooth banget pas dipake
Vina,mantapp kilat sampe nya
Fionna,Awet seharian 💄.
iis,trimakasih banyak.... bakal langganan suka banget warna nya... Awet seharian 💄.
H***n,Aplikator mudah dipakai.
D***e,"warnanya lucu sih, awet, lembab"
Bunbun,"mate bgt, ringan, dan awet dipakek seharian...bagus bgt warna nya, nanti mau coba beli warna2 lainnya...😄"
W***i,Bagussss
M.YAHYA,Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Aplikator mudah dipakai. Gampang dibawa-bawa.
I***a,"Bagussss... warna nya bagus, awet tapi lembut dibibir, tutup cover liostiknya seperti ada magnetnya..ditutup lgsg nempel nggak jatuh2. rekomended deh."
Didik,"make over is the best, dpt bonus pula"
u***u,Cocok buat bibir gelap. Awet seharian 💄. Coverage-nya high.
Anisa,Aplikator mudah dipakai. lumayanlahGampang dibawa-bawa.
K***n,lembut dan matte ♥️Coverage-nya high. Aplikator mudah dipakai.
Cookiest,Awet seharian 💄. Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa.
nadiah,Coverage-nya high. Gampang dibawa-bawa. Aplikator mudah dipakai.
A***a,Bagus tpi ga cocok warnanya sm aku
M***i,ternyata nempel digelas ... pas buat minum ....😅😅😅 kirain ga
Ziggy,warnanya bagus coklat+orange terang. tp pas difoto malah jd pink hehehe
I***a,"bagus, barangnya original, packingan aman"
Novi,"langsung nempel dipake enak bgt, thankyou,"
Rini,"Pengiriman rapi, barang sesuai pesanan"
F***t,beli 2 barang dapat bonus 2
L***L,bagus banget sesuai pesanan
L***y,"warnanya segerrr, ini flirt 02 yess"
F***i,makasih hadiahnya...
fitri,warnanya suka..buat hari2 recomended
Luna,baik banget! dikasih bonus coba😭😭
s***o,warna g sesuai gambar
ana,"Bagus banget warnanya, dan pake magnet juga tutupnya. Buat harga segini dapat kualitas seperti itu, itu terdebest....."
Ulvi,"sy pesen yg d gmbr no 03 allure,trnyata warnanya gk sama seperti gambar..yg datang pink ke unguan.sangat kecewa aq.kapok beli make over"
I***s,"Yang atas warna 04 dan yang bawah warna 12. yang 04 warna merahnya agak gelap, tapi kalau dipakek tipis warnanya jadi lebih soft dan bagus. Yang warna 12 warna brick dengan hint coklat, bikin warnanya lebih warm 👍🏻"
Jose,Value for money
Niko,ok
Endang,wrn nya bgs & semoga cocok🥰
Y***a,bagus banget si ini warnanya sesuai gambar bener2 realpict
Anne,syukaaaaa... 👍👍
Yullia,Yullia
Vivi,Cantik wrnanya sesuai di foto Suka deh
feby,baguss
Heni,"brand lipstik andalan,.fast respon cpt jg nyampenya. thank u make over"
Y***s,Y***s
M***h,"Makasih buanyaaak make over, buy 3 get 1 free, dapet blusher, omaygattt, udah gitu cashbacknya 50rb, monangis.. kalo soal kualitas produk udah gak diragukan lah ya, mantapp, luvvv 💕💕"
n***x,nice
E***a,Cantiiiikkk
Jaenah,Thank you Make Over barang sudah diterima dalam keadaan baik. Packing sangat aman dan pengiriman jg cepat. Dapat free Multifix Matte Blusher dan voucher cashback 50k. Kualitas produk juga tidak perlu diragukan lg. The best pokoknya. Thankyou 🖤
E***a,Cantiiiikkk😘
M***a,"Barang sudah diterima dan sesuai dgn pesanan. Belum dicoba, semoga cocok. Respon sangat baik, bahkan diberikan bonus matte blusher. Terimakasih banyak"
L***i,makasihhh
Fashun,"Cocoh banget shade 11 di bibir aku, langsung jatuh cinta 😍"
Jouliana,Mantaaab…ini orderanku yg ketiga puaaaaassss♥️
T***i,suka lipstiknya
Amertha,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Packaging rapi. Packaging aman 🙏.
Ika,Kemasannya kerennn... kayak ada magnetiknya... warna sesuai dg pesanan...
Rizky,lipstick nya ringan banget.. cocok
Lilis,"Selalu puas belanja di official ini, packaging aman dan pengiriman cepat. Barang udah pasti ori nya :) thank u seller"
Cessy,"langsung dicoba, wooowww bagus banget matte dan lembab. dan covering lipsnya itu bagus."
Anis,masyaAllah cepet prosesnya thanks
umma,"kedua warna ini cantik banget..soft tapi bikin muka fresh walau no full make up..keduanya nude..kalo 08 lebih ke peach-orange, kalo 11 lebih ke nude-merahbata.."
Tanakata,"suka bgt sama tekstur lipstik ini, creamy tp matte, ga kering di bibir, warna allure cantik bgt. pengiriman juga cepat."
Ari,😍😍😍😍ringan dipakainya...top lah
Holly,penjual cpt bgt responnya. liat d review bagus rata2 tapi d bbir ak knp wrnanya terang bngt yh jd hampir oren bata 😣
nurul,"sampainya cepet bgt, teksturnya ringan"
santi,warnanya terlalu pucat ternyata tidak cocok utk kulit kuning
Anggraeni,Coverage-nya high. Awet seharian 💄. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.
M***y,M***y
Gatut,cepat sampai
I***n,"Belanja kesekian kalinya, puas sama pelayanannya, barang ok, pengiriman cepat banget, kiri: make over titis sapoetra senna, kanan : lip mate color hynose adore, thank's 🥰"
Tetty,mantap
M***e,"Packing rapih banget, respon cepat, warna sesuai gambar... Tks"
A***m,"udah sampe kak, semoga cocok di aku, pengiriman cepet , makasih kak 😊"
I***k,"selalu puas belanja disini. fast respon n gercep, pengiriman juga cepat. thx seller"
Ira,keren! ada magnet di packagingnya
D***n,"Kualitas lipstiknya bagus. Shade 01 dan 11 dua-duanya cocok di kulit light/medium saya. Pengirimannya juga kilat, sehari langsung sampai. Terimakasih, Make Over Official Store, atas pengalaman belanja yang menyenangkan."
A***a,"Produk baik, bubble wrapnya super tebel. Thanks Makeover, Tokped and kurir"
sistrie,lipstik nya bagus cuma harusnya nude tapi dr admin nya kasi tau nya warna 01 ga sesuai pdhl pen si ombre sm liptint gpp ttp bagus warna nya kok
N***c,thank you so much beautiful product good service
A***i,thank you......paket sudah sy terima dengan baik👍🙂
Merie,tempatnya bagus keliatan mewah ada magnet nyA gitu
Eklesia,"aku beli yang flirt dan untuk kulitku yang tan tetep bagus! gak terlalu pucet, pas aja.. puas banget, bubble wrapnya jg tebel.. thank you ❤️"
nutrisarijerukflorida,terima kasih. oke semuanya pokoknya
M***a,"Pengirimannya cepet banget, kyak baru checkout besoknya udah datang aja packingnya juga aman, dikasi bubble wrap dulu"
Yeti,warnanya cakep dan ringan di bibir
Nur,Nur
B***a,"kecepatan pengiriman sangat baik, warna sesuai gambar. bagus banget pokoknya top deh!"
D***a,"warnanya bagus, pengiriman cepat sekali dan aman"
Dien,"pengiriman cepat, warnanya oke sesuai sama review2 yg ada dan pigmented banget buat bibir saya yg hitam tp ini ga transfer proof di saya overall suka kok 👍"
S***a,"warnanya cantik bangetttt. jadi kepengen buat beli warna lainnya, soalnya emang bener bener sebagus ituu. thank you make over!"
Arti,Warna nya cantik pekingan jg sangat aman dan rapi pengiriman suuupeerrr cepat pokok nya puaaaasss🥰🥰🥰🥰🥰🥰🥰
M***d,Produk sesuai. Proses pengiriman cepat. Paket dikemas dengan rapi dan aman. Terima kasih
Eni,"barang sesuai, seller cepat respon, pengemasan aman.. , recomended untuk belanja lagi.. maturnuwun..👍"
Fatimah,lipstiknya nyaman banget
Babyantika,Cocok di sy warnanya.
Stephanie,"kurang muda warnanya, over all ok"
N***h,woke banget..👍
Babyantika,"Produk ok, tp yg 02 flirt trnyta pucet warnanya."
Fitria,awal aplikasi creamy banget. tapi lama2 jadi matte..
Hidayati,"suka bangett.. barangnya sampai dengan aman.. jasa pengirimannya jg cepat sampai, terimakasih"
dhea,pengirimannya cepet banget packing juga rapi warna nya cantik nude pink gitu makasii 😊
Y***i,Biasa aja dibibir aq. warna juga biasa... apa karna terbiasa pake produk N*x yah.. tapi tetap sy pakai kok...hihihihi
F***a,"pelayanan cepat, produk sesuai"
Redy,sangat puas sama produk make over.
A***a,"pengirimannya cepat, thank you make over :)"
Titin,terimakasih bagus banget
M***a,barang sudah sampai di tujuan. barang sesuai dengan pesanan. Terima kasih
Astika,puas banget dan pengiriman nya cepat
G***e,"Warnanya keliatan lebih terang dibanding di foto, tapi semoga cocok.."
Nur,Nur
A***e,Cakep banget ini Bibir aku kan termasuk bibir gelap warna undercover ini cocok banget ini hasil sekali swatch ya cantik deh pokoknya
Edowati,"kwalitas ,pengemasan pengiriman semua oke"
Alina,"ternyata warnanya gk sama dgn deskripsi, warnanya lbh tua, kecewa"
Galih,pelayanan toko sangat memuaskan.. brg yg sebelumnya tgl expired tidak sesuai dengan info di chat.. langsung di retur dan waktunya tidak sampai 1 minggu
Dewi,"Fast respon, packing rapi banget, bubble wrap tebal. luar biasa bangetttttttt. make over emang the best. lipstik bagus bgt. ringan banget di pake. kerennnnnnnnnn"
Dewie,tq yaaa brg cpt sampe dan sesuai pesanan. packing rapi pake dus dan bubblewrap walo cm beli satu. next order lagiiii
Wahyu,sampe dgn selamat alhamdulillah
F***n,"creamy banget.. dan sangat transfer. jd mesti di lap pake tisu dulu biar layer pertamanya hilang setelah itu lumayan awet sih. untuk warna kiss bang agak ngejreng merahnya di aku.. kurang cocok aja rasanya. Pengemasan rapi meskipun hanya beli 1 item lipstik. makasih seller. modelnya mewah, pake magnet. suka.. tapi kayaknya bibir saya jd agak gelap setelah pakai ini.. apa perasaan saya saja ya.."
Riyanti,"kwalitas ok,baru kemaren bli skrng dah bli lg,pengiriman cepet packingnya jg rapi g patah .."
Siti,warena nya tak persis di gambar tapi kualitas nya okay dari kemasan nya yang magnet dan berat sudah menandakan kalau merk lipstik nya berkualitas premium...so far puas beli dan next mau coba warna lain..
Ndaru,"gk pernah kcewa ,barang bagus"
Indira,haiiii saya suka warnanya cocok di bibir saya kode Scandal 05 .. Pengiriman cepat dan Fast Respon bgt Officeal Storenya .. thanks ya
Laksita,"puas banget pokoknya, kualitas oke dan pengiriman cepat."
kikis,cepat banget packing rapi juga....
Riyanti,"lipstiknya patah mungkin kurirnya yg kurang hati hati,tp gpp sudah bisa di benerin walaupu glepotan... pengiriman cepat hari ini pesan besok dateng..mksh"
Lia,"suka banget, ringan dibibir, gak lengket, ga bikin kering"
y***n,bagus warna nya
N***n,shade no 11 natural bgt nude gtu nyaman dibibir makasih make over mksh tokped 💞💞
Dian,"pengiriman cepat, lipstik enak dipake, formula bagus tapi warnanya lebih terang dr pada gambar, digambar kayak ungu mauve aslinya warna peach"
R***a,"packing rapi, sesuai pesanan. terima kasih."
Akun,bagus ringan di bibir
Indah,"Gak kecewalah klo sama official store yak. beli 2 item diwaktu yg sama, tetep dipack satu2 pake bubble wrap plus kotak kardus. nyampenya cepet n admin responsif. Dapet harga flash sale lagi."
Juliana,"warnanya bagus, pengemasannya mantap pake dus n bubble wrap pdhl cuma pesen 1 aja."
Toeti,"Pengiriman cepat, produk favorit. Puas.. 👍"
ana,respon seller cepat sekali. pengiriman cepat
Yumrokatimmufiroh,"mantep deh pokoknya,"
W***i,W***i
I***n,baguss banget warnaya 😘😘
M***y,lipsticknya lembut banget. Ringan di bibir. Warnanya juga keren 👍👍
d***n,"lipmatte favorit karena ga bikin kering di bibir, cocok buat sehari hari, warna nya cakep banget dan pigmented, packing nya aman"
Emma,Bagus warna nya walaupun dikirim random tapi suka. thanks...
Nana,paket lipstik sudah sampai dengan aman dan selamat
N***h,"lipstiknya sesuai hatiku, pokoe recomended lah"
Ide,suka banget warna nya mwevvvvvaaaaahhhh
S***y,suka dg warnanya.... 👍
gina,lipsticknya bgus wrna sesuai than lama.pgirimannya cpt.
Meiti,"ini lipstik keren parah sih, pas pertama pake creamy, tapi lama"" jadi matte, dan ga berasa banget matte nya, syukak banget, plus kmren beli lagi flashsale ga masuk akal, aku dapet lipstik ini cuman 15rbuan aja 😁😁😁"
S***i,"Produk sesuai dgn pesanan, packing rapi pake burble, jd produk aman ...klo kualitas jgn diragux utk make over ini, sy sll pake , tks ya"
D***k,tekstur OK dan dpt harga flash sale 15Rb expired thn 2023
Y***i,Agak di luar dugaan sih genre warnanya .... blm dcoba beneran transferproof ato ga
S***a,"Pertama kali beli makeup lewat online udah degdeg ser cemas bgt takut ga sesuai bc gatau warna aslinya, tp ternyata setelah datang WAAAW bgt parahhhh ga nyesel samasekali malah makin cinta bc harganya lebih affordable😘😘😘 soon bakal beli lagi deh"
H***y,pengemasan nya baik pengiriman nya cepat makasih
arfandi,ok
Nia,kemasannya elegan.. dengan tambahan magnet jadi tidak mudah terbuka saat didalam tas...
T***k,"cepat pengiriman, barang bagus 👍👍👍"
