Nama Akun,Ulasan
R***e,Awet seharian 💄 Packaging aman 🙏 Packaging rapi Gampang dibawa-bawa Coverage-nya high Cocok buat bibir gelap
Putri,Awet seharian 💄. Coverage-nya high. Proses pesanan cepat. Packaging rapi. Cocok buat bibir gelap.
Novi,suka bnget warnanya👍
Ida,Coverage-nya high.Cocok buat bibir gelap. Gampang dibawa-bawa. Proses pesanan cepat.Packaging aman 🙏.
Elyvia,"Matte banget, warna nya perfect nude banget buat aku, sayang nya gk tahan lama"
R,makasih bonusnya
I***h,"okee bgt, ga nyesel beli di official storee, bener, real georgeus make over! thankyouu keep it up!"
Ratih,Warna bagus kualitas juga sesuai..
RENDYYE,makasih sudah sampai 🙏
F***a,transferproof
R***a,Warna nya terlalu pucat
yunia,"Barang sudah sampai dan aman, terima kasih seller"
N***n,"lagi dapet diskon,,beli 1 aj packingnya ok banget pake dus cantik,, warna lipsticknya natural,, dan lipstiknya ringan ga bikin kering,,suka bangett..❤️❤️"
U***i,thankyouuuuuuu
A***a,"Cocok buat bibir gelap yang pinggirnya hitam. Bagusnya buat ombre, kalo ga ombre bakal pucet di kulit sawo matang Proses pesanan cepat dan lembut pas dioles, lebih halus dari Dea* mie"
Octaviany,"bagus, tp tidak terlalu stay lama jika utk makan."
N***a,"Sudah diterima dgn baik. Sukaa dg produknya warnanya pas banget sama yg dimau dan teksturnya bagus gak gumpal, hanya saja memang masih transfer ke masker. pengiriman cepat dan packing sangat aman. Terimakasih 🙏🏻"
M***a,sukaaa bngettt warnanya cocok buat base ombre temen2 jdi ikut mau beli jg deh
Y***a,warna terfave ini 👍
A***a,Bagus banget shade nya suka bgt but.. di aku kaya gak cocok gitu bikin kering bgt dibibir huhu pengiriman nya safety bgt mantap tq
H***s,"Barang di kemas aman, good"
N***a,"Bagus buat ombre, nutup bibir hitamm okkkkk"
D***h,"lip crayon terfavorite... apalagi yg shades ""iris"" ini, sukanya habis dmn2.. udh cocok bgt di bibir, ga bikin kering, tetep lembut, ga keliatan pake lipstik, warna natural menyatu di muka kita.. pokoknya the best"
B***y,Cinta bgt sama lipstick ini! Lembut di bibir. Kalau makan minum memang akan hilang tp yg pasti tetep lembut dan ga bikin bibir kering dan pecah. Produknya tentu ori 😍
Zahra,"lipstik favorite, mantap dapat gratis sanitizer 😍"
O***a,Bagus dan pigmented👍
C***t,mantap
R***a,"Perfect as i needed, fast process and delivery"
S***y,Harga Terbaik
Mecca,Mecca
K***i,Warna paling pas buat daily look
D***i,paketnya aman ga patah lipstiknya sip
r***h,warnanya agak pucet
yuki,dikasih gratis all purpose sanitizer 😍 thx
Albertus,"packingan bagus, bahkan sangat proper"
R***i,"Bagus! package pake box yg keren, aman, rapi, walau lama di pengiriman. Produk warna nya cantik sesuai yg kumau, natural banget kayak warna bibir asli, teksturnya lembut cream gt, ringan di bibir aku, gampang di blend, multi function, dan bisa banget buat nutupin garis bibir yg hitam.. Thanks make over"
Andri,"bagus sih, tapi kalau buat saya ternyata yang warna blake terlalu gelap"
Fifiwati,Paket rapi dan aman Pengiriman cpt Dpt harga promo
Imrtn,Baguuus si tp pengirimanya super duper lamaaaaaa! Untung bagus❤️🤩
F***a,Coverage-nya high. Awet seharian 💄. Aplikator mudah dipakai. Cocok buat bibir gelap. Gampang dibawa-bawa. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.
Mega,Beli 1 produk dapat bonus lain. Terimakasih make over. Selalu suka dengan shide skye ini meskipun selalu patah dalam penggunaan pertama.
Anjasmoro,"enak bgt dipakenya, kayak g pake lipstik rasanya alias ringan bgt. worth to buy bgt bgt bgt 👍👍👍 sukakkkkk"
Helen,"bagus sih, smooth bahannya dan matte. cuman kegedean aja tempatnya"
Keana,Cocok buat bibir gelap. Packaging aman 🙏. Proses pesanan cepat.
N***u,bagus banget buat base ombre
j***i,Bagoes
W***i,suka banget warna
Rnawati,❤️🔥🔥🔥
K***A,bener bener berasa ga pakai lipstikm 🤩🤩🤩
puput,recomended...keren bangett
N***a,Cocok utk ombre dan lumayan tahan lama. Aplikator mudah dipakai. Packaging aman 🙏.
G***a,Gampang dibawa-bawa. Respon penjualnya top. Packaging aman 🙏. Proses pesanan cepat.
Mardianto,Barang sudah sampai tapi belum di buka sebab yang punya lagi jalan jalan...😁 😁 😁
Vira,Selalu suka ❤️
N***r,sukaaa
Putri,I like the color and tekstur! and thanks for the free make up brush Make Over :)
nesti,"barang bagus,,"
Y***n,Bagus
E***a,E***a
Emiliana,"dpt harga flash sale dan dapat bonus pulak.. Gimana nggak tambah cintah. Pertama kali beli nih lipstick crayon make over. praktis, wrn keren, nggak bikin kering bibir. Tapi belum tahu brp lama ketahanannya nih"
Nabila,MANTAPPPPPPP
Agnes,Bagus banget woiii shade harper. Menurutku lebih bagus dari pada skye
Ernawati,respon cepat pelayanan ok lipstiknya ok bagus warnanya sesuai pesanan makasih
M***a,Coverage-nya high. Packaging aman 🙏. Penjualnya ramah banget.
Imam,"saya suka warnanya, makasih kk"
Lenni,"Produk sesuai deskripsi, packing dan pengiriman baik. Recommended"
Yalestrina,barang sesuai dg deskripsi. tks seller
Nuy,warnanya sesuai...oke bgt pengiriman cepat
Fitriyah,"bagus, datang cepat,warna sesuai ekspektasi, pengemasan rapi juga. sukses terus seller"
Kevin,"mantap, exp nya 2025"
e***a,sukaaa banget🥲🥲🥲
zahrunisa,Coverage-nya high. Packaging aman 🙏.
Fuah,cpt dan diskonnya ga kaleng²
Ratna,"paket sudah diterima, packing aman, barang sesuai pesanan, warna lipstik nya soft , praktis dipakai nya, terima kasih"
A***a,"pengemasan lama, pengiriman jg lama. lewat dr batas estimasi. kecewa bgt. thx."
Ega,Awet seharian 💄. Cocok buat bibir gelap. Packaging rapi. Packaging aman 🙏.
H***e,mantapppppppp
Nurhayati,bagusss bgt👍
catherine,"warnanya cantikk, buat base ombre cocok bangett. pastiin sebelum di aplikasi bibir kalian jangan kering dan wajib lip balm sih."
Deasy,Awet seharian 💄.
anisa,Buat yg bibir item gak cocok pake skye. Bagus nya pake Iris utk base ombre. Karna bibir ku item dan yg aku rasain begitu. Iris yg terbaik 💛💛💛 Kalw mau preloved skye boleh chat aku ya 🙏
N***a,Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏.
Y***i,Patahhh :((
Ayuliani,Bagus bangeet tp sayang di aku cepet bgt transfernya:(
Atika,Atika
B***a,Cocok buat bibir gelap.
V***a,👍👍
Amalia,Aplikator mudah dipakai. Gampang dibawa-bawa. Coverage-nya high.
ULFAH,ULFAH
N***a,omg super duper bagus bangettttt warnanya cantik udah jadi wishlist dr lamaaaa dan beneran puas pelayanannya juga cepetttt sukak deh next beli lagi sih pasti😍😍😍thxxxxCoverage-nya high. Cocok buat bibir gelap. Packaging aman 🙏.
ira,selalu rapi packingannya walopun cuma pesen 1pcs si sky kecintaan gue ini💋 awet ya pasti ngga dong karna gua demen makan+minum tapi untuk dasar warna lipstik oke punya sky ini
L***g,cucok
Amalia,pengiriman cepat barang sesuai
Pompy,Cantiiikk warnanya
C***a,bagus warnanya... sesuai harapan
A***e,enak ringan banget di bibir juga pipi...
T***i,fav lah buat bikin ombre
TRI,"packing aman, sesuai ekspektasi. pengiriman cepat dan dapat bonus foundation . trimakasih"
P***y,Coverage-nya high. Paket sudah sampaiPackaging aman 🙏. Packaging rapi.
Dini,ternyata warnanya agak pucat utk kulit gelap
Alden,"Barang sesuai deskripsi, Recomended seller....!!!!"
Andria,"fast respon and fast delivery and good quality, thanks 👍👍👍👍👍"
Eka,Secinta itu sm makeover hampir semua lipproduknya punya dan gaperna gagal! Tinggal nunggu shade2 barunya aja 🐣
D***a,ori sukak
Irma,Irma
s***i,"gercep, kemasan super amann produk bagus..tc seller"
Meynar,"semuanya bagus dan lucu, beli buat keponakan, terimakasih ya.."
shafira,Sampai dengan selamat
iloui,good
A***g,"mantab, bagus buat base"
S***a,"barang sesuai, pengiriman cepat,ga ada cacat, trs bonus pouch krn pembelian min 160rb👍"
tyas,barangnya sesuai makasihh
Novi,Novi
K***o,"packing super duper aman walaupun cums beli sebuah lipen, pilihan gincu dengan warna nude terbaik"
f***a,❤❤❤
dini,suka bgt belanja dsini gak mengecewakan ...wrna lipstik nya sesuai gambar
A***n,bagusssssssss
Tias,"mantap bgt, dus nya tebal, bubble wrap yg gede pdhl cuma beli 1 lipstick doank."
G***i,bagus
A***m,packingnya selalu memuaskan!
o***i,"Bagus bgt cocok untuk ombre lips, ketahanannya ga terlalu si transferproof"
Y***a,Alhamdulillah.. safety banget.. trmksh yaa...
T***i,Alhamdulillah bagus banget deh pkok nya recommended❤️
chelseaa,"finally, akhirnya dapett baguss bgt buat base ombree💘💗💖✨"
Maylinda,warna fovorit saya ...packingnya seperti biasaaa.....rapiiiiiiiiiiii
M***a,Bagus.. packing aman bubble wrap dan dus. lipstik bagus.. suka banget. Terimakasih Seller.
Fitri,Alhamdulillah mantap
Ithien,lipstiknya oke. lembut dibibir
Rara,Keracunan tiktok semoga beneran bagus ya!!🤗🤗
y***i,"Warnanya cantik banget. Beli pas lagi diskon, sukak sekali. Semoga awet🤍🤍🤍🤍🤍🤍🤍"
Santy,bagus buat ombre👍
A***a,"warna ok matte, praktis dibawa travelling, cm gak transferproof ya..."
dini,cepat sampai dan warna bagus
C***a,"Pertama kalimya nemu lipstick warna bibir yang bener bener senatural ini kaya literally gapake apa apa wkwk cuma emang akan lebih bagus kalau diombre sih, untuk ketahannya selama dipake jujur gampang hilang tapiii overall okee"
E***r,"Memang tiba lebih lama karena barengan arus mudik proses kirimnya. Tapi barang diterima dalam kondisi baik. Ini pembelian kedua untuk varian Harper. Mudah diaplikasikan, awet, dan warnanya oke banget. Harga terjangkau. Trims"
Haryati,Baru di buka udah patah
A***s,"warna swbagus ituuuuu,, packaging nya juga aman banget"
w***d,cepet banget padahal baru checkout semalem besok paginya udah nyampe 😭😱
Tiara,"puas bgt belanja disini, packingnya super safety bgt! i love it☺️💗"
n***a,trimakasii makeoverr for discount!💗
h***a,istriku sangat suka.. barang sesuai ekspektasi.. pengiriman cepat..
R***h,"No comment, slalu terbaik! Udah repurchase lipstik ini emang paling bagus warnanya Thanks make over"
N***a,lipsticknya mudah bgt patah pdhl baru sekali pake :( jd harus hati² bgt kalo mau pake
D***i,warnanya cakep tapi kurang cocok utk bibir gelap dan kulit sawo matang..
Ade,"👍🏻👍🏻 Murah,cepat, juga packing rapih.. Semoga semakin sukses dan profesional"
I***a,"Nice banget packagingnya aman pake bubble gitu, barangnya juga expired masih lama 2025. Warnanya cakep banget 😭❤️"
Olif,bagus banget dipake buat base ombre 🥰
Shaskia,Bagus liptiknya. Warnanya natural dan bisa cover bibir hitam aku. Cakep banget buat di-ombre sama warna gelap
A***s,"barangnya original, bagus kualitasnya, mantapp"
lia,wow keren aku suka bgt dan yg penting suamiku jga suka gk trlalu menor ccok warna nya dan tahan lama
dewi,dewi
Ida,isi & box sesuai
Desty,Bagus banget
Desty,Sangat bagus
T***h,mantap. packing rapi dan cepat
Cahayani,"maaf baru kasih ulasan, lipstik nya suka bngt terimakasih"
Kiki,"Rapuh bgt, baru dipake patah :( ￼"
Hayka,aaa bagus bgttt packing super rapih dan aman😭😭
Merz,"Edisi beliin buat istri, katanya bagus gt."
vidiana,bagus bgt lipsticknya. packingnya juga sangat aman dan gemas. pengirimannya cepat
F***a,"packingnya aman, rapi, cepet jg, barang sesuai, expired masih lama 2025, ada cashback nya jg 🥺🥰💕"
R***l,lucu bgttt packingnya!💗
E***y,"warnanya sy suka,bagus modelnya, terimakasih atas bonusnya MO,sy senang sekali"
Ivana,"pesan 1 dikirim 2, waktu di konfirmasi ditanya masa expired produknya yg satu berapa, ternyata karena yg satu masa expirednya sudah dekat jadi yg 1 nya free."
Fitri,terimakasi utk rewardnya
D***a,Lipstick nya asli warna asli pokonya puas belanja disini
ermi,Coverage-nya high. Cocok buat bibir gelap. Proses pesanan cepat. Packaging rapi. Gampang dibawa-bawa. Respon penjualnya top.
Amanda,Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Aplikator mudah dipakai.
Aisyah,Coverage-nya high. Cocok buat bibir gelap.
m***g,expirednya masih lama tahun 2025. dapat bonus color stick matte crayon 🥰😍makasiih makeover
amalia,"manteeeb pelayanan nya memuaskan ,ramah"
cici,Aplikator mudah dipakai.
A***i,"Barang diterima dg baik, meskipun ada sedikit keterlambatan"
Vega,Cocok buat bibir gelap. Coverage-nya high. Gampang dibawa-bawa. Proses pesanan cepat. Packaging aman 🙏.
Wulan,Terimakasih dpt free 1 produk dan ini warna kesukaan aku 22nya!!🖤🖤🖤Coverage-nya high Awet seharian 💄 Aplikator mudah dipakai Packaging aman 🙏 Packaging rapi Gampang dibawa-bawa Respon penjualnya top Penjualnya ramah banget Cocok buat bibir gelap Proses pesanan cepat
A***a,Cocok buat bibir gelap. Gampang dibawa-bawa. Packaging aman 🙏.
p***i,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. Packaging aman 🙏. Packaging rapi.
E***a,"pengiriman oke, packing good bgt & beli nya satu eh ternyata dapet free 1 warna harper walaupun exp date nya bulan 11 tapi gpp. Tekstur nya pas di apply ke bibir bikin nyaman, lembut, warna pigmented nutupin garis hitam bibir & gak bikin bibir kering. Thanks. Cocok buat bibir gelap. Aplikator mudah dipakai. Packaging aman 🙏."
Annissahu,Packaging aman 🙏.
Femo,"Bagus bangett, beli shade blake cocok untuk kulit warm/coklat/gelap . Eee dibonusin shade harper dongg 🥰🥰🥰🥰"
D***a,"ringan banget dipakainyaa, warnanya juga cantik sekalii, pengemasan rapih dan aman. terimakasih seller"
R***a,Cocok buat bibir gelap. Aplikator mudah dipakai. Coverage-nya high. Packaging aman 🙏. Respon penjualnya top. Packaging rapi.
I***a,I***a
Yangmir,"Makeover kayanya kualitas ketahanan produknya harus di tingkattin lagi deh kayanya, baru 3 hari pake udh patah"
A***k,Cocok buat bibir gelap. Aplikator mudah dipakai. Coverage-nya high. Packaging aman 🙏.
Heny,Gampang dibawa-bawa. Penjualnya ramah banget. Packaging rapi. Cocok buat bibir gelap. Coverage-nya high.
R***e,"Aplikator mudah dipakai. Packaging aman 🙏.  kualitas produk sih ga diragukan lg, tp pelayanan admin dan kecepatan pengiriman hrus ditingkatkan. sy komplain krn barang blm diterima di estimasi yg dijanjikan..tp no response.Jd sy tdk kasih bintang 5 krn kecepatan pengiriman ga oke."
aulia,Awet seharian 💄.
Rendra,Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Aplikator mudah dipakai. Packaging aman 🙏. Penjualnya ramah banget. Proses pesanan cepat. Gampang dibawa-bawa. Respon penjualnya top. Packaging rapi.
Herlina,Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Proses pesanan cepat. Packaging rapi. Packaging aman 🙏. Awet seharian 💄. Gampang dibawa-bawa.
a***a,"Warna nya bagus banget untuk base ombre. Untuk teksturnya kaya lip crayon pada umumnya, tapi untuk menutupi garis bibir hitam cukup menutupi. Untuk ketahanannya blm tau. Warnanya hampir mirip sama hydrastay C10. Yang atas hydrastay, yang bawah color stick matte crayon."
D***a,Packaging aman 🙏
VikoMillennia,warna baguss cakep bgt tp literally gampang ilang banget :( trs ada rasa berat di bibirCoverage-nya high. Packaging aman 🙏. Proses pesanan cepat. Packaging rapi.
syifa,Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top. Gampang dibawa-bawa. Penjualnya ramah banget. Cocok buat bibir gelap.
z***r,"bulan lalu beli yg blake, ternyata coklatnya malah bikin tua ke wajah aku. beli lah blake bulan ini, bikin cerah sih ke wajah, cuma terlalu pucet warnanya. jadi bete gak nemu warna yg pas, ogah ah beli lagi yg harper. alasan beli mulu karena teksturnya bagus sayy, lembut, ringan tapi yaa itu, belom nemu warna yg cocok buat aku."
N***r,pengiriman 1 hari doang dong😭suka bangett😚Packaging aman 🙏.
A***i,Coverage-nya high. Penjualnya ramah banget. Proses pesanan cepat. Packaging rapi. Respon penjualnya top. Packaging aman 🙏.
Suheryedi,Proses pesanan cepat. Packaging aman 🙏. Packaging rapi.
B***n,barang bagus...expired lama....packing bagus penuh bubble walaupun kecil barangnya....hanya saja pengiriman lama....
rismyanti,warna terfavorit udah k 2 kalinya beli warna ini💛
M***a,"respon ok , barang sesuai pesanan, expired 2025, warna sukaa, cocok jg buat ombre"
yuliyantih,Aplikator mudah dipakai. Cocok buat bibir gelap. Packaging aman 🙏. Respon penjualnya top. Awet seharian 💄.
Eva,Proses pesanan cepat. Packaging rapi. Respon penjualnya top. Coverage-nya high. Aplikator mudah dipakai.
Nurma,Proses pesanan cepat Aplikator mudah dipakai Packaging rapi
S***a,Coverage-nya high
Fajrina,Coverage-nya high. Awet seharian 💄. Gampang dibawa-bawa. Cocok buat bibir gelap. Proses pesanan cepat. Packaging rapi. Packaging aman 🙏. Respon penjualnya top. Aplikator mudah dipakai.
Mislan,Coverage-nya high. Aplikator mudah dipakai. Packaging aman 🙏.
Rahma,"warnanya asik, tapi yuyurly ini ngga terlalu awet, ngga dipake makan aja bubar. Tapi sisi baiknya adalah dia sangat ringan ngga kayak lipstick2 yg transferproof. Overall, tetap recommended."
h***u,"Warna nya bagus, lumayan awet waktu udh dipake. Packaging nya juga aman bgttt!🤩 cocok bgt buat yg punya bibir gelap🥰 top bgt dehhh!❤️ Proses pesanan cepat"
Ayu,Awet seharian 💄 Cocok buat bibir gelap Packaging rapi Coverage-nya high Packaging aman 🙏 Gampang dibawa-bawa
Roby,Original
Ratu,Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏.
A***h,Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Penjualnya ramah banget. Packaging rapi. Packaging aman 🙏.
yustika,Coverage-nya high Packaging aman 🙏
K***i,"lipatick sesuai pesanan, packaging rapih sekali terima kasih"
alvi,Packaging rapi. Packaging aman 🙏.
Annisa,Coverage-nya high. Cocok buat bibir gelap. Proses pesanan cepat. Packaging aman 🙏. Respon penjualnya top. Penjualnya ramah banget. Packaging rapi. Gampang dibawa-bawa. Awet seharian 💄.
Falya,Coverage-nya high. Gampang dibawa-bawa. Proses pesanan cepat.
Rina,Aplikator mudah dipakai. Cocok buat bibir gelap. Gampang dibawa-bawa. Proses pesanan cepat. Packaging aman 🙏.
K***a,Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa. Penjualnya ramah banget. Packaging aman 🙏.
R***i,Cocok buat bibir gelap. Coverage-nya high. Awet seharian 💄. Gampang dibawa-bawa. Packaging aman 🙏. Proses pesanan cepat. Aplikator mudah dipakai. Penjualnya ramah banget. Respon penjualnya top. Packaging rapi.
Dinda,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Packaging aman dan rapi. Respon penjualnya top. Proses pesanan cepat.
Idel,Coverage-nya high. Awet seharian 💄. Aplikator mudah dipakai. Cocok buat bibir gelap. Gampang dibawa-bawa. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.
B***y,"Warnanya cocok d bibir, thks seller n tokped.."
R***h,Cocok buat bibir gelap. Aplikator mudah dipakai. Packaging rapi.
z***r,"katanya pengiriman dari tegal, ada error kayaknya. tahu2 paket nyampe aja, kupikir masih lama. anyway, lipstiknya bagus yaa, ringan banget nget nget, lembut juga, suka sih.. moga cocok, moga tak alergi."
Lastitonah,suka bnget kemasanya rapih dan pengiriman cepat
M***a,Coverage-nya high Aplikator mudah dipakai Awet seharian 💄 Cocok buat bibir gelap Packaging aman 🙏
Ara,Awet seharian 💄 Proses pesanan cepat Packaging aman 🙏 Cocok buat bibir gelap Gampang dibawa-bawa Packaging rapi
A***h,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Packaging aman 🙏. Packaging rapi. Proses pesanan cepat. Aplikator mudah dipakai. Penjualnya ramah banget. Respon penjualnya top.
Mimi,Cocok buat bibir gelap. Aplikator mudah dipakai. Coverage-nya high. Gampang dibawa-bawa. Proses pesanan cepat. Packaging aman 🙏. Respon penjualnya top. Packaging rapi. Penjualnya ramah banget. Awet seharian 💄.
A***h,Pucet banget ternyata
dilahkkml,Cocok buat bibir gelap. Gampang dibawa-bawa. Packaging aman 🙏. Packaging rapi.
mayaaurora,"Alhamdulillah.. Sdh sampe pesenanku, terimakasih yaa🧡. Semoga repeat beli disini lagi. *Produknya BAGUS! *Sesuai foto. *Dan tdk mengecewakanlahh😄👍🏻"
Melina,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Awet seharian 💄. Aplikator mudah dipakai. Packaging rapi. Packaging aman 🙏. Proses pesanan cepat.
Susantri,Awet seharian 💄. Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.
annisa,Awet seharian 💄. Coverage-nya high. Gampang dibawa-bawa.
SHEILLA,Aplikator mudah dipakai. Gampang dibawa-bawa. Proses pesanan cepat. Packaging aman 🙏.
P***i,Packaging aman 🙏 Respon penjualnya top
R***y,barang nya cepat sampai warna nya cocok bgt utk dijadikan base ombre lip
C***t,"barangnya oke, packaging nya juga, lipstik nya mantul banget buat ombrean ✨"
Maylinda,Aplikator mudah dipakai. Gampang dibawa-bawa. warna favorit saya 105 . Terima kasih
Hesti,"Sering liat review-nya, baru mau coba nih."
H***a,"nice colourr. warna harper lebih ke pink nude. coveragenya emang agak kurang, kering juga, but okee. harus pake balm dulu kalau mau pake ini"
s***l,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Packaging rapi. Respon penjualnya top. Packaging aman 🙏.
salsa,Proses pesanan cepat.
F***a,gabisa difotoin krn lg diluar tp paketnya udh sampe . gercep bgt sampe nyaa thankssss seller!! Coverage-nya high Awet seharian 💄 Aplikator mudah dipakai Packaging aman 🙏 Gampang dibawa-bawa Respon penjualnya top Penjualnya ramah banget Proses pesanan cepat Packaging rapi Cocok buat bibir gelap
K***a,Packaging aman 🙏. Packaging rapi.
A***a,Cocok buat bibir gelap.
N***a,"seneng banget belanja make over di Tokopedia , ini dapet gratis makeover juga puas bangetttttt"
r***a,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Proses pesanan cepat. Proses pesanan cepat. Packaging aman 🙏.
R***i,"cakep banget warnanya buat base ombre. ngecover bibir gelap juga, sukaaa"
Nia,"Pesanan sesuai, sebelumnya emg udh pake. Plg cocok buat bibir gelap dan ksh hasil natural, kl pke skye terlalu pucat."
M***a,"Warna iris cakep. Kayak natural no make up. Cocok untuk nge-pink in pinggiran bibir yang menghitam, jadi terlihat natural."
S***y,Gampang dibawa-bawa. warna cocok sekali di bibir ku
M***a,Aplikator mudah dipakai. Gampang dibawa-bawa. Proses pesanan cepat. Packaging aman 🙏.
R***a,Awet seharian 💄 Coverage-nya high Packaging aman 🙏 Proses pesanan cepat Gampang dibawa-bawa Aplikator mudah dipakai Packaging rapi
D***n,Lipstik favorit krn nyaman di bibir
Silvia,Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Gampang dibawa-bawa. Aplikator mudah dipakai. Packaging rapi. Packaging aman 🙏. Penjualnya ramah banget. Respon penjualnya top. Proses pesanan cepat.
Putri,Aplikator mudah dipakai. Awet seharian 💄. Packaging aman 🙏.
Dhia,Packaging rapi. Packaging aman 🙏. Proses pesanan cepat. Cocok buat bibir gelap. Aplikator mudah dipakai. Coverage-nya high. Gampang dibawa-bawa.
Y***l,Aplikator mudah dipakai. Proses pesanan cepat. Penjualnya ramah banget. Packaging rapi. Packaging aman 🙏. Respon penjualnya top. Gampang dibawa-bawa. Cocok buat bibir gelap. Awet seharian 💄. Coverage-nya high.
Ghassani,Bagus
El,Penjualnya ramah banget. Packaging aman 🙏. Proses pesanan cepat. Respon penjualnya top. Packaging rapi.
E***a,Cocok buat bibir gelap. Gampang dibawa-bawa. Packaging aman 🙏. Awet seharian 💄.
H***a,"Proses pesanan cepat, Packaging aman 🙏, Packaging rapi,"
Rahmi,Coverage-nya high Awet seharian 💄 Packaging aman 🙏 Aplikator mudah dipakai Cocok buat bibir gelap Packaging rapi Gampang dibawa-bawa
P***a,Awet seharian 💄. Gampang dibawa-bawa. Cocok buat bibir gelap.
Indriani,Gampang dibawa-bawa. Proses pesanan cepat. Packaging rapi.
l***a,Cocok buat bibir gelap. Coverage-nya high. Aplikator mudah dipakai. Proses pesanan cepat. Gampang dibawa-bawa. Packaging aman 🙏. Awet seharian 💄. Respon penjualnya top.
O***a,Cantik banget Aaaaa aku suka warnanya cinta banget pokoknyaCocok buat bibir gelap. Gampang dibawa-bawa. Packaging aman 🙏.
F***i,Packaging rapi. Packaging aman 🙏. Gampang dibawa-bawa.
S***a,"Proses pesanan cepat, ini lumayan nge cover bibir item ku, yg cari gambarannya kaya gini before pake sama sesudah sama hasil ombre Udah ngincer dr dulu ini karna suka nude buat base ombre tp takut kaya merek lain pernah beli model gini tpoili banget smpe ga nempel"" di bibir"
F***a,"sampai dengan selamat, shadenya bagus bangett"
Hikmatul,Coverage-nya high. Cocok buat bibir gelap. Proses pesanan cepat. Packaging rapi.
J***e,"produk sesuai pesanan, packing mantab, terima kasih"
Nurjannah,Aplikator mudah dipakai. Packaging aman 🙏. Packaging rapi. Respon penjualnya top. Gampang dibawa-bawa. Coverage-nya high.
shalma,Coverage-nya high. Cocok buat bibir gelap. Proses pesanan cepat.
F***a,Monang. Bagus banget dan Cocok buat bibir gelap. ❤️
Rindi,Rindi
Mela,Coverage-nya high. Gampang dibawa-bawa. Cocok buat bibir gelap. Aplikator mudah dipakai. Packaging rapi. Respon penjualnya top. Proses pesanan cepat. Packaging aman 🙏.
Amelia,"baguz buat base ombre, cuma ya warnanya emang kurang awet aja huhu. dipake makan langsung ilang tapi warna nya bagsusss bangettt"
Luly,warnanya bagus...aku sukak
N***h,"Packaging rapi. Packaging aman 🙏. Proses pesanan cepat. Coverage-nya high. warnaya keren banget kalem, cocok buat daily ataupun ombre"
M***h,"warnaa ini susah banget dicarinyaa kemana mana soldout , akhirnya beli online eh dapet ternyata warnanya emg cantik bangettsss"
i***i,Coverage-nya highAplikator mudah dipakai Packaging rapi Respon penjualnya top Penjualnya ramah banget Packaging aman 🙏 Gampang dibawa-bawa
nadya,"cpt bgt hari ini langsung sampai, makasiii ya kak🥰🥰"
Yofika,Bagus cuma gampang hilang sih
Friska,Aplikator mudah dipakai. simprel. Penjualnya ramah banget. Packaging aman 🙏. Proses pesanan cepat. Packaging rapi. Respon penjualnya top.
R***a,"sesuai pesanan semoga cocok ,Proses pesanan cepat. Packaging rapi. Packaging aman 🙏."
A***s,Cocok buat bibir gelap. Gampang dibawa-bawa.
F***a,Proses pesanan cepat Packaging rapi
Annisa,👍🏻😻
L***a,yeah...sudah datang produk nya..tks bungkusan rapi dan produk baik
Deni,Penjualnya ramah banget Packaging aman 🙏 Packaging rapi
Yulius,Packaging aman 🙏. Packaging rapi.
ELVINA,Aplikator mudah dipakai. Gampang dibawa-bawa. Penjualnya ramah banget. Packaging rapi. Packaging aman 🙏. Respon penjualnya top.
N***n,Awet seharian 💄. Gampang dibawa-bawa. Packaging rapi. Packaging aman 🙏.
Ella,ok 👍👍
D***a,"Warnanya bagus dan ringan banget di bibir, tapi untuk warna bibir gelap kurang coverage jadi harus pake concealer dulu. Awet seharian 💄 Gampang dibawa-bawa Packaging aman 🙏 Aplikator mudah dipakai"
maya,cantikkk bngtttt
