Nama Akun,Ulasan
Tya,"pengiriman cepat, lipstik nya ori, warna nya sesuai"
istikomah,Packaging rapi. Packaging aman 🙏. Cocok buat bibir gelap.
r***a,Proses pesanan cepat. Packaging aman 🙏. Packaging rapi.
Trisiana,Gampang dibawa-bawa. Packaging aman 🙏.
latifah,Proses pesanan cepat. Packaging aman 🙏. Packaging rapi.
pendi,bingung pilih warna nya... tpi bagus cocok warna ini ke kulit ku Cocok buat bibir gelap. Gampang dibawa-bawa. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi.
I***i,Packaging aman 🙏
N***a,packingnya rapi dan aman. kardus dan buble crepe
M***a,Awet seharian 💄. Coverage-nya high.
Henny,Gampang dibawa-bawa. Aplikator mudah dipakai. Awet seharian 💄. Packaging rapi. Proses pesanan cepat.
C***a,Cocok buat bibir gelap. Packaging rapi. Packaging aman 🙏. Aplikator mudah dipakai. Gampang dibawa-bawa. Coverage-nya high.
A***n,Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Aplikator mudah dipakai. Gampang dibawa-bawa. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi.
D***i,Proses pesanan cepat Packaging rapiCocok buat bibir gelap Gampang dibawa-bawa Aplikator mudah dipakai Packaging aman 🙏
Y***a,Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Awet seharian 💄. Penjualnya ramah banget. Proses pesanan cepat. Gampang dibawa-bawa. Respon penjualnya top. Packaging rapi. Packaging aman 🙏.
E***n,Cocok buat bibir gelap. Gampang dibawa-bawa. Packaging aman 🙏. Proses pesanan cepat.
R***i,Coverage-nya high. Proses pesanan cepat. Packaging aman 🙏
Nevi,Baguuus aku sukak
H***l,Aplikator mudah dipakai. Awet seharian 💄.
N***h,Aplikator mudah dipakai. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.
Sulastri,Coverage-nya high.
R***a,Proses pesanan cepat. Packaging rapi. Beli satu tapi tetap pakai standard box. Makasih banyak ya Make Over Indonesia. Sukses selalu🙏🤗
Luly,Cocok buat bibir gelap. sesuai dengan ekspetasi..
N***a,Cocok buat bibir gelap. Gampang dibawa-bawa. Packaging aman 🙏. Packaging rapi. Aplikator mudah dipakai. Proses pesanan cepat. Awet seharian 💄. Coverage-nya high.
Fifi,Cocok buat bibir gelap. Coverage-nya high. Gampang dibawa-bawa. Proses pesanan cepat. Packaging aman 🙏.
Mey,Cocok buat bibir gelap Aplikator mudah dipakai Proses pesanan cepat Packaging aman 🙏 Packaging rapi Penjualnya ramah banget Gampang dibawa-bawa
Putri,baguss suka banget
Vera,Gampang dibawa-bawa. Proses pesanan cepat. Packaging rapi. Packaging aman 🙏.
b***a,Packaging aman 🙏. Packaging rapi. Proses pesanan cepat.
R***a,"Selalu puas beli di Make Over Official. Produk jaminan ori, pelayanan cepat, dan packing aman ⭐⭐⭐⭐⭐"
Quinn,baguss Aplikator mudah dipakai Gampang dibawa-bawa
aliaa,Coverage-nya high Proses pesanan cepat Packaging aman 🙏 Penjualnya ramah banget Respon penjualnya top
Sabila,gampang patah
Noviana,super mattee... matte di bibir tp ga bikin bibir kering pengiriman cept
husnu,ga transferproof tp warnanya bagusss siiih
D***i,Gampang dibawa-bawa. Proses pesanan cepat. Packaging rapi. Packaging aman 🙏. Cocok buat bibir gelap.
A***a,"• Penjual sangat ramah dan responsif. • Produk original dan berkualitas tinggi. • Pengemasan barang rapi dan bagus. • Pengiriman tepat waktu. Terima kasih, MAKE OVER Official Store! 🙏"
Farid,Coverage-nya high. Awet seharian 💄. Aplikator mudah dipakai. Cocok buat bibir gelap. Penjualnya ramah banget. Gampang dibawa-bawa. Packaging aman 🙏. Proses pesanan cepat. Respon penjualnya top. Packaging rapi.
vilzah,"bagus banget, emg cocok buat base ombre bibir, buat bibir yg gelap cocok banget pakai ini"
r***h,mudah-mudahan pacarku suka dengan in8
Midah,"produk original, pengiriman cepat.. kemasan rapih 🤭🥰😁🤗"
pipit,Aplikator mudah dipakai. Proses pesanan cepat. Packaging rapi. Penjualnya ramah banget. Packaging aman 🙏. Respon penjualnya top. Gampang dibawa-bawa.
G***a,Cocok buat bibir gelap. Packaging rapi. Packaging aman 🙏. Proses pesanan cepat. Gampang dibawa-bawa.
Ahmad,Proses pesanan cepat Packaging rapi
Rahmi,Awet seharian 💄.
R***i,Aplikator mudah dipakai. Gampang dibawa-bawa. Penjualnya ramah banget. Packaging aman 🙏. Proses pesanan cepat. Respon penjualnya top. Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Packaging rapi.
n***r,Respon penjualnya top.
C***e,Gampang dibawa-bawa. Proses pesanan cepat. Packaging rapi.
Kamila,mantab ga smpe 24 jam udah smpe. lmyn warnanya. matte juga tp kayanya ga awet sih.Aplikator mudah dipakai. Penjualnya ramah banget. Packaging rapi. exp 2024
siti,Coverage-nya high.
A***u,Coverage-nya high. Aplikator mudah dipakai. Awet seharian 💄. Gampang dibawa-bawa. Cocok buat bibir gelap. Proses pesanan cepat. Penjualnya ramah banget. Respon penjualnya top. Packaging aman 🙏. Packaging rapi.
M***a,Cocok buat bibir gelap. Coverage-nya high. Awet seharian 💄. Gampang dibawa-bawa. Aplikator mudah dipakai. Packaging rapi. Packaging aman 🙏. Proses pesanan cepat. Penjualnya ramah banget. Respon penjualnya top.
Savirarmdhnt,Sukaaaak bgt buat base ombre. Kyknya bakal jadi favorite lipstick foreverrr
E***e,keren banget. packing super aman plus dapat bonus. thanks!Gampang dibawa-bawa. Aplikator mudah dipakai.
Veronica,Coverage-nya dpet Gampang dibawa-bawa Aplikator mudah dipakai
M***a,Coverage-nya high. Gampang dibawa-bawa. Aplikator mudah dipakai. Cocok buat bibir gelap. Awet seharian 💄.
M***M,Aplikator mudah dipakai. Cocok buat bibir gelap. Coverage-nya high. Awet seharian 💄. Gampang dibawa-bawa.
i***i,Cocok buat bibir gelap.
Fandhi,Coverage-nya high. Awet seharian 💄. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai.
karina,Coverage-nya high. Aplikator mudah dipakai. Cocok buat bibir gelap. Gampang dibawa-bawa.
Dwi,Coverage-nya high. Gampang dibawa-bawa.
Arip,Terima kasih IG @kerajinanrajapolah Tas pandan Tas mendong Tas parcel Tas hampers Tas meka Tas mika
ira,"mau nyoba yg si ""blake"" ini sih karna seringnya pake yg ""sky"", mudah2an cocok diwarna bibirku yg agak gelap ini. dan yg terpenting paket lipstik crayonnya sampai dengan selamat tegak berdiri 😁"
A***a,Cocok buat bibir gelap.
leny,Gampang dibawa-bawa. Aplikator mudah dipakai.  pengiriman sangat cepat
T***s,Toplah
r***o,"paket sampai dg selamat, aman krn packing bagus bgt, suka sm wrnnya yg kecoklatan, n gampang dibawa-bawa. Cocok buat bibir gelap. Aplikator mudah dipakai."
R***i,cakep bgttt
yasmin,Cocok buat bibir gelap. Coverage-nya high.
s***i,"bagus bgt lips nyaa awet seharian ga transfer ke masker jg, pengiriman cepat💄❤️❤️‍🩹"
Alza,Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. Coverage-nya high.
qrrta,Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Gampang dibawa-bawa. Aplikator mudah dipakai.
m***a,Cocok buat bibir gelap. Coverage-nya high. Gampang dibawa-bawa.
shella,mantap dah pokoknya Aplikator mudah dipakai. Gampang dibawa-bawa.
Rahma,Packingnya bagus dan aman
W***n,Coverage-nya high.
K***g,bagussss Gampang dibawa-bawa
D***g,Gampang dibawa-bawa. Cocok buat bibir gelap.
Wina,"pengiriman aman, produk ga ada yg salah. makasih dapet bonus juga 2 produk 🖤 smua produknya blm dipake krna buat seserahan.."
maharani,Pengiriman cepet banget
Shinta,Enak nyaman dipakai. Warnanya ternyata lebih terang dari dugaan (tdk tlalu nude) utk yg undertone kulitnya pink.. jadi ngga pake make up juga udh ON . Luvv
Winda,Coverage-nya high. Awet seharian 💄. Gampang dibawa-bawa. Cocok buat bibir gelap. Aplikator mudah dipakai.
T***a,Coverage-nya high Aplikator mudah dipakai Awet seharian 💄 Cocok buat bibir gelap Gampang dibawa-bawa
Ifana,Cpt bgt
J***n,Coverage-nya high Awet seharian 💄 Aplikator mudah dipakai Cocok buat bibir gelap Gampang dibawa-bawa
Risa,Aplikator mudah dipakai
Guslianti,Aplikator mudah dipakai Gampang dibawa-bawa
Nuraini,Aplikator mudah dipakai. Coverage-nya high.
p***a,Coverage-nya high. Awet seharian 💄. Aplikator mudah dipakai. Gampang dibawa-bawa.
F***i,Aplikator mudah dipakai Gampang dibawa-bawa
Melia,Coverage-nya high Cocok buat bibir gelap Gampang dibawa-bawa
Mita,Coverage-nya high. Aplikator mudah dipakai. Gampang dibawa-bawa. Cocok buat bibir gelap. Awet seharian 💄.
Soebagijo,"Produk bagus ok sesuai pesanan, proses dan pengiriman cepat"
Syifa,Cocok buat bibir gelap.
Tini,Aplikator mudah dipakai.  teksturnya enak di bibir. pengirimannya cepet. makasih seller
ekky,Awet seharian 💄. Gampang dibawa-bawa.
A***f,A***f
A***a,warnanya nude sekaleeh saya syuka
ELLIA,Gampang dibawa-bawa. Aplikator mudah dipakai.
Akrimi,barang cepat sampai. packing sangat aman.Cocok buat bibir gelap. bagus bgt warna nude nya
J***y,"Baru dipake sekali, ga dibawa kemana2, dan ga kebanting juga, bssoknya pas mau pake lg tbtb patah, berati emng lapuk dr sana nya lips nya."
ELLIA,Coverage-nya high. Aplikator mudah dipakai. Gampang dibawa-bawa.
F***l,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai.
S***i,"Ini bener bener rezeki anak soleh sih, dr harga 99dish*** dapet 58k di tokped senangnyaa, dan terimakasih bgt buat kurirnya, sicepatt, cepet bgtttt mau nangiss"
dina,Cocok buat bibir gelap Gampang dibawa-bawa Coverage-nya high
Wina,Coverage-nya high.
Najiha,Coverage-nya high. Awet seharian 💄. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa.
s***a,baru beli udah patah sendiri😅
Ananda,"sukakkk bangettt, makasih seller dapet gratis perfect cover two way cake nyaaa.. tencu luvv"
ELA,Cocok buat bibir gelap. Coverage-nya high.
w***a,bgs bgt cantik warna nya di ombre pakai liptint tp syg gampang patahCoverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. Awet seharian 💄.
Mariza,Cocok banget buat omreee
L***a,"barang ori tapi sayang pengirimannya tidak sampai rumah,atau sampai ke tangan saya, karena harus dititip dilokasi yang masih 3 km dari rumah dan saya harus ambil,kan ga enak sama tempat yg dititipinnya"
A***i,Dapet bonus doongg 😍🥰🍓💕☔🌧️
L***k,"Produk sesuai deskripsi (warna tercantik yang pernah saya punya), respon cepat dan profesional, pengiriman cepat, packing rapi dan aman, dijamin yang termurah. Terimakasih, Make Over Official Shop!"
W***n,👍👍
S***i,Coverage-nya high. Aplikator mudah dipakai. Awet seharian 💄. Cocok buat bibir gelap. Gampang dibawa-bawa.
retno,"barang sesuai pesenan,dan cepat.bagus dan sukak"
r***i,terimakasih :)
shelly,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai.
Febby,pengiriman lumayan cepat dapet gratisan tester bedak juga.thank you
a***a,"Cocok buat bibir gelap. Gampang dibawa-bawa. Coverage-nya high. Aplikator mudah dipakai. FIRST TIME BELI BAGUS BANGETTTT. packing nya bagus banget, safety padahal belinya 1 barang aja"
R***i,Aplikator mudah dipakai
Zedya,Tekstur di bibir ringan dan lumayan matte
Putri,Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai.
G***s,Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. Awet seharian 💄. Coverage-nya high.
D***n,seneng banget dpt produk Make over pas lagi promo... Puass
elwusa,Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Gampang dibawa-bawa. Aplikator mudah dipakai.
Rika,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. Awet seharian 💄.
X***a,"kemasannya sedikit rusak kaya dibuka gitu, tapi alhamdulillah dalemnya aman. barang sebiji packingnya manteb banget. bublewrapnya mantuull pokoknya. belum dicoba tapi kalo liat dari reviewnya oke sih kek nya bakal balik lagi kesini karna packingnya oke punya. maap gaada foto produk lupa tadi, adanya cuma foto kardusnya ehhe"
C***a,Gampang dibawa-bawa Aplikator mudah dipakai
z***a,Coverage-nya high. Gampang dibawa-bawa.
Nur,"beli 2pcs yg dateng 4pcs. sering"" promo begini deh Awet seharian 💄. Coverage-nya high. Aplikator mudah dipakai. Gampang dibawa-bawa."
Annisa,Coverage-nya high
SURYA,💙💙💙💙💙💙💙💙
A***i,pengiriman cepat . ga nyangka dpt bonus yg luar biasa..trimakasih banyak
Novia,Cocok buat bibir gelap. Gampang dibawa-bawa. Awet seharian 💄. Aplikator mudah dipakai.
Anita,Aplikator mudah dipakai.
Rini,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. Awet seharian 💄.
N***r,Gampang dibawa-bawa. Aplikator mudah dipakai.
Cipta,Cipta
WIDOWATI,Gampang dibawa-bawa. Cocok buat bibir gelap. Coverage-nya high.
a***a,exp aman masih 1tahun suka warna yg di sale bagus ringan dipakai dibibir
P***n,Coverage-nya high. Gampang dibawa-bawa. Aplikator mudah dipakai. Awet seharian 💄. Cocok buat bibir gelap.
Y***a,"warna bagus nude bagus buat jadi base lipstick n ombre klau d pakai sendirian kurang keliatan warnanya,jd hrs rada tebel makenya semoga tahan lama n transferproof"
A***a,Coverage-nya high Awet seharian 💄 Aplikator mudah dipakai
Imelia,bagussss
E***n,Cocok buat bibir gelap
S***a,Cocok buat bibir gelap.
Veronica,Awet seharian 💄 Gampang dibawa-bawa
Dettri,Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa. Awet seharian 💄.
R***i,Aplikator mudah dipakai Bagus warna nya untuk ombre tapi ga terlalu tahan lama ya
m***i,packing aman Gampang dibawa-bawa warna sesuai pesanan
N***y,"barang nya bagus, aku suka sekali . Awet seharian 💄."
Felicia,love bngt warna skye.. nutupin hitam2 di bibir.. sukaaa! sejujurnya dia gak trll thn air sih.. wlpn matte tp gak bikin kering
W***n,Gampang dibawa-bawa. Cocok buat bibir gelap.
Rizki,Gampang dibawa-bawa. Aplikator mudah dipakai. Cocok buat bibir gelap.
adhe,Aplikator mudah dipakai.
Nida,Gampang dibawa-bawa
Upik,"cakep warnanya, cuma klo awet atau engga, lumayan kok pas pake masker ga terlalu hilang pas ke gesek² dimasker"
Lisna,bgs bgt pengirimannya jg cpt....kmrin order skrg nyampe...Mksih di cepat...
W***a,Aplikator mudah dipakai. Gampang dibawa-bawa. Coverage-nya high.
l***s,Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa.  kalau awet relatif gak begitu awet untuk seharian
Lisna,cakepppp bgttt...puass dehh
A***a,keren bgt. gampang di aplikasikan. repurchase sih ini
nisa,"matte tp ga bikin bibir kering, luv"
S***y,"Aplikator mudah dipakai Gampang dibawa-bawa Respon dan pengiriman sangat cepat, brg yg diterima lengkap dan expired masih lama, packing jg aman. Semoga cocok dikulit sy, thanks ya bos 🥰🙏🏻"
L***a,mewah
Muhammad,"Respon chat sangat bagus, pengiriman juga sangat cepat!"
Silvi,Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa.
Ummu,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai.
I***a,Awet seharian 💄.
E***e,"Lipstiknyq original, pengiriman super aman dan cepat..Thanks Make Over"
A***a,"bagusss bngttt, warnanya juga cakep, pengirimannya juga cepat, cuman kalau di pakai mesti beberapa kali oles gitu biar warnanya keluar, dan mesti di tunggu beberapa menit biar gak transfer warnanya"
Siti,Cocok buat bibir gelap. Aplikator mudah dipakai.
ratna,Cocok buat bibir gelap. murah exp jg msh lama tp dpt hrga murah Aplikator mudah dipakai.
Aidha,"Fast respon, packaging rapi bgtt dan barangnya sesuai dgn desc."
I***a,Coverage-nya high. Awet seharian 💄. Aplikator mudah dipakai. Cocok buat bibir gelap. Gampang dibawa-bawa.
Efri,mantepppp Gampang dibawa-bawa Aplikator mudah dipakai
m***a,Aplikator mudah dipakai. Gampang dibawa-bawa.
Bety,warnanya cantiiiiiikkk
Riza,Aplikator mudah dipakai
Nadya,Coverage-nya high. Awet seharian 💄. Gampang dibawa-bawa. Aplikator mudah dipakai.
nina,Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa.
ressyfw,bagus bangettt gangerti lagi
Ririh,Bagus tsay buat base ombre
Aulia,Awet seharian 💄
Aini,"Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. lucuuu gemay, aku mo beli tapi nunggu diskon duluu hehehe"
S***a,"barang diterima dengan kondisi sangat baik. produknya ngga bikin bibir jadi kering, warnanya pun cantik buat base ombre. pengiriman dari seller sangat cepat. top buat make over!"
Erika,Coverage-nya high. Gampang dibawa-bawa.  sesuai deskripsi
Maryani,warna nya bagus utk campuran warna yang terang
F***a,"produk sesuai, original, harga jg terjangkau, terima kasih tokopedia dan make over official 😍"
A***a,Coverage-nya high. Awet seharian 💄. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai.
Dyana,Coverage-nya high. Awet seharian 💄. Gampang dibawa-bawa. Aplikator mudah dipakai. Suka warnanya
Wulan,Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Awet seharian 💄. Gampang dibawa-bawa.  horeee dapet hadiah
M***a,"Coverage-nya high, paketnya cepet nyampe 👍🏻❤️"
Dewi,Dewi
a***g,Aplikator mudah dipakai. Gampang dibawa-bawa. Awet seharian 💄. suka bangettt mana cepet nyampenyaaa huaaa seneng bgt plisss. makasii banyakk jadi kebantu buat foto almamaternyaa😚😚
Asa,terima kasih barang sudah diterima dengan baik. packaging aman dan baik. semoga tidak mudah patah seperti comment yang ada. kulit sawo matang masih oke pakai ini
k***a,Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai.
S***e,Cocok buat bibir gelap. Aplikator mudah dipakai. Coverage-nya high.
Amelia,wahh gilaaa ...enak bet dipakenya ringan dibibir mate buat muka lebih shinny sih klu lipstik mate gini
Hani,Gampang dibawa-bawa. Aplikator mudah dipakai.
Uli,Aplikator mudah dipakai. Cocok buat bibir gelap. Gampang dibawa-bawa. Coverage-nya high. Awet seharian 💄.
G***a,"cocok buat base ombre. atas hypnose yg 11 adore, bawah skye."
Iga,Gampang dibawa-bawa. Aplikator mudah dipakai.
Dika,Dika
L***e,"Mantapp, packagingnya gede beut padahal beli 1 doang wkwk kerennn sesuai ekspektasi"
Yunita,Awet seharian 💄. Gampang dibawa-bawa.
dessy,Gampang dibawa-bawa Aplikator mudah dipakai
tikno,bagus cepet sampe nya . . .Cocok buat bibir gelap. Awet seharian 💄. Gampang dibawa-bawa.
Rika,cepet bgt pengirimannya.. Alhamdulillah free 2 produk... yg pasti jadii langganan..
S***a,Coverage-nya high Aplikator mudah dipakai Cocok buat bibir gelap Awet seharian 💄 Gampang dibawa-bawa
ayu,Coverage-nya high. Gampang dibawa-bawa.
X***a,pengiriman cepat
Afini,Gampang dibawa-bawa. Cocok buat bibir gelap.
s***a,Coverage-nya high. Cocok buat bibir gelap.
a***a,Coverage-nya high Awet seharian 💄 Aplikator mudah dipakai Cocok buat bibir gelap Gampang dibawa-bawa.
Sarah,Gampang dibawa-bawa. Gampang dibawa-bawa. Aplikator mudah dipakai. Cocok buat bibir gelap. Coverage-nya high.
sulastri,"packing super aman, cuma beli satu tapi aman banget"
Irma,"dapet bonus baik bangetttt, lovvvvv"
Fani,Gampang dibawa-bawa.
Amalia,"Gampang dibawa-bawa. Aplikator mudah dipakai. Cocok buat bibir gelap. packaging mantap bgt padhal cuma beli 1, pengiriman cepat."
o***y,Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Aplikator mudah dipakai. Gampang dibawa-bawa.
H***a,Cocok buat bibir gelap. Gampang dibawa-bawa.
Dila,Gampang dibawa-bawa.
Lia,Coverage-nya high. Gampang dibawa-bawa.
C***a,"Order Rabu jam 8 malam, Kamis siang hari berikutnya sekitar jam 12an sudah sampai di Bogor, packing rapi dan aman 👍 Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa."
Salsabila,Aplikator mudah dipakai Gampang dibawa-bawa
B***a,baguuuus warnanya...lembut di bibir
Erna,Aplikator mudah dipakai. Gampang dibawa-bawa. Awet seharian 💄.
R***a,Aplikator mudah dipakai. Cocok buat bibir gelap. Gampang dibawa-bawa.
D***y,"exp 12bln, warnanya cantik bgt nude sesuai warna bibir. cocok utk kulit kuning langsang. ketahannanya sih kurang, tapi ini ringan bgt, gak bikin bibir kering."
L***i,"cepet ilang, diombre juga kurang bagus heu."
c***l,Cocok buat bibir gelap Gampang dibawa-bawa Aplikator mudah dipakai
Delisha,Coverage-nya high. Aplikator mudah dipakai.
Defi,"ditunggu promo diskonnya,terimakasih"
A***a,"Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. tapi belom brp bulan, udah patah didalem, ga pernah jatoh. mungkin waktu didalem tas gatau kenapa bisa patah"
W***t,"warnanya cantik bgt, tp aku salah milih barang, aku mikirnya ini yg skye ternyata mesen yg iris, tp gpp lucu warnanya ga terlalu nabrak lah sama kulit gelapCocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai."
t***y,Cocok buat bibir gelap Coverage-nya high
Sri,Coverage-nya high. Awet seharian 💄. Aplikator mudah dipakai. Cocok buat bibir gelap. Gampang dibawa-bawa.
Ratih,Coverage-nya high. Gampang dibawa-bawa. Cocok buat bibir gelap.
F***a,Gampang dibawa-bawa
Serafim,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Awet seharian 💄. Aplikator mudah dipakai.
T***i,"Sgt bgus.. blending di bibirnya bgus, nga kering.. aman.. delivery cpt skali.. overall very good.. mudah utk dibawa.."
a***m,"pesanan sampai dengan aman, pengemasan sangat safety tp pengiriman rada lama, seneng dpt harga diskon + potongan 20k hehe jd murah. Nyari di toko sebelah gk ada disini lengkap pokoknya bakalan jd langganan deh"
Ferawaty,Packing bagus dan sesuai order
N***a,Aplikator mudah dipakai Gampang dibawa-bawa
A***u,A***u
Aisyah,Aplikator mudah dipakai Gampang dibawa-bawa Coverage-nya high
P***i,Cocok buat bibir gelap.
S***a,"ringan, lembab. dapet free matte blusher juga🥰🥰🥰"
M***a,"proses dan pengiriman cpt bgt. udah suka bgt pake warna ini, jd beli lg."
b***a,Coverage-nya high Aplikator mudah dipakai Cocok buat bibir gelap Awet seharian 💄 Gampang dibawa-bawa
I***n,Coverage-nya high. Aplikator mudah dipakai. Gampang dibawa-bawa. Cocok buat bibir gelap.  beli 1 dapet gratis blush on stik walaupun exp cuman sampe april 2022
R***a,Terimakasih makeover sesuai pesanan. Dan pas buka paket kaget dapet bonus blushon hihi thankyouuu makeover🥰 Awet seharian 💄 Aplikator mudah dipakai Cocok buat bibir gelap Gampang dibawa-bawa
Nurbayanti,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. Awet seharian 💄.
Hidayahglasess,"aaaa seneng bgt, udh langganan krn warnanya bagus, eh dpt freegift dong, makin cinta sm produk ini. Coverage-nya high."
A***s,packing aman
Tania,Gampang dibawa-bawa.
nur,sesuai ekspektasi warnanya cakeeppp
Hasna,Bagus bgtt. Packing aman Dapet harga promo+bonus blush mantabb!!
Fadhilah,Bagus dan seneng bgt dpt free gift matte blusher ✨
Eindita,Bagus dan dapat bonus
Bella,"Beli Lip crayon dapet gift blushon dong, masyaAllah semoga sukses terus ya 🥰"
Fatimah,Bagus bgt tp gampang patah🙃
nada,"Barang sampai selamat, udah coba warnanya juga oke ☺ makasih juga sama bonus nya, gak nyangka bangett 😭"
Retno,Coverage-nya high. Aplikator mudah dipakai. Gampang dibawa-bawa.
Jeje,"terimakasih make over, atas layanan yang baik dan bonu cream blushnya. smg bisnissnya semakin sukses, dan tuhan membalas yang lebih baik dan berkah. lip crayonnya warnanya cantik banget, diaplikasikannya ringan, lembut, gak bikin bibir pecah, hasil mate tapi tetap lembab, dan asyiknya tranferproof. cream blushnya juga natural finish, mudah diaplikasikan pokoknya keren"
Wahyu,"barang bagus semua, pelayanan memuaskan, jika ada yg rusak toko cepat respon dan diganti..terimakasih banyak"
Dwiputri,"baguss bgt wrnnyaaaaa pas bgt buat ombre, ga tahan lama sih tp mngkin krn itu jdi lipsticknya kecil enteng gampang dibawa kemana2 buat touch up. pas buka paketnya kaget bgt kok dalemnya ada 2, eh ternyata dpt gift blush creamnya donggg!! makasiiii banyak makeover sering2 bikin surprise yaaa😆"
Trioo,terimakasih bonusnyaaaa
S***n,Gampang dibawa-bawa
Fatima,Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai.
I***a,Awet seharian 💄. Gampang dibawa-bawa. Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. .. Dapat bonus dan harga murah..sukaaaa bngt..🥰😍😍 very Recommended.. Makasih seller....
Fina,Cocok buat bibir gelap. Gampang dibawa-bawa. Awet seharian 💄. Aplikator mudah dipakai. Coverage-nya high.
Yulzki,Pengirimannya cepat sampai. Semoga cocok dibibir aku yang agak gelap gulita ini eheh. Beli lip crayon free matte blusher omg tencu 😍✨ Aplikator mudah dipakai Gampang dibawa kemanamana
Febriansyah,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai.
N***a,Cocok buat bibir gelap. Coverage-nya high.
F***r,"nice pengiriman cepat, packing sesuai instruksi aman dan rapih makasih"
hilda,packing bener bener sngt tebal .. suka sekalii
meilisa,Coverage-nya high. Aplikator mudah dipakai. Cocok buat bibir gelap. baik bnget dikasih bonus blusher. bagus bnget produknya original. pokoknya best..! harus order nggk akan menyesal.
Aisyah,keren bgt
n***i,Cocok buat bibir gelap. Gampang dibawa-bawa.
intan,"packing aman bgtttt, dibonusi blush lagi akkkkhhhh makasi kakkk lancar terus rezekinya💗💗💗💗🥰🥰🥰🥰🥲🥲🥲"
erika,Aplikator mudah dipakai. Gampang dibawa-bawa.
AFIAN,.ntaps
Harni,Coverage-nya high. Awet seharian 💄. Gampang dibawa-bawa. Aplikator mudah dipakai. 😍😍😍😍😍 make over selalu jadi yg pertama buat lengkapin make up harianku❤️
O***i,Aplikator mudah dipakai. Cocok buat bibir gelap. Gampang dibawa-bawa.
P***i,"barang original makeover, semoga shade nya cocok yaa"
S***h,Coverage-nya high Aplikator mudah dipakai Gampang dibawa-bawa
T***a,Cocok buat bibir gelap Gampang dibawa-bawa
nadiyah,Gampang dibawa-bawa.
Evita,Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. Awet seharian 💄. Coverage-nya high.
Annie,"5/5 : + Halus, rata di bibir (ngga cracked) + Sekali sapuan udah keliatan + Warnanya cocok buat yg kulit medium tanned, bisa nutupin warna bibir yg agak coklat juga. + Isinya banyak + Beneran matte, tahan lama"
k***a,Coverage-nya high Aplikator mudah dipakai Cocok buat bibir gelap Gampang dibawa-bawa Awet seharian 💄
M***a,M***a
S***i,Cocok buat bibir gelap.
Talitha,warna skye emang paling mantep. apalagi buat diombree
Refira,Refira
S***a,terima kasih 🥰
