Nama Akun,Ulasan
B***a,"Bagus banget tapi ternyata shade 01 itu pink yang natural warna bibir gitu jadi kaya ga pake lipstick sebenernya. Tapi tetep oke kok, thank you make over"
wiwit,suka warna dan texture nya
A***n,barang yang dikirim sesuai pesanan
D***a,baguss packagingnya aman bgt blm aku coba sih mau dipake nanti pas kuliah
s***y,s***y
F***a,"ngesetnya agak lama tapi oke bgt! transferproof juga dan warnanya kusuka agak oren tp ga bgt, bisa dipake sendiri atau jd base ombre jg cakep"
M***a,Bagus
F***a,"Ringan bangen sukak🫶🏼 btw kalo difoto udah aku ombre sedikit sama lipcream lain, thankyou make over"
T***i,UDAH LAMA NUNGGU VARIAN INI DAN SANGAT PUAAAASSSS🫰🫰🫰🫰
A***a,Bagus bagus bagus bagus
Dihaz,"beli karena lagi hype, tapi gimana sih cara pakenya yg bener🤣, udah dikocok2 10 detik, udah ditunggu set 5 menit kok tetep transfer, D03 warna nude coklat kirain bakal agak mirip sama yg versi powerstay B07 ternyata jauh warnanya."
L***a,"packaging nya ga segel plastik dari pabrik , lbh ok jika plastik segel pabrik tapi packaging kemasan pengiriman aman sekali karena pakai buble wrap dan dus meskipun kalian hanya pesan 1 pcs"
P***a,Warnanya pas bgt di skin tone aku. Ketahanannya juga mantepp. Aku make buat kondangan dari jam 9 pagi sampe sore masih cakep👍
a***t,"sangat pigmented, tunggu lama baru bisa ngeset dengan benar"
Oktaviani,mantul pokok
Y***a,suka dengan kualitas produk hanya pengiriman agak lama krn peralihan akhir tahun mungkin
J***a,"Bagus bgt yg shade d01 soft pink di kulit aku light warm undertone, TAHAN LAMA BANGET TAPI NGGA KERING dipake makan jg msh bagus cmn ilang glossy nya tp ga patchy. Jadi mau beli warna lain juga hahaha"
Santi,"mantap banget lipstiknya awet banget seharian, terus dikasih bonus eyeshadow pallette pula... senang banget thank youuuu make over"
Raihana,"warna karma ini, omg! bright red pengantin gt deh. di light-medium skintone. neutral undertone jadinya merah, ada pink nya sdkt. bagusss. msh transfer stlh 3 menit. mungkin aku blm bisa pakenya 😅"
Bella,Warnanya bagus bangeeeettt!!!! Dibawa buat makan minum tetep stay😭❤️❤️
rosfitasari,Lippen anti badai huru hara!!!! Luar biasa ketahanannya. Tahan bantiiing makan minum semuanyaaaa. Cm glossnya aja yg kurang mengkilat. Warnanya cantiiik 🥰🥰🥰
R***i,baguuuuus bangetttt. lafffff
N***a,"bagus banget warnanya, ringan di bibir, awet dan benar-benar transferproof"
l***e,barusan aku swatch warnanya cantik banget❤❤
Leoni,Cocok.
Gamma,"ini pembelian ke 4 karena awet dan ga bikin bibir keringnya terbukti, terimakasih bonusnya."
S***a,"selalu jatuh cinta sama lip product dari makeover, warna nya cocok buat base ombre"
Wuri,"packaging aman, mantap, warna pigmented, glossy tp transferproof, 👍🤗 thx seller"
A***a,"cakep bgt warnanya 🤩, kalo di bibir aku ngga se long last itu tpi masih paling oke ketimbang lip lainnya 🫶"
Hairliana,ringan glossy tahan lama bangett suka bangettt bakal beli lagi sih packagingnya juga gemes mewah bgt. untuk warna ini nude bgt sih cocok buat diombre. thankss
L***h,bagus bgt
E***a,bagus bgtt
Dwi,"baru mau cona powerstay glazed lock lip pigment, semoga cocok"
Dyah,suka
G***h,bagus.. tapi warna ny ga cocok
Chinta,"parah sebagus ituhhhhhhhhh,lover warnanya Keren bgt sih"
R***a,Shade langka ini.. ssh bgt kmrn dicari.. bagus warnanya bikin fresh.. tku
maya,"Ringan banget dibibir, ga yg lengket bgtt. Warnanya cantikkkk pol"
Susianty,"D11 warnanya nude banget, buat bibir sy yg hitam jatuhnya jd biasa aja, sayang sekali, pdhl lipstiknya bagus"
R***a,baguussss nempel teruuss udh makn minum. mauu beli lagi warna lain 🥰
Tri,"ringan banget dipake dibibir, hasil akhirnya juga oke, next mau nyoba warna lain ☺️ terimakasih"
D***a,bagus warnanya merah bgt gak gampang ilang warnanya
A***e,"Di aku yang bibir nya agak gelap, pake NEVER jadi seperti mlbb. One tone darker dari yg shade LOVER. Butuh sekitar 10 menit an untuk dia ngeset dan transferproof."
D***i,Bener2 transferproof. Jd pengen koleksi semua warna..
Aldilla,terimakasih barang sdh diterima dgn baik
Intan,favorit banget next beli lg
k***i,bagus banget🥰
D***n,"Packaging produknya mewah banget ya, warna sesuai pesanan, harga juga promo. Puas banget. Jadi mau koleksi semua warna hehehe"
S***i,lipstick ini sebenernya bagus. tapi dikulitku yg sawo busuk plus bibir gelap kayaknya warna ini kurang masuk deh. love hate sih sebenernya. suka sama formulasinya tapi shadenya gak cocok. next mungkin mau nyoba shade lain. wish me luck
stephanie,"warna aslinya lebih gelap dr di foto,"
Aini,Suka bangettt makasih banyakk make over bagus sekali produknya sukakk
Bambang,cepat sampai
G***i,"Super baguuuussss, ringan, transfer proof, glassy, ngga crack."
D***n,klo bintang nya 5....brarti lbh dari bagus kan kealitas lipstik ini...sesuai deskripsi banget...
d***a,d***a
N***a,Mantep terbukti ga ilang abis makan 🥰😘
Ananda,bagus banget.. ori juga
A***a,"Warnanya sesuai yg aku bayangin!!! suka banget merah kayak gini 😍 bagian bibir bawah keliatan halus setelah pake ini. Teksturnya juga ringan dan kalau diaplikasikan sesuai cara pakai beneran nggak lengket. packaging keliatan classy. minus nya kalau bibir dikecupin ke punggung tangan, glossy nya berkurang (warnanya masih tetap di bibir). overall tetep bagus dan sesuai harga. so far belum pernah dikecewain sama produk dari Make Over 😍"
Kiki,Kiki
L***s,baguuuszsssz bngettt dibawa makan apapun ga ilangg😭😭 pngen cobain semua warna deh
S***y,"ku pikir akan berwarna agak orange peach2 gitu . ternyt malah agak gelap di bibir ak.. utk packaging, pengiriman dll semua oke.. makasih seller"
Eka,"bahannya ringan, warna oke, kualitas mantap. sukses selaluuuu make over"
S***a,"package nya baguss bgtt hehe padah cuman 1 biji, pengirimannya jg cepett"
s***h,Cakep shadenya😭 Juara banget sih makeover
R***i,"Nggak ngerti deh kok ini jarang ada yg beli. Padahal secantik itu warnanya. Super cantik warna merahnya yg seger bgt. Nggak bisa kasih foto karna ada proses download. Sudah berkali2 coba, tetep susah. Sorry. But I do love this Lip cream. Karma is super cool color. Thank you make over for producing such a great masterpiece 😍🥰💋💄"
sia,"warna dibibir benar gak transfer dan waktu cuci muka juga tdk luntur,"
Asti,"Ketika sudah nge-set. Kiri ke kanan: Lover, DNA, Summertime Atas ke bawah: Summertime, DNA, Lover. DNA seperti versi lebih nude dari Summertime."
Asti,Suka warnanya!
Asti,"DNA nude peach yang ga mikir buat dipakai daily, lebih terang/light daripada Summetime."
ratih,pengiriman nya lamaaa bangeeetttt.. selain itu sih bagus semuaaa
s***i,Warnanya bagusss
Dita,"Ringan, glossy, cakep lah buat pengganti si M boikot"
A***a,A***a
Widya,Gak transfer samsekk. Pigmented cakepp
P***i,Pengiriman lama bangetttt
S***a,aku udah purchase yg ke-4 kali nih😭😭😭. makeover gamau kirimin aku lip glazed segudang apa?????????
M,"packaging aman banget, seller gercep, cuman ekspedisi aja agak lama. saya beli shade vintage ternyata agak gelap di kulit sy. tekstur lipstik lebih ringan daripada saingannya si v*nyl. water proof, oil proof, besok insyaallah bakal beli lagi shade lain."
R***a,"Bagusss gila awet bangett, suka pokoknya"
Y***y,"Barang sudah diterima dengan baik, terimakasih. Saya beli barangnya"
Mugi,"enak ngga bikin kering, tapi kehabisan iykyk uey, ehh dapet harga diskon. gambar pertama kamera belakang, kedua kamera depan"
A***a,Suka dengan tekstur & ketahanan
F***a,cakeeepp...
Rosi,"Agak kering ya di bibir, warnanya ternyata pucat di bibirku"
N***r,"Paketku hilang (kurir tidak antar ke rumah Ku, melainkan ke rumah orang lain) n saat complain gak ada tanggapan dari toko sampai batas waktu complain selesai. akhirnya dana tetep tidak ter refund. padahal dinanti banget ni paket tp malah gak dapet 😭 Aku ajuin complain lewat Tokopedia care baru dapet tanggapan n alhamdulillah ke refund walaupun butuh waktu hampir 1 bulan lama nya. Semoga next toko bisa lebih baik dalam pelayanan apabila ada complain 🙏"
N***i,pengiriman lama sekali
Lia,No transfer dan tahan sampe hampir seharian. Warnanya soft cantik
A***s,"bagus, lembab, awet, powerstay indeed, suka warnanya juga, dikemas dg baik jg 😍"
Siti,"warna pas... biasa pakai powerstay vivid varian xoxo, pakai yg glazed ini warna DNA agak mirip lah..."
Madeleine,"Glazed yg kedua, suka bangeeet terbaiksss"
E***a,jatuh cinta sih sama produk viral ini. next mau order shade lain.
D***h,"sesuai review orang2 si, bner2 baguuss dan ga transferproof huhuu sblmnya dulu aku pengguna vinyl ink merk sblh tpi make over ttp besstt si soalnya merk sblh di aku ga trasferproof😭😭 thank u yaa buat pompous dibibirku yg pinggirnya gelap finishnya jdi coklat kemerahan gtuu"
Sulistyawati,bagus sih tp warna kurang sesuai ekspektasi. lebih gelap daripada di gambar
H***a,"udah dicoba buat makan berminyak, minum sampe keujanan 2x juga ga ilang. stainnya mantul lah, sayangnya kurang cocok dikit sama shadenya. mungkin buat shade d01-d04 diperbanyak lagi dong stocknyaa mau beli soalnya tapi susah dapetnya"
Vania,bagus warnanya
Jenal,"Barangnya bagus, warnanya juga bagus. Ibu saya suka"
Aa,"Terbaikkkkkk suka bgttttt warnanya ga Nora, keren poqonya,,,tq🤩🤩🤩🤩🤩🤩🤩🤩🥰"
Merry,"enak dipakai, mirip may$@+$;;;!ne. bener2 awet meskipun setelah habis makan"
M***a,"Bahannya ringan, gloosy, tapi belum dicoba apakah benar Transferproof atau nggak, tapi warna cakep sih, natural kl di kulit sawo matang, packingan juga super aman dan super rapih walaupun hanya order 1 pcs Lipcream saja dan dapat harga FLASH SALE pula, lumayan banget...👌🙏😁"
E***n,paket dalam kondisi terbungkus rapi dan aman recommended seller
A***e,bagus bangetttttt
A***e,bagus bangetttttttttttt
Maya,Maya
G***a,"Warnanya intens, sayangnya terlalu bright untuk skin tone kuning langsat / warm skin tone. Awal dipakai lengket banget ya. Setelah beberapa menit baru nge-set dan gak pliket. Beneran bisa cover pinggiran bibir yang gelap. Lumayan tahan lama. Pas minum tetap transfer dikit di pinggiran gelas. Kalau makan yang berminyak seperti pastry atau gorengan ya bhay."
z***a,belum dicoba sih tp semoga awettt
T***o,"lama pengiriman aja .. kl produk nga usah diragukan , hallway warnanya merah maroon yg deep . ini cm pencahayaan sehingga kelihatan terang"
A***i,A***i
Vania,"tidak terlalu transferproof, tapi masih awet utk dipakai makan dan minum, exp 2026"
H***a,"warnanya bagus, ketahanan mantep. tapi apa aku aja ya yg ngerasain kalo ini kering bangetttt dibibir?"
Amanda,"ternyata terlalu pucet warna nya, salah pilih warna nih"
f***a,"suka bgt! no lengket dan ga cracking, stainnya juaraa padahal udah dipake makan, minum, wudhu tapi masih ada 😍"
Khusnun,"bagus bangeeettt, beneran transferproof, ga lengket, awet seharian <3"
ilham,"pengemasannya bagus dipakein kardus, pokoknya bagus, terima kasih kak"
J***n,"bahannya ringan, tapi agak lengket ya, sepertinya matte nya agak lama. warnanya baguss, aku suka."
ike,bagus bangeeeettttt
Rezki,"Yayy sudah sampai. Warnanya bagus, bukan orange terang ya klo dibibir & skin tone saya. Orange natural gitu. Exp date masih lamaa. Thnak you"
Y***e,lipstiknya bagus banget. ringan dibibir dan engga crack.tahan buat makan minum..keren
E***a,"Jujur nyesel ambil warna pompous, ternyata warnanya PINK PUCAT, pink yang buat base kalo kita mau ombre gitu ya guys.. Gak ada hint orange-nya sama sekali seperti review orang-orang atau foto dari makeovernya 😭😭💔💔 Teksturnya agak lengket, tapi emang lebih ringan dari tetangga sebelah.. Andai warna nya sesuai ekspektasi, bakal ku kasih bintang 5 sih ini 😭💔😲"
N***h,bagus warnanya. cerah
Dinda,Lets try. Kotak packing terkena basah
s***a,warnanya bagus lembab dibibir
D***a,Warnanya persis dg yg sky nya stick crayon. bagus buat jadi best ombre utk skintone medium to light... utk lip glaze menurutku berat kl buat sehari-hari. kerasa banget ky pake lipmatte nya. cm enggak lengket ky si M
A***i,A***i
S***a,suka bgt sama lippennya
T***o,cakepppppp
Erinintyani,"Makeover emg gak pernah failed lippie nya. Belum cobain yg versi hydra stay udh nongol ini dong. Warnanya cantikkkkkk bgt, look akhir glossy. Ak pakai terus sarapan nasi uduk gak stain, masih nempel. Suka bgt plus dapst diskon juga kemarin. Sering"" ya promonya 😍"
Quiny,enak dipakai tidak lengket dan warna nya sesuai
Dinda,"Setelah wear test nih produk dan selama udah ngikutin cara pakainya, hasilnya emang cakep banget, nyaman dipakainya, dan definisi beneran tahan banting. Cuma di-apply nya agak tricky karena jangan sampe ketebelan terus di bibir ku harus hapus lip balm yg belum keserap bibir biar dapat hasil dan performanya. Soal shade, Pompous 2.0 warna mlbb banget dan dijamin cocok di semua kulit 👌🏽"
M***i,M***i
Alviera,"Pengiriman cepat, packing aman, warna lipsticknya cantik, sukaaa…"
O***e,"lembut , cakep warnanya"
N***i,"Ringan dipakai, awet, puas"
Marsa,Lipstiknya bagus mudah2 an sesuai review tahan lama minus nya Ekspedisinya terlalu lama banget ekspedisi lain gak selama ini
S***a,"warna nya cantik banget ga begitu gonjreng, minusnya kardus kemasan penyok karena cuma dilapis kemasan buble wrap aja gaada kardusnya. tapi kualitasnya oke banget kok jadi pengen beli warna lain. thanks seller😊"
Andries,alhamdulillah warnanya bagus... lumayan tahan lama.....
S***a,"finishnya lebih ringan dibanding vinyl ink! keren sih developnya berhasil bgttt. beneran uncrackable. aku udah punya 3 shades. ini makover gamau endors aku kah??!,!,!,!!,!?+?+?"
S***i,"bagus banget ,tahan seharian"
Sri,Sri
V***y,enak dan ringan di bibir..recomended
Shinta,sukak warnanya..tks
sekar,bahannya ringan
ajeng,Juaraaaaaaaaaa lips ini gaes
A***a,"Pake dari pagi, sampe malem ga ilang busyet, beli warna lain ah"
V***a,Bagussss
Aldri,Warna cantik.Glossy & pigmented.Thanks seller 🙏
Stephanie,"tidak setahan yg diharapkan, pudarnya jg patchy."
R***a,"yang pompous ini warnanya kayak pink nude dengan ada sedikit hint ungu(?), kayaknya di beberapa skintone ini cocok buat jadi ""my lips but better"" lippies. pakenya agak tricky, karena beda kondisi bibir, maka hasilnya juga beda. di aku ngesetnya trnyata lumayan lama, hampir sejam baru ngeset, dan kalo ngeset ternyata emang minim transfer. pokoknya harus kenali cara kerja lippie ini dulu"
A***a,"worth the hype, even better than vinyl ink!"
K***a,"Packing aman walaupun dus penyok, mungkin tertindih di tas kurir. Warna cantik dan sesuai ekspektasi."
i***a,"Belum di swatch di bibir, warna sesuai"
C***y,Harus brb diratain soalnya cepet bgt set nyaa. Warna ternyata agak kegelapan di kulit aku tapi issokey tetep baguss
B***y,Warna bagus dan barang sampai dengan baik Engga tranfer tapi harus didiemin beberapa menit Cakepp
Cyntia,Warna nya bagus2 tp tll muda di bibir aq. Next pilih warna yg lebih gelap
p***a,sesuai yang di pesan
Widya,👍🏻👍🏻
Nur,warna cantik dan tidak pudar
tika,tika
S***m,"bagus dan tahan lama, lembut,hanya warna yg kurang cerah, setelah diaplikasikan ke bibir,"
Yossyfratiwii,packaging nya luar biasaaaaa. semoga cocok dan awet sesuai claim nyaa yeaay
fitrifattahfathan,bagus ringan maaf baru kasih nilai keburu mau pergi keluar
P***i,Packingnya rapi banget .. bagus warnanya di bibir .. tahan lama walaupun sudah di pakai makan minum ga luntur .. pengiriman cepat .. mantul pokoknya ..
N***n,warnanya cakepppp bgtttttt
abdillahx,sesuai pesanan pengiriman standart makasih
H***i,Nice!! 😍😍
Esti,"overrated sih sebenarnya. beda dengan vinyl ink. lebih mirip lip cream tapi formulanya lebih ringan dan sedikit glossy. enaknya nggak bikin kering. medium to full coverage. kalau warna pekat, sekali langsung nutup. buat dapat warna yang disukai emang harus coba semua. yang vintage ini coklat agak sedikit Merah . emang Bagus buat ombre. buat yang nggak suka warna solid, ini terlalu gelap. tapi buat yang suka, ini Bagus. kalau sudah ngeset, sekitar 5 menit, nggak transfer atau minimal banget transfernya. kalau dibuat Makan makanan berminyak, warnanya menipis, nggak hilang. Aman ditimpa langsung. lebih gelap ya kalau yang dibibir. warna aslinya seperti yang dioles ditangan"
R***a,"warna kaya peach gitu, lembab d bibir, tp agak brasa lengket, tahan seharian pokokny, gak hilang makan apapun ,"
Andries,alhamdulillah sy lngsung coba... buat mkan n minum.. bagus bgt ga ilang
A***i,A***i
R***a,"Worth to buy sih, bayangin aja pake lip product yg tahan 20 jam dan ga bikin bibir kering pecah pecah (fyi bibir aku juga tipe yg kering). Aku pake beneran 20 jam karena lupa kebawa tidur malem, bangun tidur cantik gatuh hhhh. Ngocoknya agak pegel sih supaya make sure formulanya kecampur sempurna, pas dipake kayak lengket. But klo lengket biasanya pasti transfer kan tapi ini ga transfer samsek, bingung ga tu :"" Harga segini dapet powerstay yang segitu kuatnya, yg masi ragu, beli sekarang!!"
Septya,"bagussss banget, ringan di bibir, transferproof, warna merahnya cakep banget."
Devi,warnanya bagus banget. formulanya ringan dan tahan lama di bibir.
Alvina,kondisi aman 🥰
N***i,"sukaaaa, pengiriman aman, cepat"
T***i,okee
Erika,"warna merahnya bagus, ga norak.."
F***h,"Packaging aman, pengiriman cepat, original, warnanya suka, pigmented"
Amilia,"suka banget sama produknya, packing bagus dan aman.. recommended deh"
Restu,"bahan ringan, warna bagus banget!!! suka banget😩"
W***y,🙏🏻
S***i,suka banget sama produknya. tapi kurirnya sangat sangat tidak recommended. lelettt
Turis,"Warna dan packagingnya bagus, di bibir ringan dan cukup tahan lama.. selalu oke make over produknya"
Yovanraw,bagus warnanya
D***a,10/10
Rina,bagus suka warnany
lina,Bagus tahan lama sukaa mantap
Mira,Warna : D01 Lover > pink light Pembelian kedua krn warna pertama yg dibeli tidak cocok ke kulit saya. Ketahanannya cukup lama seharian diselingi makan masih menempel. Hanya agak kering garis2 dibibir terlihat nyata ketika pemakaian sudah lama. Selebihnya ok
Linda,cakeuppp bangettt warnanyaaaaaaa
A***a,aaaa bagus sekali super pigmented dan pilihan warnanya cantik2😻🤏🏼
Erika,"warnanya cantik, dah punya 4 sama ini."
T***i,"Melembabkan dan ringan di bibir kering, glossy dan tahan lama beneran masih stay on banget dipakai makan berkuah, gorengan. Packagingnya hitam elegant. Warnanya cantik poooolll"
D***i,Warna lebih gelap
ANA,pengiriman cepat packing aman..kurir ramah
Elisa,"Paketnya sudah di terima & sesuai pesanan.. Dah di coba pake,warnanya cantik. Produknya masih transproof tapi masih stain di bibir. Suka sama produk make over yg ini,bakalan berburu yg shade lain lagi 😁"
H***a,"cantik banget warnanya, belum dicoba semoga sesuai dengan claimnya🫰🏻"
Dina,"Warna Lover ternyata agak pucat dikulit aku, tp its oke masih bisa di ombre sm liptint lain. Ketahanan di bibir oke..gak geser. Gak transfer ke tangan. Teksturnya setelah didiamkan di bibir agak lengket. Cuman kalo mau bersihin sebaiknya pakein lipbalm dulu sebelumnya atau make up remover, , , krn jujur agak susah untuk dibersihin."
M***a,"Selalu puas dgn produk2nya Make Over.. lipstik bahannya ringan kyk gak. pake apa2 dibibir, warnanya cantik2 semua. Untuk ketahanan baru mau dicoba tapi dari hasil review orang2 katanya sih tahan lamaaa.. Untuk packingnya dikemas dgn sangat rapih sehingga barang tiba di tujuan dgn aman.. 🙏👌👍"
Alinda,"Shade yang aku pilih, cocok sekali dengan skintone aku. Transferproof, Iya. Dipakai makan berkali kali masih cukup aman, yang paling OK itu tdk nempel di makanan/alat makan. Tapi, apakah cepat memudar? Entah kenapa, kalau dibuat makan yang cukup bar bar bener2 yg bagian dalam bawah bibir cepat hilang warnanya. Kalau makan nya ga terlalu bar bar, bakalan aman pake bgt dan ga cepet hilang."
Retno,"emang lbh ringan sih dibanding merk sblh yaitu myb vinyl dan powerstay glazed di ini lbh pigmented, gak lengket transfer proof: utk minum, kiss memang ga nempel tapi kalo makan yg brmnyk ilang dikit hehe bagian tengah bibir"
L***a,"warna bagus, bentuk wadahnya cantik memang nunggu keringnya agak lama, 3 menit"
A***A,cantikk
Nurrul,warna pompous emg g pernah faileddd 😍😍
Islamiati,"warnanya bagus tapi buat yang bibirnya agak hitam jadi agak coklat keunguan. kalau di foto memang ga keliatan, tidak cocok untuk yang bibir nya hitam tekstur nya enak banget di bibir ga berat dan ringgan"
N***a,"Shake well before use, kalo langsung dipake warnanya agak aneh. So far bagus warnanya, minim juga transfernya"
indaaaah,Bagussss. Worth the penny pokoknya.
R***a,"Ringan, ga lengket, nutup bibir hitam dan ketahanan nampol"
ONK,Best lip product of the year
Weni,Mayan dpt harga promo jd lebih hemat 😍
M***a,"warnanya bagus, gak nempel warna2nya cantik"
A***y,"Setelah drama 10 hari paket ini tidak sampai dan buat hopeless, akhirnya sampai juga. Bahannya ringan, tipe aplikatornya dengan bibir kemasan lip pigmentnya jauh dan saya suka ini karena bisa menempelkan kembali sisa dr isian yg sudah diambil banyak, hal sepele ini yg jarang diperhatikan oleh beberapa brand khususnya lip cream. Mudah diaplikasikan juga ke bibir dan warnanya cantik sekali. sukaaa :3 terima kasih Make Over dan Tokopedia. Di video terlihat warnanya pink mirip dengan MO Powerstay B09 Popular tapi ketika dipakai menjadi warna peach karena undertone skin aku, neutral."
fidiya,"gak lagi2 cukup sekali, order lama bgt nyampenya normal paling lama 3 harian, ini sampek 1 minggu lebih, kapok sudah"
S***i,"Barang sudah diterima dalam keadaan baik, pengiriman cepat dan harganya murah. Semoga bermanfaat. Terima kasih"
Andiva,"Enak banget dibibir, tidak kering tapi matte"
M***a,"beli karena se viral itu jadi penasaran. di bibir ok, dipakai seharian memang tetap lembab dan warna tetap ada tapi memang tidak seperti pas awal warnanya. pas makan minum juga ga meninggal kan bekas. kayanya mau coba warna lain lagi"
hallo,hallo
D***e,cakepppp
D***i,sukaaaa banget ini! kemaren beli ada potongan sampe 30 rb. warnanya ada banyak. semoga makin banyak warnanya! hehe. ini ada shade guide kalo perlu yaaaa.. semoga membantu.
Yuliati,Lama
Inkha,pengiriman sbtlny cepet cm ekspedisi aja yg suka aneh.. warnanya bagus.. nanti mau beli yg warna lain lg
resti,"gila sih packagingnya mevvah banget padahal cuma beli satu, warnannya pun sesuai ekspektasi thanks makeover"
W***a,"sesuai klaimnya, lebih nyaman pakai ini dari pada Merk M yg glazed look juga. lebih ringan dan lebih tahan lama, pigmented rekomend banged yg D09 warna nude untuk warna karma aku kira hint nya ke orange-merah, ternyata tetap ke pink-ungu. tapi tetap oke klo mau diombre sama warna yg lebih soft."
D***i,"bagus, dipake ringan, glossy"
D***n,Sesuai pesanan shade nya cocok d kulitku yg sawo matang makasih
rena,Mantap👍
Putri,"banget banget ini seriusan. pengemasan juga bagus banget ga takut lecet. pake kardus pakai bubble wrap. good banget. aman sentosa paketnya. terimakasih banyak. maaf foto ga sesuai,baru bisa kasih ulasan."
G***e,G***e
I***a,Kerennn makeover bikin produk terbaik emang
S***h,"Finishingnya ringan, warnanya cantik banget pinkish tapi ngga norak 😍"
Retno,sesuai ekspektasi
Mira,"Warna: - D07 Hallway - D11 Pompous 2.0 Well packed, fast respond. Thank you for the compliment."
Kiki,bagussss elegan😊
D***a,warnanya bagus tp agak sulit dipakai dan lengket juga dibibir. Pengiriman lama pesan tgl 17 sampai tgl 22. Sampai lupa kalo pesen paket.
A***i,bagus banget warna2nya dan suka sama tekstur lipstiknya. mantapp 👍🏻
Winda,Blm nyoba ketahanan tapi packaging nya super kece
Nurdi,"Terima kasih gan/sis, semoga usahanya sukses selalu"
Rizky,"lebih ringan dari si M Vinyl, warnanya jg bagus promojya jg banyak. thanks"
S***i,"suka bnget sama powerstay glazed ini D02 vixen warnanya pigment bgt n nga bikin bibir jadi kering, bkin candu deh punya warna lainnya."
S***y,cantiiiikkkkk warna nya
Cipta,Barangnya sesuai dengan deskripsi
D***c,"warna bagus, ringan dibibir,, i love it"
E***g,"barang diterima dan dikemas dg baik, warna kulit kuning langsat warm medium dipakai jd natural dan bagus menutupi bibir hitam, hasil setelah dibuat makan masih bagus, masih lembab"
F***i,Bagus bangetttttt
N***a,Bagus warnanya dan sesuai dengan klaim yang viral itu
a***a,riiilll warnanya cantik! cocok dipake daily atau special ocassion sihhh
qilda,"untuk wrna dbibir q keliatanya bukan ke oren2nya jdi kaya wrna pink2 mouve gt,susah bgt pen cr yg pas dibibir,untuk ketahanan sih lumayan awet,glosy nya ga terlalu lama,make tebel2 udahany jd agak ngecrak"
Dewi,sukaaaaa.. mau beli lagi shade lainnya! dry lips friendly! beli bagussss apalagi pas diskon. mau coba never sm IYKYK.
e***h,Pengiriman lamaa dari sabtu baru sampek kamis 🥲
N***l,"Warnanya cantik bgt, pas dipake lebih bagus lagi. Ringan juga di bibir, pokoknya suka bgt"
A***i,"pink ke mauve gitu tapi pas apply di bibir agak nude, dupenya mybl viny* in* alhamdulillah ada versi lokalnya tapi ini lebih ringan dan stain juga cuma kalo di bibirku lama2 agak crack tapi dikit. thank u kak!!"
Yennie,Warnanya cakep
Y***e,cakep ka. ringan banget kaya gak pake lipstik. warna juga bagus. orange nude gitu sesuai ekspektasi. makeover keren banget.
A***a,"worth the hype, sangat minim transfer asalkan memakainya ngikutin petunjuk, dan best partnya tidak bikin bibir kering"
Ika,salah ambil warnaa jadinya gelap
M***a,Setelah punya d04 aku beli d02.. aku suka warnanya ga terlalu merah ga terlalu pink .. pas aja warnanya buat sehari hari kalo ga makeupan .. yg aku notice yah kalo d04 itu very lightweight dan transfer resistant cpt ngeset juga .. nah kalo si vixen ini beda ngesetnya lama udh 30 menit didiemin masih transfer dan agak berasa lengket walau ga selengket mayb.. mungkin krn warna gelap juga ya rada tricky .. warnanya pigmented bgt itu aku pake cuma satu kali swipe ga diulang .. bikin bibir smooth dan nutup bibir gelap .. warna gloss nya juga msh aman ga terlalu glossy .. dipake makan masih trf warna vixen ini .. kalo d02 ga geser dipake makan walau bagian dalam bibir pudar tp dikit bgt .. btw tokped lg diskon aku dpt MO glazed ini cuma 85 ribu yeay .. utk pengiriman lama bgt sumpah sampe 5 hari ahamdulillah sampe dgn selamat ..
R***a,glossy 👍
T***a,"bagus banget warna lip glazed no D002 di sawo matang, gak kering, gak ada crack, lembab di bibir serasa gak pake lip product, jadi pengen nyoba shade yang lain"
Charisa,mantuuuul
S***s,S***s
feby,"sangat pigmented, agak lengket, klo udah nge set mulai berkurang lengketnya, warna ini agak kecoklatan, klo di gambar kayak nude pink"
Kumala,Mantap….bagus produknya
yanti,yanti
A***i,"Warnanya oke suka banget, teksturnya jg oke nyaman juga di pake, aku suka bgt wrnanya"
Ema,lengket nempel terus dimasker bibir nya Walo transferproof..dipake bibir agak gelap jd warna nya ng orange bagusan yg transferproof mate Pengiriman super lama ada bbrp hari yg barangnya dianggurin ga jelas....bekasi depok berasa order barang dr luar negri😂😂
L***a,L***a
Yennie,Warnanya benar2 cakep
L***y,L***y
Okti,"plis jangan pake ekspedisi j*e lagi yaa sangat amat lama paket nyandet di kantor sampe saya akhirnya ambil sendiri ke kantor karena saking lamanya kurirnya pada mls2 bgt kek nya alamat ga dicari, ga ditelp tiba2 aja keterangannya alamat ga lengkap padahal alamat udah sama kek biasanya"
Detta,Detta
R***h,"Bagus banget warnanya, formulanya juga pas banget"
E***a,"cakep bangetttt...warnany suka, lembut di bibir. Jadi salah 1 lipstik andalan nih"
L***a,"Produk sesuai pesanan,warna nya bagus,hanya saja pengirimannya lama banget"
N***r,PERTAMA KALI BELI LIP PRODUK MAKE OVER DAN BAGUS BANGETT WOYYY PARAH CAKEP😭❤️
Fangmei,Kita buktikan apakah dia memang sebagus itu... tapi ternyata Di Aku kegelapan warnanya
Ida,Bagus 👍
N***a,"warna sesuai , pengemasan baik awet n tahan lama sesuai claim"
V***e,"Warnanya ok, bahannya ringan dan gak bikin bibir kering.. sukak 😍"
annisa,sesuai dengan iklan nya. keren pokoknya
