Nama Akun,Ulasan
PT,"sedikit cerita yah, ini pertama kalinya saya beli.. pas sampe barangnya kurang sesuai, awalnya cuma sekedar cerita kl hasilnya beda sama yg satunya (lewat chat) eh gak disangka direspon sangat baik, terus minta disiapkan untuk diretur dan akan dipick up langsung dong, nah gaes asalkan kalian tau, biasanya kan kl barang yg mau diretur kita ngurusin sendiri, bayar ekspedisi lg kan buat ngretur bahkan minta diselipkan uang buat ngirimin barang penggantinya, nah ini nggak dong.. kita cm siapkan aja nanti diambil barangnya ke rumah terus gak usah bayar, eh 2 hari kemuadian barang penggantinya udah sampe rumah lagi.. nah ini yah bedanya sama yg lain soalnya yg lain belum tentu bisa bertanggung jawab seperti make over official ini. makasi banyak yah kak, fast respon banget.. semoga makin sukses 😍😍😍"
eka,Desainnya mewah. Aplikator mudah dipakai.
Muhammad,"Proses cepet, sampai cepet, produk sesuai deskripsi dan sesuai yang dipesan..."
Abdul,Nggak bikin bibir kering.
D***n,Sukaa
ibu,"sesuai pesan, pengiriman cepat,ringan banget di bibir"
Juwita,Aplikator mudah dipakai. Nggak cepat pudar. Hasilnya glossy. Desainnya mewah. Nggak bikin bibir kering.
R***h,"kukira kayak powerstay ternyata ga awet banget, gampang nempel di masker, jd ketika buka masker otomatis kayak gapakai lipcream 🥲 sedihhh"
T***a,Cocok buat kulit gelap. Desainnya mewah.
M***i,"definisi smooth sesuai ama nama nya.ps d aplikasi ke bibir,guyss bner2 lembutttt bgt jd gk bkin bibir trsa kering.d pke lama juga msh krsa lembut.love it so much😍❤️"
Hinata,warna nya lbh gelap dari di foto ..
R***u,Nggak lengket. Nggak bikin bibir kering.
Diana,kecewa bnget sma make over baru kali ini d krimnya dngan barang rusak
d***i,Aplikator mudah dipakai. Desainnya mewah. Hasilnya matte.
B***a,Cocok buat kulit gelap. Desainnya mewah. Nggak bikin bibir kering.
F***a,Hasilnya tahan lama
devilia,Aplikator mudah dipakai Desainnya lucu Nggak bikin bibir kering
Frida,"lipstiknya bagus.. lembut di bibir... dan gak bikin bibir jadi kering. tapi yaa karena lembab, jadi nempel di masker. 😅🤣"
N***a,Desainnya lucu. Nggak lengket. Aplikator mudah dipakai. Desainnya mewah.
A***a,"desainnya bagus, aplikatornya jg mudah dipakai"
Fitri,Hasilnya tahan lama. Desainnya mewah. Aplikator mudah dipakai. Nggak cepat pudar. Nggak bikin bibir kering.
K***a,cakep banget sih warnanya sesuai sama ekspetasi
E***a,warnanya pucat dan kurang fit di bibir sy yg kering
L***y,Aplikator mudah dipakai. Desainnya mewah. Desainnya lucu. Hasilnya glossy. Cocok buat kulit gelap. Nggak bikin bibir kering.
D***i,Nggak bikin bibir kering
Sondang,Hasilnya matte. Nggak cepat pudar. Nggak bikin bibir kering. Nggak lengket.
Rita,Nggak bikin bibir kering. Cocok buat kulit gelap. Desainnya mewah. Aplikator mudah dipakai.
c***e,c***e
Rani,Hasilnya tahan lama. Desainnya mewah. Hasilnya glossy. Nggak cepat pudar. Nggak bikin bibir kering.
Camilla,Recommend banget… belanja dikasih free blusher🤩🤩
R***a,"Selalu puas dg toko ini, respon penjual cepat, pengiriman cepat dapet bonus pula. Lipstiknya udah aku coba, untuk bibir kering oke banget, lembut hasilnya. Thanks kak"
V***a,"Pengiriman cepat, keamanan barang oke, desainnya mewah."
Mutia,Aplikator mudah dipakai. Hasilnya tahan lama. Hasilnya matte. Nggak lengket. Nggak bikin bibir kering.
Deny,Hasilnya tahan lama. Cocok buat kulit gelap. Aplikator mudah dipakai. Desainnya mewah. Desainnya lucu. Hasilnya matte. Hasilnya glossy. Nggak lengket. Nggak cepat pudar. Gampang pudar. Nggak bikin bibir kering.
F***t,Mantap
t***a,Cocok buat kulit gelap. Aplikator mudah dipakai. Nggak bikin bibir kering.
Alicia,Hasilnya tahan lama. Cocok buat kulit gelap. Nggak cepat pudar. Nggak bikin bibir kering.
LUSUKE,Hasilnya tahan lama.
ITA,"Suka bgt sama c11 suave nya, cantul bgt warna coklatnya💕💕"
Hany,Hasilnya tahan lama. Hasilnya matte. Desainnya mewah.
Widiyanti,Thanks free 2 produknya ❤️
Kristi,Bagus warnanya. As always untuk pigmennya selalu ok. Thanks
Muhimmatul,"pilihan bagus buat kado dadakan, Hanya 24 jam sudah sampai sub. produk bagus sesuai deskripsi, packing aman, pengiriman cepat."
D***a,"Pengiriman selalu cepat, senang bgt baru kali ini belanja di kasih gift cliquemette biasanya gak pernah dapet bonus hehe 🥰 Hasilnya tahan lama Aplikator mudah dipakai Desainnya mewah Nggak bikin bibir kering Nggak lengket"
muhammad,Hasilnya tahan lama. Cocok buat kulit gelap.
D***i,Nggak lengket. Nggak bikin bibir kering. Aplikator mudah dipakai. Desainnya mewah. cocok buat di ombre untuk kulit warm . mau medium ataupun light. kalao pake sendirian dia pucat sih. kya org sakit . warna yg ke4 dr kiri. urutan dr kiri: 1. merah wrdh 2. pink wrdh 3. wrdh 4. make over hydrastayc10 vow 5. make over hydrastay 12 lupa namnya
Okda,pesanan sampai dgn aman..terimakasih bonusnya
p***a,Hasilnya tahan lama Aplikator mudah dipakai Nggak bikin bibir kering Nggak cepat pudar Hasilnya matte
Dwi,Hasilnya tahan lama. Aplikator mudah dipakai. Aplikator mudah dipakai. Desainnya mewah. Hasilnya glossy. Cocok buat kulit gelap. Nggak cepat pudar. Desainnya lucu. Nggak lengket.
Siska,Hasilnya matte. Nggak lengket. Nggak bikin bibir kering.
S***i,Hasilnya tahan lama.
Zarisya,Hasilnya tahan lama. Nggak bikin bibir kering.
Teni,"cinta banget, lembab ga bikin kering warnanya cakeuuup. sungkem sama yg buatHasilnya tahan lama. Aplikator mudah dipakai. Desainnya lucu. Desainnya mewah. Hasilnya matte. Cocok buat kulit gelap. Nggak cepat pudar. Nggak lengket. Gampang pudar. Nggak bikin bibir kering. Hasilnya glossy."
A***a,Hasilnya tahan lama Hasilnya matte Aplikator mudah dipakai
M***a,sukaaaa warnanya 😍Hasilnya tahan lama. Cocok buat kulit gelap. Aplikator mudah dipakai. Desainnya mewah. Desainnya lucu. Hasilnya matte. Nggak lengket. Hasilnya glossy. Nggak cepat pudar. Gampang pudar. Nggak bikin bibir kering.
Reski,"waaa gilasi cakep banget warnanya, sukaa🤎"
P***a,"lipstiknya bagus banget, lembab, bibir gelap tertutup sempurna, di bibir yg kering juga oke banget. Good job Make Over!!"
hanifah,bagus bangettttt packaging aman
Zakiyyatush,sukakkk 😍 beli 2 dapet gratisan 2 juga 😍😍😍 beli cushion dan lip whip dapet blush on dan cliquematte ❤❤❤
D***y,Yg lively warnanya cocok
T***v,Nggak lengket. Nggak bikin bibir kering. Hasilnya tahan lama.
lika,Nggak bikin bibir kering. Hasilnya tahan lama.
V***a,V***a
Itsmevany,Hasilnya tahan lama Cocok buat kulit gelap Aplikator mudah dipakai Desainnya lucu Desainnya mewah Nggak cepat pudar Nggak bikin bibir kering Hasilnya glossy Hasilnya matte Gampang pudar Nggak lengket
Nia,Hasilnya tahan lama. Cocok buat kulit gelap. Hasilnya matte. Aplikator mudah dipakai. Hasilnya glossy.
A***a,Gampang pudar. Nggak bikin bibir kering.
ami,Cantik warnanya.
Nurfanni,barang ok n cepet sampai
Novita,"alhamdulillah, packingnya safety, sesuai orderan jg."
P***t,Hasilnya tahan lama. Desainnya mewah. Desainnya lucu. Aplikator mudah dipakai. Nggak cepat pudar. Nggak lengket. Nggak bikin bibir kering. Hasilnya matte.
P***a,"Bangus banget 😭😭 warnanya cakep lembab di bibir, cocok banget buat yg bibirnya kering 💖💖"
W***a,Udh pernah beli yg no 7 sm no 9. Knp pas beli no 3 ini ga se hydra dua sebelumnya ya 🤔
Theresia,Cocok buat kulit gelap. Desainnya mewah.
N***a,"Sesuai sama yang diharapkan. pengemasan aman padahal beli cuma sebiji. Cepat pengirimannya,padahal hari minggu,tapi diantar pada hari itu juga. Terima kasih"
Witri,cocok produk yg dipesan
Tengku,"Gw br pertama kali beli seri lipstik dr Makeover Hydrastay Smooth Lip Whip stlh melihat review dr chanel Shallow Stuff. Gw pilih shade C04 Real, warna merah yg betul2 gw suka. Gw bakal beli lg utk shade C02 ballad dan C08 devoted. Ow ya thnx for seller yg pengirimannya super duper cepat, hr order besok lgsg sampe. Mks ya min🙏😍"
Nurmalasari,Hasilnya matte. Nggak cepat pudar. Nggak lengket. Aplikator mudah dipakai. Desainnya mewah.
Lisa,mantap banget dapet lipstick ini cuma 38rbu 👌🏻
H***a,Nggak lengket. Nggak bikin bibir kering. bisa nutupin bibir gelap.
M***s,Hasilnya matte. Nggak lengket. Nggak bikin bibir kering. c11 atas lbh kecoklatan c07 bawah lbh pinky.. amazing ❤️❤️
R***o,Nggak bikin bibir kering. Nggak lengket. Hasilnya matte. Aplikator mudah dipakai. Desainnya mewah. Hasilnya tahan lama.
Alma,Aplikator mudah dipakai. Desainnya mewah. Nggak lengket. Nggak bikin bibir kering.
Rina,Nggak cepat pudar Nggak bikin bibir kering Desainnya mewah Hasilnya matte Hasilnya glossy
d***a,Nggak lengket. Nggak bikin bibir kering.
Fadila,warnanya bagus... cocok buat kulit kuning langsat.. gak bikin bibir kering
Suyanti,"Paket sesuai pesanan, sampai dengan selamat tanpa tumpah"" atau retak"". Packing dus + bubble wrap bulat besar (lebih bagus lagi kalau bubble wrapnya di selotip juga). Warnanya bagus, sayangnya selum saya coba karena satu hal dan yg lain. Terimakasih banyak Make Over ^^)/~"
T***a,bagus
Y***a,Nggak lengket Nggak cepat pudar Nggak bikin bibir kering Aplikator mudah dipakai
A***a,Cocok buat kulit gelap. Nggak bikin bibir kering. fav terbaru akuu
Galuh,"Yah so so lah, tekstur velvet, untuk tan skin asian bikin pucet banget jadi cocok utk ombre lips"
Fauzi,ml
Nur,kemasan ny dikasih warp dan dus yg tebal. brng sampe dng aman meskipun dus penyok. hrg diskon dan expired ny masih lama
S***a,"Pengiriman kilat, packing aman. Kualitas barang bagus 👍🏼👍🏼"
Ika,Ika
T***e,cakep.
faizatul,alhamdulillah suka banget.exp masih lama.promonya mantap
Intan,warnanya bagus. texturnya lembut. Cocok buat kulit ku
T***y,agak gampang pudar
D***a,"packaging aman bgt padahal cuman beli 1 doang, warnanya brick bangettt dan agak deep, tapi cantik kalo dipake tipis"
D***y,"Baguss, texture lembut gak bikin bibir kering di bibir saya yang super duper kering, warna cantik di bibir gelap saya trus dicoat pakai lipgloss cantik banget kayak bibir sehat. thank you seller, tokped dan kurir."
h***m,Exp 030624
R***y,produk mah nais. pengiriman melebihi estimasi.. terimakasih😉
S***a,Aplikator mudah dipakai. Desainnya mewah. Nggak bikin bibir kering. Hasilnya tahan lama.
Ayu,"cpt banget sampee huhu love it, bagus bgt warna nyaa pun"
dellen,"sller fast respond, barang cepet nyampe banget dan sesuai deskripsi. warnanya bner2 sesuai ekspektasi, sukaaaa"
N***a,mantap...warna cantik banget suka...
Maulida,SUKA BGT WARNANYA ✨
M***a,warna gak pernah bikin gagal. cantiikk 😍. lumayan dapet diskon. pengiriman juga super cepat. yg mau beli warna c007 ini semoga bisa membantu
Rosita,bagus bangget d bibir.. sukaaaa
Aisyah,Aisyah
Rahmayanti,"Sukaaaaa, lembut dipakenya, warna bikin muka cerah bold Tapi ga over. The best always deh . Packaging sleek. Mana dapat bonus ya ampun! Thank youuuuu"
N***a,warnanya super cantik dan ringan ketika dipakai 😍
N***h,"pesan lip cream bonus blush on,,,makasii,,,sukaaaa😍😍"
Suci,"enak banget teksturnya ringan dan lembut, tapi bukan tipe lipcream yang awet kena makanan. warna pertama apply kaya gelap setelah di rapihkan cantik natural. thanks"
A***a,Pengiriman super cepat! Sangatpuas :)
Andi,pretty colorrrr😍😍
Rhosyta,"bagus warnanya, tp enggak tahan lama, baru jg sedetik nempel, disentuh pakai tangan transfer semua ke jari, tp yg di jari jd tekstur nya kaya powdery gitu .. beda banget sm varian make over yg sebelumnya, pigmented banget, awet banget 😥"
Nurul,"lipstiknya memang smooth banget tapi gak transferproof dan gak tahan lama, warnanya juga kurang sesuai sih menurut aku. aku lihat di gmbarnya coklat tua bagus gitu kaya yg aku mau tapi pas dipake d bibir aku beda warnanya."
H***a,"Suka bgt formulanyaaa😭❣❣❣ bibir aku kering tapi pake ini enak lembab terus ga jadi garis2 bibirnyaa. Warnanya cocok bgt buat kulitku yg light-medium warm undertone. Warnanya campuran orens coklat tapi ada pinknya, bukan yg oren bgt atau coklat bgt gituu suka🥰"
Y***a,"akan jadi salah satu warna terfavorit nih, formulanya jg bagus banget 👌👍 recomended buat ombre 👍"
Iffah,"Sukak sekali sama warnanya, seperti warna bibir asli"
Claudia,Claudia
Ivana,barang sesuai pesanan dan ditrima dengan aman. trimakasih.
D***a,Beli 2 item pas ada diskon eh ternyata dapet free item 2 juga. jadi dapet 4 item. terima kasih make over. 😊
e***a,yg selalu senang setiap beli suka dpt bonus
Ima,gak nyangka dapat bonus... tq make over...
Ei,"Asyik banget belanja di sini... Cepet, ramah & dapet gift banyak.. Recomended pokonya..."
n***a,"Alhamdulillah barangnya cepet banget sampainya. terus lengkap sesuai yang dikirim bahkan banyak banhet free nya yaampun. aku beli 6 barang, dpt free 4 barang yg bermacam2, baiknyaaaaaa. makasih kak😊😊 pasti bakal repeat order disni trsssss❤"
Alifa,bner bner bagus warnanya
s***a,pengiriman cepet bngt biarpun order jam berp besok langsng sampai.beda ama pelayanan make over yg di si orange
mega,"packaginggg yg sgtt rapi nan bagus,dan barang jg cepat smpai nyaa dalam keadaan baikk da sering pakee ini sebagus itu dibibir aku"
I***a,"kena racun tiktok saya hahahaha.. overall bagus banget, cuma boxnya penyok penyok pas nyampe ke saya nya, pengirimannya juga agak lebih lama.. tapi make over baguss bangettt, suka sama yamg warna ini.. luvv"
lia,makasi.warna nya bagus bmgt syukaa...dan dpt harga murah lg disini😁
Nita,Nita
Jose,Value for money
Dian,"bagus warnanya, cocok utk kulit sawo matang. ringan di bibir dan ga bikin kering. lumayan awet meskipun dipake makan"
Artha,selalu puas belanja disini.. cepat pengirimannya dibanding brand kosmetik yg lain.
S***i,"bagus, kalau yg bibirnya cpt kering recomen bnget pake ini lembab banget di bibir .. untuk kurir kurang ramah dan gak sabaran. baru x ini tau ada kurir yg begitu hmmmmmm"
R***u,"ALHAMDULILLAH buy 2 hydrastay smooth lip wip free blusher, gapapa walaupun exp blush nya tahun depan, terima kasih make over 🙏"
T***e,T***e
e***a,Shade lively bagus bisa bikin muka cerah. Karena ada hint Orange 🍊 nya. Packing dari Makeover sangat rapi.
Shahiya,sesuai dengan pesanan. belum dicoba. tapi cantik banget.
c***a,"Feelnya di bibir tuh, enak banget deh. Gak tacky, gak kering, nyaman. MakeOver selalu memberikan produk yang berkualitas. Like!"
Ana,Terima kasih
Gea,pengiriman cepet. cuma warnanya hrs diombre kalo di aku... agak pucat
W***i,produk bagus ringan banget di bibir 👍🏼👍🏼 dapat hadiah lagi 👍🏼👍🏼👍🏼
Neneng,suka sama warnanya tp luntur loh ini huhuuu syedih.
Saulina,"barangnya aman, tepat waktu. tekstur produknya nyaman di bibir sesuai harapan"
M***y,makasih banyak buat pengirimannya yg super cepat. warnanya cakep sih. tapi teksturnya buat aku kyk tebel di bibir krna memang kyk whip cream tp ga bikin kering. jd bagi yg ga suka whip cream ga rekomend sih. dan agak ke geser di bibir klo udah dipake. btw makasih buat free blushernya ❤ ini di foto diluar ruangan jd pake cahaya matahari. kurleb warnanya klo diluar ruangan ya kayak gini
W***a,"pengirimannya cpt, just one day smpe k garut, respon penjual cpt, ok pokonya"
Hardian,Hardian
R***a,di packing rapi dan aman walaupun cuma pesen 1 lipstik
A***f,warna lively dan soiree 👍😍🥰
Y***a,Y***a
E***i,Puas bgt! Semua memuaskan. Terima kasih yaa 🙏
I***h,Lipstik ini beneran nggak bikin kering walau bibirku sebenarnya kering banget dan ga cocok pake lip cream apapun tp pake ini oke bgt. Warna nya bagus bgt
A***s,gooooooood
Dhini,Belum dcoba ya coz paketnya baru sampe 😁 nnt klo sdh dcba baru coment...
Dita,"Barang sampai tujuan dg selamat sentosa, packing aman dan super safety banget. Alhamdulillah dapet bonusan pas di cek saya tdk merasa beli tp ada lebihan 1 item tersebut😂 Thankyouuuuuuuuuuuu seller semoga makin banyak penjualannya ❤️❤️"
P***i,"pengiriman cepet banget, pesen malem besok siang udah sampe 😄"
Vierma,"warnanya cantik, pengirimannya juga cepat.."
Diah,"cepet banget 1 hari udah nyampe..baru pesen kemarin padahal, sama seneng bangeg dapet free multifix matte blusher padahal ini ga ada promo apa apa"
Mariyah,fast delivery n very good product
Y***a,lipstiknya suka pakek banget 😃
S***i,Dapet hadiah blush on🥰
B***a,B***a
Hanif,Hydrastay smooth lip whip admire ter fav💕
Karolina,mantaaappp😀👍🏻👍🏻👍🏻
Cinthya,"pengiriman cepat sampai,expired masih lama,seller gercep,kualitas ok..👍"
Dewi,"pengiriman cepat, like it, dapat gratis ongkir lg."
S***y,teksturnya luv gak bikin kering. warnanya cuman terlalu pucat utk kulitku yang lumayan putih tp bisa dicampur dgn lipstik makeover yg lainnya. next bakal beli yg shade lain juga
Feina,Feina
S***h,Akhirnya nemu warna yg dicari cari selama ini😍 next pengen coba suave
H***i,Cocok bgt buat yg punya kulit sawo matang recomended banget cantik warnax
Conny,"ringan & lembut. warna 03 & 06 nya cocok di aku, seller quick respon, thanks"
W***i,W***i
Restya,baguss banget😍 pengiriman juga cepet😍
Nesya,sesuai pesanan bagus
P***i,"paket sudah sampai, packing sgt baik, kualitas bagus,, tks tokopedia dan make over official shop.. 👍👍👍"
Putri,Cocok buat kulit gelap. Desainnya mewah. Nggak lengket. Hasilnya matte setelah agak lama sih.. tp lbh suka ini dr superstay..Packaging rapi. Packaging aman 🙏. Proses pesanan cepat.
Dede,"pengemasan bagus aman dan baik. cuma ternyata aku kira warna nya gak aka segelap itu di bibir aku, ternyata gelap banget coklat gtu di bibir aku.. trs gak tahan lama ya cepat luntur.. tapi enak dipake gak bikin bibir kering.."
Putri,⭐⭐⭐⭐⭐
Irwan,ok
Ridho,istri saya suka 😁
S***y,"ternyata warnanya merah merona, kupikir terracotta gitu. tapi enak di bibir, lembut."
D***h,cepet banget smpe nya makasihhhhh
Herlambang,Herlambang
nabila,"pengiriman hanya 1hari, dan warnanya pun sesuai contohnya, makasih yaa"
FITRY,Good
Tanakata,"tekstur lipstiknya nyaman di bibir, warna swift medium red yg cantik bgt. pengiriman juga cepat."
N***a,"lembut banget di bibir ga kering, yang c10 vow ini bneer2 nude yang aku cari, buat base ombre cakep!!!!!"
Dianezz,Hasilnya tahan lama. Aplikator mudah dipakai. Cocok buat kulit gelap. Desainnya mewah. Hasilnya glossy. Hasilnya matte. Nggak bikin bibir kering. Penjualnya ramah banget. Proses pesanan cepat.
yosefin,baguuss
Dewi,"buat kulit sawo matang, warm tone. ini warna yg saya cari. ga menor tapi cukup pop up buat zoom (kelihatan dan ga lebay) repurchase tentu."
Dian,maaf kurang recommend... gampang banget ilang.. yang terbaik masih makeover powerstay 🙏🙏
dwi,Alhamdulillah pesanan sdh sampai.... barang bagus..... cuma kurirnya yg g ok.. barang dilempar tanpa pemberitahuan😪
Lizna,Barang bagus..packing aman..pengiriman cepat..recommended seller..puas..thank you
aisya,aisya
Primasti,Sangat pigmented dan shadenya cocok banget dikulit. Suka banget pokoknya!
y***r,"warnanya bagus bgt, cocok sama kulit wajah c11 suave"
Reza,suka bgt sama warnanyaa😍
R***i,"Maaf baru review , beli 2 item aja dusnya gede banget , bubble wrapnya juga tebel . Jadi aman . Pengiriman super cepet sih menurutku krn dr luar jakarta . Si cepat emang top deh . Dijamin ori krn langsung dr official store . Makasih MakeOver dan tokopedia"
Heri,"datangnya ceper banget,,dapat free ongkir harga promo syukurnya ngecek di tokped kmaren di mall harganya masih 105rb gak ada diskon lagi nah ini aq dapat di harga 85ribuan jelas senang dong 🤗🤗🤗🤗"
Sarah,terimakasih ☺ barang sudah diterima dengan kondisi baik dan sesuai pesanan ✨
Ucik,"Makasiiii banyaaakkk, seneng banget dapet bonus blush 😭😭😭"
D***i,Gak mate ya huhu
S***a,pengiriman cepat produk bagus
Tio,Suai
Anggi,"bagus banget warna nya sesuai keinginan, cuman menurutku tekstur makai lipstik nya masih berasa sih"
H***m,"Suka sama warnanya, pengiriman juga cepet."
V***a,"Puas bangt dngn produk ini. Lembut, gak tebel, dan bener"" recomnd buat bibir yg kering. Pengn beli warna"" lainnya juga 🥰"
W***a,W***a
Firgiza,paket sampai dg aman. packing dg buble wrap san dus. tks
d***h,"Terimakasih seller, paketnya sudah sampai. Warnanya mirip sama wardah velvet no 12 ya ternyata. Atas Mo, bawah wardah"
Reina,Cepet banget sampenya wow
Mustamsikin,"Barang sudah diterima dengan baik, seller professional"
D***i,"suka bgt sama lipstick ini, cocok bgt di bibir aku yg cenderung kering, jd beneran bikin lembab bibir... suka bgt bgt bgt deh..."
Aisyah,"pesanan sesuai, ga kecewa enak banget dipakai, pertama kali beli makeover langsung cocok deh keknya :' rasanya di bibir nyaman ga panas kayak lip cream yang lain, jadi pengen warna lainnya :' kebetulan banget pas liat ada diskon langsung gas check out takut kehabisan"
mutia,pengepakan nya sangat rapih.
M***i,"lebih cocok di tipis2 kalai buat saya, baru cocok mantap"
Aghny,bener bener hydrastay . mantap
FRISKE,Nggak lengket.
E***a,warnanyaa kerenn dan sukaaa ❤❤🥰🥰
Ruroh,terimakasih... barangnya sip
Ira,"Nyampe nya cepat sekali, packing aman, produk sudah tidak diragukan tentunya"
F***i,Nggak lengket. Nggak bikin bibir kering. Packaging aman 🙏. Proses pesanan cepat.
Kurnia,Beneran bikin lembab bibir dan warnanya jg cocok bgt.
Siti,"pengiriman kilat ...suka banget sama lipstik yah ,,🥰"
F***a,Bagus tp cepet hilang
A***i,"Paket aman, ud sll repeat order dsini👌🏾👌🏾"
S***i,Aplikator mudah dipakai. Desainnya mewah. Nggak lengket. Proses pesanan cepat. 
safitri,pengiriman sangat cepat
Fika,barang nya OK..ORI dengan harga yg murah disini.. aku udh coba..dy tetap ada matte nya dan emg cocok untuk di ombre..
Linda,mantap lahhh
f***h,"cantik banget warnanyaa 🥺 trus enak banget pula ngga kering :( ya namanya juga hydrastay sih, huhuuh cintaa"
helmi,"Cakep banget parah!!!! Awal launching beli shade 09, bagus bgt. Nagih. Sekarang beli yang c11. Sukaaa bgt. Jenis kulit warm dan bibirku gelap bgt. Tapi pake ini tetep cantik. Huhu luv"
Adisty,besssst seller produk ori gak rugiii. okeee banget
B***y,Bagus
T***a,T***a
H***a,Tahan lama banget wrnanya di bibir Cuman kadang masi agak nempel di masker warnanya So far so good
A***a,Warnanya bagus bgt ...akhirnya nemuin warna yg cocok dan ga bikin kering
A***a,tidak transfer proof
Ciantie,suka banget pokoknya.. mau koleksi warna lain
Adi,"Packaging aman, semua aman. Mantap deh"
A***i,"pengirimannya cepet bgt, cuma lipstiknya cepet bgt ilang di bibir"
Mulyanah,Mulyanah
D***y,"Terimakasih, puas banget belanja disini"
Y***a,sukaaaa banget! terimakasih
Herlinda,"Pengirimannya cpet, barang tidak rusak sesuai dengan orderan, dan pastinya barangnya bagus bgt. Pelayanan juga bagus bgt dehh. Terima kasih :)"
M***s,"suka banget sama warnanya.pengiriman cepat,paket sampai dengan selamat,packaging pake dus plus bubble wrap super tebel,free ongkir sampai bali,beli tgl 5,tgl 8 pagi sudah sampai di tangan,dapat harga flash sale pula.pokoknya puas belanja disini"
Elka,"dikit aja pemakaian udh cukup, dan tidak crack"
Y***a,puass bangett cepett sampenyaa
A***a,Bagus bgt buat base ombreeeee🥺 karena emg base nya hydrastay jadi dia ga transferproof huft (pake shade vow)
Dyah,bagus
Siti,Siti
Sara,"ternyata lipstiknya di aku keterangann, gak sesuai bayangan aku, tp gpp si warnanya bagus.."
S***a,"Pengiriman cepat, packing juga aman, barang tidak ada kerusakan,warna lipsticknya juga cakep banget"
Siti,"pengiriman cepat, barang sesuai pesanan"
D***a,"pengirimannya cepat, pengemasannya juga aman banget! suka banget sama warnanya, dan beneran nggak bikin bibir kering. kalau dipakai ber layer, juga nggak crack, bagus banget!"
R***o,"Excellent service,fast respon,safety packing,fast delivery"
Marina,enak banget dipake nya
n***a,yeay produk ori! dapet diskon pula trs dtgnya cpt bgt 👍
h***s,barang bagus
Nisa,baguuuss warnany nyatu dibibir cuma g matte ja tnyt
Fendy,thanks gan...
Tika,"Warna nya sukaaa, tapi ga transferproof 🥺"
M***a,M***a
atmojo,warna bagus pengiriman juga cepat
Ines,Ines
A***D,cocok buat bibir kering. meski ga pk lip balm tetep kerasa lembabnya.
N***a,Pengemasan dan pengiriman cepet banget. Barangnya juga bagusss
M***y,M***y
Muslikhah,Warna C10 lebih ke coklat ya bund
yasyfa,"sesuai claim nya ini sangat bagus untuk bibir yang keriing banget. warnanya juga bagus :"") tapi aku boleh ga ya kasih masukan? aku berharap akan ada hydrastay lainnya dengan formula baru yang dikhususkan untuk bibir kering dengan hasil kalo diliat ky glossy tapi terasanya matte dan tetep lembab. dan aku berharap itu minimal tansferproof. kalo make over bener bener mendengar ini dan wujudkan hayalan aku wah seneng banget aku hehe. terima kasih💜"
r***a,"pesan siang, sore langsung kirim.. harga juga murah banget, udah free ongkir juga.. masalah kualitas jangan ditanya lagi, pastinya bagus bangett🥰🥰❤"
Anin,Anin
K***g,K***g
R***i,Seperti biasa barang cepat sampai kemarin order besokny udh nyampe lg. Produkny selalu oke👌🏻
r***e,"bagus banget warnanya lip hydra 05 n 08, next nyobain warna lain😍😍😍"
I***a,warna nya bagus bgt... mantap.. pengiriman juga cepat .....
Joane,Damnnn admire 09 emg cocok klo best seller siiii yaampunnn nudenya cyntakkk
Jeilani,"packing rapi, brg sesuai deskripsi 👍👍👍 puas . makasih byk y 😊🙏"
Santi,👍
Fakhri,suka bgt warnanya cocok bgt
d***a,sesuai dengan yg dipesan.cuman masih kering dibibir aku.padahal bagus bgt warnanya
Fina,"Warnanya cantik, cocok di saya"
L***a,"lumayan tp transfer banget ya, jd setiap makan atau minum dah pasti kehapus"
Alfika,Alfika
K***e,Seperti biasa sangat bagus...
N***i,Beli lipen sebijik tapi packagingnya pake bubble wrap + kardus... aman bgt...
n***r,"paket dah datang sesuai pesanan,pengiriman cepat 🙏"
Siti,"warnanya pigmented, aplikatornya bagus gampang dipake ke bibirnya"
y***a,"paling suka sama packaging make over, ini shade no 09 admire"
M***d,ok puuuool
fitri,suka
K***y,"pengirimannya cepet bangetttttt cuma sehari. Warnanya juga bagus buat base ombre, tahan lama juga. luv pokoknyaaaaa"
Dewi,"Warnanya cantik banget, syuuka 🥰🥰"
fendy,oke sip...🙏
G***a,"Warna dan teksturnya okeee, ketahanannya kurang baik tapi meninggalkan warna natural di bibir."
A***i,"so smooth, selalu puas pakai make over"
irwan,"respon, barang & pengiriman ok. buanget."
N***I,"kerennn banget, original. pengiriman cepet, warna nya canciiikk bgt"
Andayu,Mantap 👍🏻
vinge,"lembut banget lipcream nya, pas diaplikasiin di bibir super creamy dan lama lama gak kaya pakai lipcream bagus warnanya ❤️💯"
R***i,R***i
LaiLa,memuaskan ... Alhamdulillah 😊🤗
A***s,"packing aman, cepet sampai. produknya bagus banget, lembut di bibir gak bikin kering."
Siti,"cocok warnanya, ringan dipakai, cepet lagi prosesnya, thank u🙏😊"
Chintia,"Shade ini ternyata ga lebih gelap dari shade brick-nya merek sebelah hehe, tapi lembuuut banget walaupun diusap jari aja langsung luntur hehe"
Metha,"bagus yg ni 09 ini, kelihatan cerah di wajah.. ringan di bibir. tp memang hrs di touch up klo hbs makan."
T***a,"akhirnyaa nyoba juga yg ini, warnanya lebih ke peach nude menurutku, bagus buat base ombre, oke sih packagingnya pake bubble wrap padahal cuma beli 1, thank u make over."
