Nama Akun,Ulasan
s***i,"bagus warnanya sesuai ekspektasi, terima kasih"
Salsabillah,"Baguss, pengiriman cepat walau sempat delay👍👍"
Rilianda,"warnanya cakep banget, finish matte tapi powdery, sayang kemarin nyampenya lewat dari lebaran"
Kiki,Cepet banget sampe nya padahal lagi liburan kaya gini keren lah make over Official lipstik nya bagus lembut di bibir warnanya coklat bata kl di ak bagus
I***a,"Mantap pokonya,, admin ramah, pengiriman juga cepet, salut meskipun cuaca abis hujan.. sipp pokonya.. sukses selalu yaa semuanya.. 👍🏻👍🏻👍🏻😊😊"
Cici,"Pengemasan kurang, dos penyok semua"
O***a,Barang diterima dalam kondisi baik. Dikasi bonus pouch & color stick matte crayon. Thank you Make Over :)
I***i,PengirimN gak secepat biasa tapi gapapa. Dikasih bonus lagi terimakasih
Resti,warna nya bagus..... packing nya juga rapih....tnk Tokopedia
N***a,"suka banget,, enak dipakai, tahan lama, ringan dan ga bikin bibir kering 💋"
I***n,Packing super rapi dan aman. Pengiriman agak lebih lama tetapi masih bisa ditolerir. Terima kasih
N***a,lipstick nya bagus banget tesktur nya beneran kaya whip gt lembut terus jg aku milih yg shade vow dan bagus bgt warna nya beneran nude
d***n,niceee
HIKMAH,sedikit ngemblok sih dipake... tebel
Sri,Sri
R***o,"Pengiriman cepat. Aman terkendali barangnya sampai rumah, bahannya bagus banget, sukak, ga ada lecet pokoknya keren. Suka banget, penjualnnya ramah next order lagi disini"
teny,recomended seller...
l***y,Warna nya sesuai pesanan trs kualitas nya jg bagus 👍👍😍
A***u,"suka sama produknya soalnya bagusssssssss. packagingnya super amannn, adminnya fastresponnnn!! tapi ekspedisinya lama bgt, harusnya nyampe tgl 10 malah sampai tgl 12"
Dyela,Pengirman cepat pengemasan cepat dan sangat rapi aman juga. Produk original
Nana,"Teksturnya lembut dan gak bikin kering. Nyaman, gak perlu pakai banyak sudah bisa menutupi area bibir. Pigmented. Sayang diprosesnya agak lama. Semoga bisa dipercepat pengemasannya."
Anisah,Hasilnya tahan lama.
r***a,Aplikator mudah dipakai. Desainnya lucu. Hasilnya matte. Nggak lengket.
Dela,Hasilnya tahan lama. Cocok buat kulit gelap. Aplikator mudah dipakai. Hasilnya matte.
Nia,"Nggak bikin bibir kering,, Packaging aman 🙏,,warnanya bagus,,"
fitrina,Packaging aman 🙏.
l***h,Aplikator mudah dipakai. Desainnya mewah.  beli dua produk dikasih bonus satu AAAA makasih ka
Ade,bagus produknya. enak si bibir. warna juga sesuai harapan. pengirimannya aja yg ga terlalu cepat. tapi msh oke kok
F***i,Desainnya mewah. Hasilnya matte. Nggak lengket. Nggak cepat pudar. Nggak bikin bibir kering. Packaging aman 🙏.
neng,bagus bgt
Elisa,Gampang pudar
Kinasih,Aplikator mudah dipakai. Desainnya lucu. Hasilnya matte. Cocok buat kulit gelap. Nggak bikin bibir kering. Packaging aman 🙏.
a***a,"Warna nude nya bagus banget. Teksturnya creamy, dan cukup melembabkan. Untuk ketahanannya blm tau.Cocok untuk bibir gelap. Desain nya lucu. Warnanya hampir mirip sama color stick matte crayon yang Skye. Atas C10, bawah Skye."
tiena,puas
K***a,Hasilnya tahan lama. Cocok buat kulit gelap. Aplikator mudah dipakai. Desainnya mewah. Nggak lengket. Nggak cepat pudar. Penjualnya ramah banget. Hasilnya matte. Nggak bikin bibir kering. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.
Muti,Aplikator mudah dipakai. Desainnya mewah. Hasilnya matte. Nggak cepat pudar.
mirwan,bagus warnanya.. sayang cepet ilangnya kalo buat makan . Cocok buat kulit gelap. Desainnya mewah. Gampang pudar. Packaging rapi. Packaging aman 🙏.
Deffy,Hasilnya tahan lama. Aplikator mudah dipakai. Desainnya lucu.
A***a,Packaging aman 🙏. Packaging rapi.
Rosidah,Aplikator mudah dipakai. Desainnya mewah. Hasilnya glossy. Nggak lengket.
Intan,Desainnya mewah Hasilnya matte Nggak lengket Packaging rapi Packaging aman 🙏 Hasilnya glossy Aplikator mudah dipakai
R***u,Nggak bikin bibir kering Packaging aman 🙏 Packaging rapi Nggak cepat pudar Nggak lengket
Ajeng,"Tahan lama, warnanya bagus di kulit saya yg sawo matang. Nggak bikin bibir kering juga. Suka sama produk ini ❤"
PT,ok bgt
edi,Hasilnya tahan lama. Cocok buat kulit gelap. Hasilnya matte. Aplikator mudah dipakai. Hasilnya glossy. Desainnya lucu. Gampang pudar. Desainnya mewah. Penjualnya ramah banget. Nggak cepat pudar. Proses pesanan cepat. Nggak lengket. Respon penjualnya top. Packaging aman 🙏. Nggak bikin bibir kering. Packaging rapi.
Eka,Hasilnya tahan lama. Aplikator mudah dipakai. Desainnya mewah. Nggak bikin bibir kering. Packaging rapi. Proses pesanan cepat.
mila,Cocok buat kulit gelap.
Alfiend,Hasilnya tahan lama. Cocok buat kulit gelap. Aplikator mudah dipakai. Desainnya mewah. Gampang pudar. Nggak bikin bibir kering. Hasilnya matte. Desainnya lucu. Packaging aman 🙏. Respon penjualnya top. Proses pesanan cepat. Nggak cepat pudar. Nggak lengket. Hasilnya glossy. Penjualnya ramah banget. Packaging rapi.
F***i,Hasilnya tahan lama. Aplikator mudah dipakai. Cocok buat kulit gelap. Desainnya mewah. Nggak lengket. Hasilnya matte. Nggak cepat pudar. Nggak bikin bibir kering. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.
R***a,"Bagus banget gk gumpal kayak lip cream biasanya, bagus buat bibir kering worth to buy sih"
A***e,Hasilnya tahan lama
D***a,"nyaman di bibir, warnanya cantik"
Ivo,Nggak bikin bibir kering. Packaging aman 🙏.
Q***L,Packaging aman 🙏. Packaging rapi.
Neysha,Nggak bikin bibir kering Penjualnya ramah banget Desainnya mewah
Dwi,"Thankyou make over barang sudah diterima dg baik, packing aman bgt padahal cuma beli sebiji doang.."
I***h,"Hydrating, great product. Thank you make over 👍🏼👍🏼"
Selvina,Packaging aman Packaging rapi lamaaaa sampainya
T***i,"C10 ini agak pucat kalau dipakai di kulit terang. Dicoba mix dengan coco intense matte yg terlalu gelap di saya, hasilnya jadi coklat muda dan tekstur coco-nya jadi lebih matte 👍"
faris,"Mantap , thank you kak , pesanan sampai dgn selamat"
V***a,"This is amazing. Ini contoh produk yg namaya emang menggambarkan produknya. Hydrastay = gak bikin kering dipake seharian dan tetep stay meskipun tetep transfer. Smooth = pas diaplikasikan ke bibir, lembut banget. Whip = teksturnya kental kayak whip cream (?), tapi gak berasa berat atau menggumpal. Warnanya yg C10 Vow ini beneran nude yg warna nya sama kayak warna kulit aku hehehe... Bagus banget dipake sendiri atau jadi base ombre. Aplikator mudah dipakai. Nggak lengket. Nggak bikin bibir kering."
elfi,Hasilnya tahan lama. Desainnya mewah. Aplikator mudah dipakai. Hasilnya matte. Cocok buat kulit gelap.
S***i,cantik bgt warnanya 😍 buat blush on juga cakep bgt.. dpt harga diskon lagi 😍
Franciska,"Packing aman, barang ok"
I***a,cantik banget warnyanya. suka❤
Dinul,mantap
R***a,Packaging rapi. Packaging aman 🙏. Proses pesanan cepat. Nggak bikin bibir kering.
Nia,Hasilnya tahan lama. Desainnya mewah. Hasilnya matte. Nggak cepat pudar. Hasilnya glossy. Nggak bikin bibir kering. Nggak lengket. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top. Aplikator mudah dipakai.
i***h,Nggak lengket. Gampang pudar krn emang bukan transferproof Packaging aman . Packaging rapi.
Leli,lipstik nya nyaman...ringan dipakai.. packaging nya rapi sekali... terima kasih
Juniarti,Hasilnya tahan lama. Cocok buat kulit gelap. Aplikator mudah dipakai. Desainnya mewah. Desainnya lucu. Nggak lengket. Nggak cepat pudar. Hasilnya glossyProses pesanan cepat. Packaging rapi. Respon penjualnya top.  udah gitu ditambah bonus 3 pcs lagi. mantap. sukses selalu make over
Fathin,Proses pesanan cepat. Respon penjualnya top. Packaging aman 🙏. Hasilnya matte. Nggak lengket.
AMIRA,Sukaaaa! Cocok dipakai kalo wfh karena cukup transfer ke masker. Tp dia ninggalin stain yg i like!
Xiomi,.
F***i,Hasilnya tahan lama. Aplikator mudah dipakai. Hasilnya matte. Desainnya mewah. Nggak lengket. Desainnya lucu. Nggak cepat pudar. Nggak bikin bibir kering. Proses pesanan cepat. Packaging aman 🙏.
Indanaaz,Cocok buat kulit gelap. Aplikator mudah dipakai. Desainnya mewah. Nggak lengket. Nggak bikin bibir kering. Packaging aman 🙏.
Nurulbeby,Hasilnya tahan lama. Desainnya mewah.Hasilnya glossy.
F***i,Hasilnya tahan lama. Aplikator mudah dipakai. Desainnya mewah. Hasilnya matte. Nggak lengket. Nggak cepat pudar. Nggak bikin bibir kering. Proses pesanan cepat. Packaging rapi. Packaging aman 🙏.  disarankan buat kulit medium to light.. tqpi kayaknya yg medium to dark juga cocok.. tapi kulit medium to dark mendingan pake no 9.. lebiih cetar.. warna nya hampir sama.. tapi no 7 lebih light warnanyaa..
W***n,Aplikator mudah dipakai. Packaging aman 🙏. Nggak bikin bibir kering.
F***y,Proses pesanan cepat. Packaging aman 🙏. Aplikator mudah dipakai. Desainnya mewah.
S***h,bagusss banget gak kering gak gumpal gak bikin garis garis😍
Ningsih,Aplikator mudah dipakai. Hasilnya matte.
JUJU,Hasilnya tahan lama. Desainnya mewah. Hasilnya matte.
Diana,Aplikator mudah dipakai. Desainnya mewah. Desainnya lucu.
L***o,overall baguuuss. ga bikin bibit sakit.. kering dll Ringan bangeet. Cocok buat kulit gelap. Desainnya mewah. Hasilnya matte. Nggak lengket. Nggak bikin bibir kering. Packaging rapi. Packaging aman 🙏. Aplikator mudah dipakai.
S***i,Proses pesanan cepat. Packaging aman 🙏.
A***y,Aplikator mudah dipakai. Desainnya mewah. Desainnya lucu. Proses pesanan cepat. Packaging rapi. Packaging aman 🙏.
N***a,Packaging aman 🙏. Proses pesanan cepat. Respon penjualnya top.
M***y,Desainnya mewah Hasilnya matte Nggak lengket Proses pesanan cepat
Dwi,Proses pesanan cepat. Packaging aman 🙏.
Dewi,Hasilnya tahan lama.
E***r,Bagus
R***t,Hasilnya tahan lama. Aplikator mudah dipakai. Desainnya mewah. Desainnya lucu. Hasilnya glossy. Nggak cepat pudar. Proses pesanan cepat. Penjualnya ramah banget. Packaging aman 🙏.
R***a,Nggak bikin bibir kering. Packaging aman.Nggak lengket. Cocok buat kulit gelap.
N***a,Aplikator mudah dipakai. Desainnya mewah. Nggak bikin bibir kering. Packaging aman 🙏. Packaging rapi. Nggak lengket. Hasilnya matte.
Widya,Proses pesanan cepat. Nggak bikin bibir kering. Gampang pudar. tapi gpp sih yg penting nyaman.
Apasih,original
Asdel,Terimakasih bonus perfect cover two way cake nya. Hasilnya matte. Nggak bikin bibir kering. Packaging aman 🙏. Aplikator mudah dipakai.
E***a,Desainnya mewah. Nggak lengket. Nggak bikin bibir kering. Proses pesanan cepat. Packaging rapi. Packaging aman 🙏.
E***a,Hasilnya tahan lama. Cocok buat kulit gelap. Desainnya mewah. Aplikator mudah dipakai. Nggak cepat pudar. Nggak bikin bibir kering. Packaging aman 🙏. Packaging rapi. Desainnya lucu. Hasilnya matte.
A***h,Aplikator mudah dipakai. Hasilnya matte. Nggak lengket. Nggak bikin bibir kering. Packaging rapi. Packaging aman 🙏.
C***a,Cocok buat kulit gelap Hasilnya matte Packaging aman 🙏
A***a,Ku pikir ini matte😅 tp bagus bgt warna nya untuk base ombre
Kristi,Perfect base for ombre. Tp emang butuh waktu bgt untuk ngeset di bibir
H***R,Hasilnya tahan lama. Aplikator mudah dipakai. Hasilnya matte. Nggak cepat pudar. Proses pesanan cepat. Packaging rapi. Packaging aman 🙏.
Mumtaz,"bagus banget packingnya, meskipun cuma beli lipstik sebiji, tp ga kaleng"" safetynyaaa mana warnanys baguss"
Melati,TEKSTURNYA JUARAAA. ENAK BGT GA BIKIN KERING TP GA LENGKET♥️♥️♥️ TERUS WARNANYA BAGUS KEK NUDE COKLAT-ORANGE WHICH MY FAVV. THANK YOUU.
anggrian,Aplikator mudah dipakai. Hasilnya matte. Nggak lengket.
G***i,"Mantap, pengiriman cepat. Produk sesuai"
Y***h,Aplikator mudah dipakai. Hasilnya matte. Desainnya mewah.
F***i,Aplikator mudah dipakai. Desainnya mewah. Hasilnya tahan lama. Cocok buat kulit gelap. Desainnya lucu. Hasilnya matte. Nggak lengket.Nggak bikin bibir kering. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi.
M***d,Ok
M***a,Hasilnya tahan lama Aplikator mudah dipakai Nggak bikin bibir kering Desainnya lucu Proses pesanan cepat Packaging aman 🙏 Nggak lengket Hasilnya matte
salim,"barang sudah mndarat aman,pengiriman cepat,pesan kemarin hari ini sampai.."
Rizqa,"di aku warna agak terlalu cerah, harusnya pilih yg agak soft, tp kalo di pake tipis trus diratain tangan bagus warnanya. pigmentasinya keren sih, cuma dikit udah cetar ✌"
Rotul,Proses pesanan cepat. Packaging aman 🙏.
jimmyalfatih,"sebenernya kurang puas dengan lipstiknya,tapi karena seller sangat ramah dan baik aku kasih bintang 5"
Anestasia,pengiriman super cepat.. kurang dari 24jam..masyaAllah
Nimas,Hasilnya tahan lama. Nggak bikin bibir kering. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Nggak cepat pudar. Cocok buat kulit gelap.
Ayum,Makasih free 1 produk nya 😍
Maya,Proses pesanan cepat Packaging aman 🙏
G***a,Aplikator mudah dipakai. Hasilnya matte. Nggak lengket. Nggak bikin bibir kering.
Ni,Aplikator mudah dipakai. Desainnya mewah. Nggak lengket. Nggak bikin bibir kering. Proses pesanan dan pemgiriman sangat cepat. Packaging aman dan rapi🙏.
Decrin,Nggak bikin bibir kering. Proses pesanan cepat.
Ami,"cantik warna nya, formula nya bagus banget ringan nyaman di bibir"
D***i,Hasilnya tahan lamaNggak bikin bibir kering
H***u,Nggak bikin bibir kering Packaging aman 🙏 Aplikator mudah dipakai
Lusiana,Desainnya lucu. Hasilnya glossy. Gampang pudar. Nggak bikin bibir kering. Proses pesanan cepat.
D***a,Cocok buat kulit gelap. Aplikator mudah dipakai dan sekali ngoles ga kebanyakan lebay gt. Hasilnya tahan lama
erna,Hasilnya matte. Nggak lengket. Proses pesanan cepat. Packaging aman 🙏.
devi,Packaging aman 🙏. Packaging rapi.
Dwi,"barang bagus, packaging aman."
Vivyanti,"Suka banget sama warnanya!! On point deh!! Ini matte lipstick pertama kuu! And ternyata walau matte, dia ga kering dong! Sayangnya bibirku kayaknya ga cocok 😭 kyk alergi gituuu.. so cuma 4 bintang dulu yaaa"
H***h,Hasilnya tahan lama. Cocok buat kulit gelap. Desainnya mewah. Aplikator mudah dipakai. Hasilnya matte. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi.
R***a,"Produk asliii, warna sesuai yg diinginkan, cocok deh..makasih ya"
Novy,sampainy cepat sekali ga buat bibir kering love it
Nabila,Hasilnya tahan lama. Cocok buat kulit gelap. Nggak lengket. Aplikator mudah dipakai. Nggak bikin bibir kering. Packaging aman 🙏.
L***a,"Oke bagus, creamy, berasa kalau lagi pake lipstik."
Derrian,"pertama kali nyobain ini, dan sukaaa bangeet. warnanya pas d kulit aku yg gak gelap, gk gitu terang, meski tanpa make-up. dand bibir gk berat, gk kering. mo beli warna lain jugaa...."
stephanie,"suka bgt ternyata dpt gratisan 1 dgn wrna yg sama , yeay Aplikator mudah dipakai. Hasilnya glossy. Nggak lengket. Proses pesanan cepat. Packaging rapi. Respon penjualnya top. Nggak bikin bibir kering. Packaging aman 🙏."
Maliyana,Hasilnya tahan lama. Cocok buat kulit gelap. Nggak cepat pudar. Nggak lengket. Packaging aman 🙏. Packaging rapi.
Elin,Desainnya mewah Packaging aman 🙏 Cocok buat kulit gelap
r***a,ringan bangettt yaaaaDesainnya mewah.
Hasti,Hasilnya tahan lama. Aplikator mudah dipakai. Aplikator mudah dipakai. Desainnya mewah. Nggak lengket. Desainnya lucu. Hasilnya glossy. Cocok buat kulit gelap. Hasilnya matte. Nggak bikin bibir kering. Gampang pudar. Proses pesanan cepat. Nggak cepat pudar. Penjualnya ramah banget. Packaging aman 🙏. Respon penjualnya top. Packaging rapi.
Sri,kemasan bagus wrap teballl..ok..smg cucokk
Rizky,pengiriman cepat ..dan dapat bonus blus on
endah,Desainnya lucu. Nggak bikin bibir kering. Gampang pudar.
Lia,Hasilnya tahan lama. Aplikator mudah dipakai. Desainnya mewah. Hasilnya matte. Nggak cepat pudar. Nggak bikin bibir kering.
Nita,Hasilnya tahan lama Aplikator mudah dipakai
A***g,Hasilnya tahan lama. Desainnya mewah.
Nida,Nggak bikin bibir kering.
W***a,Aplikator mudah dipakai. Desainnya mewah. Nggak bikin bibir kering. Hasilnya matte.
W***a,Nggak bikin bibir kering
M***a,ternyata nggak transferproof. Nempel di masker. Tapi hydrating banget dan coverage bagus 💕
F***a,Gampang pudar. Nggak bikin bibir kering. Aplikator mudah dipakai.
Ariel,Hasilnya tahan lama. Aplikator mudah dipakai. Desainnya mewah. Nggak cepat pudar. Nggak bikin bibir kering.
Ayuk,Hasilnya tahan lama. Cocok buat kulit gelap. Hasilnya matte. Aplikator mudah dipakai. Nggak bikin bibir kering. Nggak lengket. Nggak cepat pudar.
Syelin,Aplikator mudah dipakai. Hasilnya matte. Nggak lengket.
R***A,kurang nyaman dibibir teksturnya agak tebal.. lebih suka lipquid makeover yang biasanya..
A***a,Hasilnya tahan lama. Cocok buat kulit gelap. Desainnya lucu. Hasilnya matte. Aplikator mudah dipakai. Nggak bikin bibir kering. Nggak lengket. Nggak cepat pudar.
h***i,Aplikator mudah dipakai. Desainnya mewah. Nggak bikin bibir kering. Cocok buat kulit gelap.
Delia,warna cantik.. nude.. bisa juga untuk base ombre.. pengiriman cepat bgt.. makasi yq
S***A,Nggak bikin bibir kering. Nggak lengket. Aplikator mudah dipakai. Cocok buat kulit gelap.
Dwi,Aplikator mudah dipakai Nggak bikin bibir kering
Heri,"ok bgt, sekali pakai cepat merata, ringan di bibir.. thx make over, tokopedia dan kurir"
t***a,jujur aku biasanya gapernah bisa pake lip cream karena bibirku kering bgt & jadi crack gitu bibirnya. Tapi pake ini yang velvet matte gitu gakeliatan sama sekali cracknya & gabikin kering sama sekali. amazed banget😍
K***g,Nggak lengket Nggak bikin bibir kering
santi,Aplikator mudah dipakai. Nggak bikin bibir kering.
Salma,pengiriman kilat abizzzzzzzz sampeeee dengan aman. warna nya sesuai ekspetasi dahlah make over ga pernah bikin aku kecewa
Yuliani,"waterproof, lembut dibibir, wanginya jg enak"
Noviana,"lipstiknya bagus, tp aq salah milih warna 😭😭, warnax terlalu gonjreng, bkn salah produkx over all konsistensi lipstikx bgs bangett, keren 👍👍"
Nova,Hasilnya tahan lama. Cocok buat kulit gelap. Aplikator mudah dipakai. Hasilnya glossy.
Yandi,suka banget ..
S***a,Cocok buat kulit gelap. Aplikator mudah dipakai. Nggak bikin bibir kering. Desainnya mewah.
A***i,istri saya sih bilang produknya bagus sekali
T***e,Hasilnya tahan lama. Desainnya mewah. Cocok buat kulit gelap. Aplikator mudah dipakai. Desainnya lucu. Nggak lengket. Hasilnya matte. Nggak cepat pudar. Hasilnya glossy. Nggak bikin bibir kering. Gampang pudar.
A***a,Aplikator mudah dipakai. Desainnya lucu. Gampang pudar.  transfer banget :( so sad
f***a,Hasilnya tahan lama. Desainnya mewah. Cocok buat kulit gelap. Hasilnya glossy. Nggak lengket. Nggak bikin bibir kering. Aplikator mudah dipakai. Nggak cepat pudar. Desainnya lucu. Hasilnya matte. Gampang pudar.
L***a,"warnanya cantik bgt. gak kering di bibir, rasanya ringan. walaupun udah transfer banyak, tapi warnanya masih stay di bibir Nggak bikin bibir kering. Cocok buat kulit gelap.  Aku beli 3 lipstik dapat gratis matte powder foundation sama demi-matte cover cushion (refill)"
Nur,"Hasilnya tahan lama. warnanya juga bagus, dan gak bikin kering"
Ayu,"Pengiriman super cepat. Barangnya sesuai pesanan. Warna pigmented, hasil akhirnya velvet. Baguss banget pokoknya. Nyesel beli satu 🥰😭"
F***a,Nggak bikin bibir kering. Aplikator mudah dipakai. Nggak lengket. bagus banget
Nurul,Nggak lengket Hasilnya glossy
Arfiyanto,Aplikator mudah dipakai. Hasilnya matte. Nggak cepat pudar.
D***y,mantap dpt hadiah juga ....mantap pokonya reselr nya😘😘
Rhien,Hasilnya tahan lama. Desainnya mewah. Aplikator mudah dipakai. Nggak cepat pudar.
E***a,Hasilnya tahan lama. Desainnya mewah. Cocok buat kulit gelap. Aplikator mudah dipakai. Desainnya lucu
Sulami,warna nya nga bagus .makanya diskon y ..
Linda,"Luar biasa pengiriman cepat sekali, pesan kemarin rabu dan kamisnya sudah sampe ke semarang, pertahankan kecepatannya ya, produknya sesuai serta Expired masih 2024, bubblewrap banyak, kardusnya juga bagus hehehee, kerenn Aplikator mudah dipakai Desainnya mewah Nggak bikin bibir kering"
Masda,top cepat sampai dan produk real pict
Aldila,Aplikator mudah dipakai. Desainnya mewah. Desainnya lucu. Hasilnya matte. Gampang pudar.
delfiora,Aplikator mudah dipakai Cocok buat kulit gelap
Y***a,"warnanya cantik tp sayang banget ga transferproof. jd nempel2 di gelas, masker, dll . Gampang pudar."
N***l,awalnya warnanya pucat tapi makin lama warnanya keluar dan cakepppp.Aplikator mudah dipakai. Desainnya mewah. Desainnya lucu.
n***a,Hasilnya tahan lama. Desainnya mewah. Cocok buat kulit gelap. Hasilnya glossy. Aplikator mudah dipakai. Nggak lengket. Nggak cepat pudar. Desainnya lucu.
Nadya,Hasilnya tahan lama. Aplikator mudah dipakai. Desainnya mewah.
tita,Aplikator mudah dipakai. Cocok buat kulit gelap. Nggak bikin bibir kering. Nggak cepat pudar.
A***g,gak mate. sejam langsung hilang. over all warnanya bagus di bibirku
F***y,Nggak cepat pudar. Nggak lengket. Desainnya mewah.
Hera,"Coba2 beli dan allhamdulilah cocok di bibirku enakeeun pisan, mksih make over 🥰"
p***a,Hasilnya tahan lama Cocok buat kulit gelap Aplikator mudah dipakai Desainnya mewah Hasilnya matte Nggak bikin bibir kering
R***a,Hasilnya tahan lama. Aplikator mudah dipakai. Desainnya mewah. Hasilnya matte. Nggak lengket. Nggak cepat pudar. Cocok buat kulit gelap. Desainnya lucu. Nggak bikin bibir kering.
Vidiana,"produk bagus, kemasan bagus, pengiriman cepatDesainnya mewah."
Arifa,cepet banget sampai nyaaa kereen kualitas no kaleng-kaleng as usual yang penting shadenya cocok
F***e,Cocok buat kulit gelap. Desainnya mewah. Desainnya lucu. Nggak bikin bibir kering.
adeayu,Hasilnya tahan lama Cocok buat kulit gelap Nggak cepat pudar
N***a,Hasilnya tahan lama. Cocok buat kulit gelap. Aplikator mudah dipakai. Desainnya mewah. Desainnya lucu. Hasilnya matte. Hasilnya glossy. Nggak lengket. Nggak cepat pudar. Nggak bikin bibir kering.
Manisha,Cocok buat kulit gelap Aplikator mudah dipakai Gampang pudar Nggak bikin bibir kering Desainnya mewah
D***a,Nggak bikin bibir kering Aplikator mudah dipakai
w***a,Hasilnya tahan lama. Hasilnya matte. Nggak cepat pudar. Nggak bikin bibir kering.
Erni,syukaaaa
A***a,Hasilnya tahan lama. Desainnya mewah. Aplikator mudah dipakai. Hasilnya matte. Gampang pudar. Nggak bikin bibir kering.
Fetty,Warnanya agak mirip dg 05-Champagne Rose dan cocok dg warna kulit saya.
Stephanie,Hasilnya tahan lama. Aplikator mudah dipakai. Desainnya lucu. Hasilnya matte. Nggak lengket. Nggak cepat pudar. Nggak cepat pudar. Gampang pudar. Nggak bikin bibir kering. Cocok buat kulit gelap. Desainnya mewah.
Y***y,Hasilnya tahan lama. Cocok buat kulit gelap. Desainnya mewah. Aplikator mudah dipakai. Desainnya lucu. Hasilnya matte. Nggak lengket. Nggak bikin bibir kering.
Mila,"Pengiriman cepat sekali, packing aman, Desainnya elegant, dan terimakasih.."
F***h,Hasilnya tahan lama Aplikator mudah dipakai Nggak cepat pudar Hasilnya glossy Cocok buat kulit gelap
Taufik,Semoga awet dan hasilnya bagus
Rere,pengiriman nya cepet bgt Hasilnya tahan lama. Cocok Desainnya mewah.
Ivy,"selain selalu sampai cepat Dan terbungkus dengan baik, barang sesuai spesifikasi plus dikasih bonus blush on plus cliquematte! senangnya. nantikan repeat order"
s***i,Aplikator mudah dipakai. Desainnya lucu. Cocok buat kulit gelap. Nggak bikin bibir kering.
S***i,Warnanya bagus Cocok buat kulit gelap Hasilnya matte
Mutia,Hasilnya matte.
Khoirunnisa,cocok kalo buat ombre warnanya... lebih ke coklat
Madinatul,Hasilnya tahan lama. Desainnya mewah. Nggak cepat pudar. Nggak bikin bibir kering. Nggak lengket. Hasilnya matte.
Luthfanisa,"thx bonusan nyaaa cakep deh walopun exp 5bulan lagii, but big thanks♥️✨"
Herniwati,"Packing baik dan aman, Desainnya mewah, Nggak bikin bibir kering, cocok buat ombre, nice"
nada,"Barang sampai selamat, udah coba warnanya juga oke ☺ makasih juga sama bonus nya, gak nyangka bangett 😭"
Mazaya,"cakep banget warnanyaaaa, nyaman juga di bibir gak bikin kering. yang masih ragu buruan deh check out."
Sri,Suka banget 😍
D***y,"Terimankasih banyak bonusnya, suka sama formula lipmatte yg ga bikin kering bibir dan warnanya bagusss banget"
L***h,"emang ga pernah kecewa sama makeover 👏 pengiriman, safety, semuanyaa bagus bgt! thankyouuu"
Bernadeta,"Suka banget. Suka. Banget. Warnanya suka, rasanya di bibir suka."
I***n,Packing aman banget.. Dapet bonus juga 😍 makasih Make Over
d***e,d***e
Regiva,Hasilnya tahan lama. Aplikator mudah dipakai. Desainnya mewah. Hasilnya matte. Nggak lengket. Nggak cepat pudar.
A***a,Hasilnya tahan lama. Aplikator mudah dipakai. Nggak cepat pudar.
L***a,"warna nya cantik,pas sm yg kucari."
yuni,Hasilnya glossy.
Afifa,Nggak bikin bibir kering.
Monika,"Warnanya keluar banget, cukup tahan lama, ga bikin kering."
R***y,Cocok buat kulit gelap. Aplikator mudah dipakai. Desainnya mewah. Desainnya lucu. Nggak bikin bibir kering. Nggak lengket.
S***i,Aplikator mudah dipakai. Nggak bikin bibir kering.
N***i,Cocok buat kulit gelap. Desainnya mewah. Hasilnya matte. Nggak lengket. Nggak cepat pudar. Hasilnya tahan lama.
n***n,Hasilnya tahan lama. Aplikator mudah dipakai. Nggak bikin bibir kering. Suka banget karna lembab
tris,bener2 ringan. ga bikin bibir kering. cocok buat bibir yg type kering. tp ga matte. ga tahan di bibir
Ataya,Aplikator mudah dipakai. Hasilnya glossy. Nggak bikin bibir kering.
asti,bagus lipstikny teksturnya soft bgt dibibir aku jd g kering thanks make over semoga jd langganan
Widi,"Aplikator mudah dipakai, hasil mattenya juga cocok diapply. thank you kak."
Cristiana,bagus tidak lengket dan nempel di masker warnanya jg oke
w***y,"my fave lippie!!! soft, smooth, non drying, coverage nya bagus, nyaman and gak lengket! pokoknya terlove 🥰"
S***i,Ga usah ditanya dong pasti cepett sampenya … jujur bagusan di tokped klo soal make over ketimvang toko oren 🙄😲 udah nunggu PO taunya dibatalkan sepihak hm
N***a,Juara Hasilnya tahan lama Cocok buat kulit gelap Aplikator mudah dipakai Nggak lengket Nggak bikin bibir kering Hasilnya matte velvety
F***h,"mantul, pengiriman cepet, packing juga super aman, kualitas pasti oke produknya kece bangeeeet thank you"
Astri,Aplikator mudah dipakai. Hasilnya tahan lama.
Desi,Hasilnya tahan lama Aplikator mudah dipakai Desainnya mewah Cocok buat kulit gelap
