Nama Akun,Ulasan
Wietje,barang yg dipesan sesuai nomer
ratna,Coverage-nya full. Awet buat seharian 👍. Makeup jadi tahan lama. Gampang dibawa-bawa. Puff-nya mudah dipakai. Packaging aman 🙏.
Prima,good
Nadia,Coverage-nya full Awet buat seharian 👍 Gampang dibawa-bawa Packaging aman 🙏 Packaging rapi Proses pesanan cepat Makeup jadi tahan lama
sian,Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.
Felita,benar2 puas dengan produk ini.. ini aq udah repeat order yg ke2 kali.
syarifaysaliban,Gampang dibawa-bawa.
Agus,"Proses dan pengiriman cepat, produk akurat. Makasih"
winy,Coverage-nya full. Gampang dibawa-bawa. Awet buat seharian 👍. Puff-nya mudah dipakai. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.
Septiani,Besok mau coba semuanya buat kondangan
Susi,Coverage-nya full. Awet buat seharian 👍. Makeup jadi tahan lama. Gampang dibawa-bawa. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Penjualnya ramah banget.
Belinda,"Pengemasannya lama bangeeeeet, pengiriman dari Tegal pula 4 hari baru sampe 😤"
Retno,Respon penjualnya top. Penjualnya ramah banget.
Y***a,Coverage-nya full. Puff-nya mudah dipakai. Awet buat seharian 👍. Proses pesanan cepat. Gampang dibawa-bawa.
Yansiska,Coverage-nya full Packaging aman 🙏 Packaging rapi Puff-nya mudah dipakai
N***r,Gampang dibawa-bawa. Packaging aman 🙏. Packaging rapi.
Agustin,Packaging aman 🙏. Proses pesanan cepat. Respon penjualnya top.
Hexa,Coverage-nya full. Makeup jadi tahan lama. Puff-nya mudah dipakai. Gampang dibawa-bawa. Awet buat seharian 👍. Packaging aman 🙏. Respon penjualnya top. Penjualnya ramah banget. Proses pesanan cepat.
D***i,Coverage-nya full. Puff-nya mudah dipakai. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Gampang dibawa-bawa. Awet buat seharian 👍.
Zahraarifin,Gampang dibawa-bawa. Puff-nya mudah dipakai. Makeup jadi tahan lama. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top. Awet buat seharian 👍. Coverage-nya full.
Debbie,"Compact powder terbaik, wajib punya sih. Coverage-nya bener2 sebagus itu. Memberikan hasil yang matte dan halus meratakan warna kulit, menyamarkan pori, garis halus dan juga tahan lama di kulit wajah aku yang normal berminyak. Love it 😍"
N***a,"Ga pernah kecewa kalau beli disini, dijamin ori, pengiriman cepat dan packaging super rapi. Thank seller 😍🥰"
K***i,Awet buat seharian 👍. Packaging aman 🙏. Packaging rapi. Respon penjualnya top. pengiriman lama. krn toko nya tertera di jaksel. tp dikirim dr tegal. jd berhari2 baru sampai. harga ok. lbh murah dibanding di toko offline
E***a,E***a
J***e,"wow....packing nya ok bangettt,produk sesuai order.good seller.top markotop dehCoverage-nya full. Puff-nya mudah dipakai. Awet buat seharian 👍. Packaging aman 🙏. Proses pesanan cepat."
Noviana,Noviana
Liza,"Mantap, Tks bonusnyaa"
A***h,"Salah satu produk lokal andalan. Packaging rapi. Sampai dg selamat, g pecah. Produk halus& cocok d muka sy"
Ari,bedak favorit
atikah,Coverage-nya full. Gampang dibawa-bawa. Awet buat seharian 👍. Puff-nya mudah dipakai. Makeup jadi tahan lama. Penjualnya ramah banget. Packaging aman 🙏. Respon penjualnya top. Packaging rapi.
Renitha,"coveragenya bagus, ringan, packaging aman, tapi sayang aku kayanya salah shade, untungnya masih bisa masuk ke warna kulit walaupun ga terlalu pas"
Peggi,Peggi
S***a,Coverage-nya full. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Awet buat seharian 👍. Gampang dibawa-bawa. Puff-nya mudah dipakai. Makeup jadi tahan lama. Respon penjualnya top.
DWI,Awet buat seharian 👍.
R***a,"Ketahan bedaknya belum dicoba ya cuman yang sampek sudah sesuai pesanan, Bedaknya baru cuman kacanya udah gk ada lapisannya tapi gkpapa lah yang penting bedaknya baru, packingnya selalu aman makeover terimakasih"
Lia,"hasilnya bagus, tahan lama.. ternyata hasilnya lebih terang 😊.. makasih make over dpt free total cover matte cream foundation yg W52 jadi bisa aku pake juga.. ternyata cocok juga pas dg kulit ku 🤗🤗"
Arry,.Gampang dibawa-bawa. Awet buat seharian 👍. Penjualnya ramah banget.
n***a,"walau sempat tertunda, tapi direspon dengan baik. terima kasih.Penjualnya ramah banget."
Rahma,"packing aman, harga ok pas dpt diskonan plus cashback..terimakasih.."
Tiffany,Proses pesanan cepat.
Puspita,"pakai ini uda kedua kalinya dan coverage nya termasuk bagus, awet jg..dan di kulit ku yg kombinasi cenderung oily di daerah T jg lumayan bs ngurangin minyaknya.. puffnya jg enak... makanya repurchase lagi.."
Juniarti,Coverage-nya full. Gampang dibawa-bawa. Puff-nya mudah dipakai. Makeup jadi tahan lama. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Penjualnya ramah banget.
Ratnawati,"Bagus,packingnya oke.barang terima mulus .Gampang dibawa-bawa. Coverage-nya full. Puff-nya mudah dipakai."
Aliya,alhamdulillah dapet bonus lipstick 😍 produk make over sudah tidak diragukan lagi kualitasnya insya Allah.. terbaiq 👍
S***a,bagus banget.Coverage-nya full. Makeup jadi tahan lama. Awet buat seharian 👍. Gampang dibawa-bawa. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.
D***a,Proses pesanan cepat. Packaging aman 🙏. Respon penjualnya top. Coverage-nya full.
RISMAYANTI,Coverage-nya full Proses pesanan cepat Packaging aman 🙏 Puff-nya mudah dipakai
s***h,"packaging aman, barang aman👍🏻"
J***a,"Proses pesanan cepat. Packaging rapi. Coverage-nya bagus banget dan untungnya pas warnanya di aku, mantep deh"
S***i,Gampang dibawa-bawa. Proses pesanan cepat. Packaging rapi. Respon penjualnya top. Penjualnya ramah banget.
Y***y,Gampang dibawa-bawa. Packaging aman 🙏.
Kania,cepett poll sampenyaPuff-nya mudah dipakai. Awet buat seharian 👍. Coverage-nya full. Packaging aman 🙏.
Falisty,Coverage-nya full. Gampang dibawa-bawa. Makeup jadi tahan lama. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi.
D***a,"coveragenya lumayan, packingnya rapi pake box, cocok banget pake shade n30"
Rere,Coverage-nya full. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Gampang dibawa-bawa. Awet buat seharian 👍. Puff-nya mudah dipakai.
Kurnia,Gampang dibawa-bawa. Packaging aman 🙏. Proses pesanan cepat. Packaging rapi.
ester,Coverage-nya full. Awet buat seharian 👍. Gampang dibawa-bawa. Proses pesanan cepat. Packaging aman 🙏.
Andhi,Proses pesanan cepat. Packaging aman 🙏. Respon penjualnya top. Penjualnya ramah banget. Packaging rapi. Awet buat seharian 👍. Gampang dibawa-bawa. Makeup jadi tahan lama. Puff-nya mudah dipakai.
Syifa,Coverage-nya full Awet buat seharian 👍 Packaging aman 🙏 Puff-nya mudah dipakai Penjualnya ramah banget Proses pesanan cepat Makeup jadi tahan lama
Erlina,Packing nya aman dan rapi pengiriman nya cepat 👍🏻 Kwalitas bedak nya bagus buat dipakai sehari2
i***h,Coverage-nya full. Gampang dibawa-bawa. Puff-nya mudah dipakai. Awet buat seharian 👍. Makeup jadi tahan lama. Packaging rapi. Packaging aman 🙏. Respon penjualnya top. Penjualnya ramah banget. Proses pesanan cepat.
Abdul,biar bintang yg berbicara
Anindya,Awet buat seharian 👍 Proses pesanan cepat Packaging aman 🙏
Fitri,segel sudah terbuka saat paket diberikan kepada saya
Nurjannah,Awet buat seharian 👍. Gampang dibawa-bawa. Makeup jadi tahan lama. Packaging aman 🙏. Packaging rapi. Puff-nya mudah dipakai.
I***y,"akhirnya kebagian shade n30 bagus bangett, pengiriman gercep banget"
R***t,Awet buat seharian 👍. Makeup jadi tahan lama. Puff-nya mudah dipakai. Packaging rapi. Packaging aman 🙏. Respon penjualnya top.
K***n,"dapet free gift refill perfect two way cake. walaupun pengirimannya terlambat tapi sampenya cepet. love it 💕💕 mau nge-uploud foto gabisa-bisa, jadi ga pake foto produknya ya. over all suka bgtt. Packaging rapi👍"
Noverina,Coverage-nya full. Awet buat seharian 👍. Gampang dibawa-bawa. Makeup jadi tahan lama. Proses pesanan cepat. Packaging rapi.
Budi,produk enak dipakainya.
Y***y,Gampang dibawa-bawa. Packaging aman 🙏. Proses pesanan cepat.
n***e,Proses pesanan cepat Awet buat seharian 👍 Packaging rapi Gampang dibawa-bawa Puff-nya mudah dipakai
M***n,Packaging rapi. Packaging aman 🙏. Puff-nya mudah dipakai. Gampang dibawa-bawa. Awet buat seharian 👍.
Rizal,"packing aman, barang sampai dengan selamat"
salas,belum coba smoga awet
Y***i,Suka banget sma produknya...tapi sayang exp nya bentar lagi...ditambah spons/puffnya agak kotor 😭😭😭
j***k,sip mantap
Nurul,Coverage-nya full. Gampang dibawa-bawa. Makeup jadi tahan lama.
E***n,Awet buat seharian 👍. Proses pesanan cepat. Respon penjualnya top. Packaging aman 🙏.
d***y,Proses pesanan cepat Gampang dibawa-bawa Puff-nya mudah dipakai
Indri,Awet buat seharian 👍. Puff-nya mudah dipakai. Gampang dibawa-bawa. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.
P***i,Proses pesanan cepat Packaging aman 🙏 Packaging rapi Respon penjualnya top. Aman sampai sulawesi..pengiriman cepet bgtt..baru nyoba semoga cocok
N***i,"Barang sesuai pesanan, expired masih 1tahun kedepan."
N***g,Coverage-nya full. Awet buat seharian 👍. Gampang dibawa-bawa. Puff-nya mudah dipakai. Packaging aman 🙏. Proses pesanan cepat. Packaging rapi. Penjualnya ramah banget. Makeup jadi tahan lama. Respon penjualnya top. BONUSNYA BANYAK BANGET
R***y,"Penjualnya ramah banget. aku tanya warna shade yg mirip sama twc maple, dipilihin dan warnanya sama dong 😍 Proses pesanan cepat. Packaging rapi. Packaging aman . Respon penjualnya top. 😍😍😍😍😍"
Inez,bedak y bagus smoga cocok pengiriman cepat bgt pesen sore bsk smpì seler ramah bgt mksh
a***i,Proses pesanan cepat Packaging aman 🙏 Packaging rapi
Harni,Coverage-nya full. Puff-nya mudah dipakai. Awet buat seharian 👍. Gampang dibawa-bawa. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Makeup jadi tahan lama.
Afifah,Proses pesanan cepat. Packaging aman 🙏. Packaging rapi.
N***r,"Proses pesanan cepat. Packaging aman 🙏. Butuh waktu lama buat ngeyakinin diri kalo harus bgt checkout ini, karena belum yakin sama pilihan variannya. kulitku sawo matang, bingung antara nat beige atau warm sand ini atau sand. tp ternyata warm sand ga segelap itu dan cocok bgt dikulitku yg sawo matang 👍👍"
Nunie,"Coverage-nya full. Makeup jadi tahan lama. Packaging aman 🙏. Packaging rapi. tp sayang, kurang gelap untuk kulitku"
Ravika,Coverage-nya full. Puff-nya mudah dipakai. Gampang dibawa-bawa.
g***a,Gampang dibawa-bawa. Puff-nya mudah dipakai. Awet buat seharian 👍. Packaging aman 🙏. Proses pesanan cepat. Respon penjualnya top.
andre,Coverage-nya full. Awet buat seharian 👍. Makeup jadi tahan lama.
Nofan,untuk berat jngn dibuat @ 1kg lah... kalau ambil 2 item jd knal berat 2kg di sistem padahal di jasa pengiriman cmn 1 kg.
nova,Gampang dibawa-bawa. Coverage-nya full. Makeup jadi tahan lama. Proses pesanan cepat.
Siska,Proses pesanan cepat. Packaging aman 🙏. Packaging rapi.
Lusiana,Terima kasih
Suprihatiningsih,barang datangnya cepatttt bangetttt... di packing nya amannnn.... sesuai dengan pesanan... puas ..bangettt next time order lagi dech👍👍👍👍👍Proses pesanan cepat. Packaging aman 🙏. Packaging rapi.
W***a,Proses pesanan cepat. Packaging aman 🙏.
macha,Coverage-nya full. Puff-nya mudah dipakai. Awet buat seharian 👍. Penjualnya ramah banget. Proses pesanan cepat.
I***u,Coverage-nya full. Gampang dibawa-bawa. Awet buat seharian 👍.
M***y,"Pengiriman cepat, produk ok👍"
Risma,bagus
Angelina,Coverage-nya full Gampang dibawa-bawa Awet buat seharian 👍 Packaging aman 🙏 Packaging rapi Makeup jadi tahan lama Puff-nya mudah dipakai
adnan,bagus deh pokoknya
Fathmaya,Produk yg sudah mulai susah dicarinya.... Huhuhu
Suci,👍👍👍👍👍👍👍👍
Cyndi,"Menurutku ini gak terlalu compact gt sih. Satu kali di swap brush kaya bnyk banget berhamburan. Katanya ini dupe nya ma*. Tapi ku masih lebih suka jagoanku, ra* cosmetics"
uma,dapat bonus blus on.kerennnn
h***a,Coverage-nya full. Awet buat seharian 👍. Proses pesanan cepat. Packaging rapi. Packaging aman 🙏. Gampang dibawa-bawa. Puff-nya mudah dipakai. Makeup jadi tahan lama. Penjualnya ramah banget. Respon penjualnya top.
dhayu,barang oke
susi,Alhamdulilah barang nya udah sampe pengiriman cepat N pengemasan sangat rapih
Forever,tolong diperhatikan utk pakingnya ya.. untung ddlmnya gak rusak.. kardus smp penyok dikarenakan kardus terlalu kosong.. kurang ambalan
I***h,Coverage-nya full.
p***i,pengirimam cepat bgt. pengemasan baik sekali. produk sesuai pesanan. sukaa. Packaging aman 🙏.
F***y,Coverage-nya full. Puff-nya mudah dipakai. Makeup jadi tahan lama. Proses pesanan cepat. Packaging rapi.
Tiwoe,"- Penjual fast response dan barang cepat sampai - Beli yang N40 Sand, warnanya tidak terlalu mencolok untuk kulit gelap- - Aman digunakan di kulit"
a***a,Penjualnya ramah banget. Proses pesanan cepat. Packaging rapi. Packaging aman 🙏. Respon penjualnya top.
i***h,Awet buat seharian 👍 Proses pesanan cepat Packaging aman 🙏 Makeup jadi tahan lama
alfinh,Proses pesanan cepat. Packaging aman 🙏.
D***a,Produk sesuai pesanan. Warna pas dengan skin tone saya. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi.
r***t,Packaging rapi. Respon penjualnya top. Packaging aman 🙏.
s***e,Coverage-nya full. Makeup jadi tahan lama. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Gampang dibawa-bawa. Respon penjualnya top. Puff-nya mudah dipakai. Awet buat seharian 👍. Packaging rapi. pertahankan terus kedepannya kak...🥰
stephanie,Puff-nya mudah dipakai. Packaging aman 🙏. Packaging rapi. Respon penjualnya top. Proses pesanan cepat.  sebagus ituh maaciw makeover Coverage-nya full.
Ade,"Dikemas bagus, bedak sampai dg selamat"
Andy,mantaaaapppppppp
Verziyou,Makeup jadi tahan lama.
Lely,Coverage-nya full. Awet buat seharian 👍. Puff-nya mudah dipakai. Gampang dibawa-bawa. Makeup jadi tahan lama. Packaging aman 🙏. Respon penjualnya top. Proses pesanan cepat. Packaging rapi. Penjualnya ramah banget.  tengkyuuuuuuu
R***o,Proses pesanan cepat. Respon penjualnya top. Makeup jadi tahan lama. Awet buat seharian 👍. Gampang dibawa-bawa.
Veronika,bagus semua. packing 👍
S***a,"pesanan sesuai, pengiriman oke, packingan oke, thank you seller!"
Mutia,Coverage-nya full Puff-nya mudah dipakai Awet buat seharian 👍 Gampang dibawa-bawa Makeup jadi tahan lama
Yulia,Coverage-nya full. Awet buat seharian 👍. Gampang dibawa-bawa. Puff-nya mudah dipakai. Makeup jadi tahan lama.
A***g,Awet buat seharian 👍. Coverage-nya full.
Taris,Coverage-nya full.
Juwita,Coverage-nya full. Awet buat seharian 👍. Makeup jadi tahan lama. Gampang dibawa-bawa.
Giovanni,mantuliti packingannya.. terimakasih seller
Sayid,"Smpet ada yg pecah, tp lgsung diganti dg free antar jemput barang yg rusak dan penggantiny…👍👍👍"
S***a,"belinya 1, packingnya mantap. pengiriman cepat."
Rahmayanti,pokoknya waaau dan produknya ori ...kurirnya jg ramah dan baikMakeup jadi tahan lama.
A***r,Awet buat seharian 👍.
Lorriana,Awet buat seharian 👍. Makeup jadi tahan lama.
F***i,Awet buat seharian 👍. Coverage-nya full. Gampang dibawa-bawa. Makeup jadi tahan lama. Puff-nya mudah dipakai.
cynthia,Awet buat seharian 👍. Makeup jadi tahan lama. tks seller
S***i,nice. my fav brand
Yunita,Coverage-nya full. Makeup jadi tahan lama. Gampang dibawa-bawa.
Vietria,"gwsh diraguin produk makeover, tokped smkin cpt pengirimannya"
W***y,"coveragenya untuk dipakai daily juara sihh. sempat takut bisa buat breakouts but everything is fine, no bad reaction on my skin. amazing result with affordable price 👏🏻"
Putri,Coverage-nya full. Gampang dibawa-bawa. Makeup jadi tahan lama. Awet buat seharian 👍. Puff-nya mudah dipakai.
Arny,Gampang dibawa-bawa
Nisanurlatifah,Coverage-nya full. Makeup jadi tahan lama.
J***u,Coverage-nya full.
C***a,Coverage-nya full. Gampang dibawa-bawa. Awet buat seharian 👍.
Y***a,Gampang dibawa-bawa. Awet buat seharian 👍.
Q***a,Coverage-nya full.
L***a,Awet buat seharian 👍. Coverage-nya full. Puff-nya mudah dipakai. Gampang dibawa-bawa. Makeup jadi tahan lama.
Rakels,Sesuai deskripsi
Hany,Awet buat seharian 👍.
Lavinia,Coverage-nya full. Gampang dibawa-bawa.
Dwi,Gampang dibawa-bawa Coverage-nya full
S***a,Coverage-nya full.
sari,Coverage-nya full. Awet buat seharian 👍. Makeup jadi tahan lama. Gampang dibawa-bawa. Puff-nya mudah dipakai.
susanti,Coverage-nya full Gampang dibawa-bawa Awet buat seharian 👍 Puff-nya mudah dipakai Makeup jadi tahan lama
L***i,"Gampang dibawa-bawa Puff-nya mudah dipakai, pelayanannya juara 👍🏻 langsung proses dan kirim."
E***h,pesan bedak 2 pas dibuka ternyata dapat hadiah blusher... senang bngttttt😍 terimakasih😘
Dita,Cepaatt mantul
R***t,Aman sampe tujuan ga pecah dah pernah pake Puff-nya mudah dipakai Gampang dibawa-bawa Coverage-nya full kalo utk kulit berminyak yaaaa mayan nahan lah tpi kalo kulit berminyak kyk sy mah butuh touchup berkali” klo mau lebih nahan
R***o,Coverage-nya full. Puff-nya mudah dipakai. Awet buat seharian 👍. Makeup jadi tahan lama. Gampang dibawa-bawa.
Kiki,"Gampang dibawa-bawa. shadenya pas, Puff-nya mudah dipakai."
Rafika,Coverage-nya full. Awet buat seharian 👍. Gampang dibawa-bawa. Puff-nya mudah dipakai. Makeup jadi tahan lama. Dpt bonus blush on pula..thx😊
Susi,produk aman sampe kalimantan barat pengiriman juga cepet plus promo 12. 12 manteeeeep makasi seller
I***n,Awet seharian 💄. Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa. makasih untuk bonusnya.🥰
K***a,"sesuai pesanan, bgs cocok recomended bgt 👍👍"
yulisma,mantapkan 👍
Cut,Coverage-nya full. Puff-nya mudah dipakai. Awet buat seharian 👍. Gampang dibawa-bawa. Makeup jadi tahan lama.
F***i,Coverage-nya full. Awet buat seharian 👍. Makeup jadi tahan lama. Gampang dibawa-bawa. Puff-nya mudah dipakai.
nur,Coverage-nya full. Awet buat seharian 👍. Gampang dibawa-bawa. Makeup jadi tahan lama.
D***y,"barang udh pasti ori, pernah coba beli di lain yg lbh murah dikirimnya beda isinya... pengiriman cepat"
FATHIN,Makeup jadi tahan lama. Awet buat seharian 👍. Gampang dibawa-bawa. Coverage-nya full. Puff-nya mudah dipakai.
S***a,Coverage-nya full. Awet buat seharian 👍. Puff-nya mudah dipakai.
L***h,"Coverage-nya full bagus, lembut dan dapat bonus pula.  terimakasih seller"
Pricilia,Awet buat seharian 👍. Makeup jadi tahan lama.
Trias,Awet buat seharian 👍. Puff-nya mudah dipakai. Makeup jadi tahan lama.
L***y,Coverage-nya full. Puff-nya mudah dipakai. Awet buat seharian 👍. Gampang dibawa-bawa. Ditambah bonus pula... Terima kasih banyak..
Deni,pas dapat diskon👍🏽👍🏽
Amelia,Amelia
W***t,bedak hancur
Wiwit,Coverage-nya full. Puff-nya mudah dipakai.
kobachia,Awet buat seharian 👍.
R***i,Awet buat seharian
Brigitta,Pengirimannya kurang aman.. pas nyampe kotor karna serpihan bedak
Stefannie,Coverage-nya full. Awet buat seharian 👍. Puff-nya mudah dipakai. Makeup jadi tahan lama. Gampang dibawa-bawa.
Wiwiek,oke paket mendarat dg mulus..Coverage-nya full. Puff-nya mudah dipakai. Gampang dibawa-bawa.
M***a,Coverage-nya full. Gampang dibawa-bawa. Puff-nya mudah dipakai.
a***y,"enak dipake, tdk mengumpal di wajah, aku suka😍"
Azizatul,Gampang dibawa-bawa.
Dessert,Coverage-nya full. Awet buat seharian 👍. Puff-nya mudah dipakai. Gampang dibawa-bawa. Makeup jadi tahan lama.
R***a,mantap... 1 hari sampe padahal lagi rame .. thanks seller - Gampang dibawa-bawa.
A***u,Makeup jadi tahan lama. Coverage-nya full.
D***a,Got my first make over product🥳🥰😍
R***y,Coverage-nya full. Gampang dibawa-bawa. Puff-nya mudah dipakai. Makeup jadi tahan lama. Awet buat seharian 👍.
Yanuar,Coverage-nya full. Awet buat seharian 👍. Makeup jadi tahan lama. Gampang dibawa-bawa. Puff-nya mudah dipakai.
Lala,Coverage-nya full dan awet buat seharian😍
V***e,Thx makeover
Clara,pengiriman aman dan mayan cepat.. sesuai dgn pesanan.. terima kasih..
R***i,senangnya belanja disini barang sesuai pesana. packing baik. pengirinan cepat. dan pembelian yg skr dpt free cushion sm lipstik. makasih ya. .
Maria,Coverage-nya full. Gampang dibawa-bawa. Puff-nya mudah dipakai.
Uswatun,Coverage-nya full. Awet buat seharian 👍. Puff-nya mudah dipakai. Gampang dibawa-bawa. Makeup jadi tahan lama.
Gisele,Coverage-nya full. Gampang dibawa-bawa. Awet buat seharian 👍. Makeup jadi tahan lama. Puff-nya mudah dipakai.
R***a,Tampilan elegan dan coverage full.
Agusindrawati,packing aman dgn buble wrap & cepat smp.thanks
K***a,Coverage-nya full. Puff-nya mudah dipakai. Awet buat seharian 👍. Makeup jadi tahan lama. Gampang dibawa-bawa.
A***n,Barang sesuai spesifikasi Pengiriman cepat Kemasan aman
Dapurbunve,Coverage-nya full. Gampang dibawa-bawa. Puff-nya mudah dipakai.
Tasya,Coverage-nya full. Awet buat seharian 👍. Gampang dibawa-bawa. Puff-nya mudah dipakai. Makeup jadi tahan lama.
D***n,Coverage-nya full Awet buat seharian 👍 Gampang dibawa-bawa Puff-nya mudah dipakai Makeup jadi tahan lama
Suci,Awet buat seharian 👍 Makeup jadi tahan lama
A***a,Awet buat seharian 👍
Susy,"bintang 100 pokoknyaaaa. coverage mantul, mate abiss, ga perlu tancap2. 2018-2021 still 👌"
R***a,Coverage-nya full. Awet buat seharian 👍. Makeup jadi tahan lama. Gampang dibawa-bawa. Puff-nya mudah dipakai.
K***a,Kurang coverage nyaa huhu tp Gampang dibawa-bawa
Fabiola,👍🏻👍🏻 dpt byk bonus
D***r,Coverage-nya full Awet buat seharian 👍 Puff-nya mudah dipakai
winy,Gampang dibawa-bawa. Puff-nya mudah dipakai.
Mindawati,Makeup jadi tahan lama.
Dinny,Gampang dibawa-bawa Makeup jadi tahan lama
A***a,Puff-nya mudah dipakai Coverage-nya full Gampang dibawa-bawa Awet buat seharian 👍 Makeup jadi tahan lama
Indah,"DAPET GRATISAN POWERSTAY MATTE POWDER!!! YAY!!!! THANK YOUUU MAKE OVER, YOU REALLY MAKE MY DAY ❤"
Tono,makasih
Annisa,Coverage-nya full. Awet buat seharian 👍. Makeup jadi tahan lama. Gampang dibawa-bawa. Puff-nya mudah dipakai.
Anggun,Coverage-nya full. Awet buat seharian 👍. Gampang dibawa-bawa. Puff-nya mudah dipakai. Makeup jadi tahan lama.
F***a,Coverage-nya full Gampang dibawa-bawa Awet buat seharian 👍 Puff-nya mudah dipakai Makeup jadi tahan lama
i***e,"packaging rapi,pengiriman cepat"
e***a,Gampang dibawa-bawa Makeup jadi tahan lama
n***g,Alhamdulillah sampe baru mau pertama pake semoga cocok
s***a,Gampang dibawa-bawa.
Dessy,Coverage-nya full. Awet buat seharian 👍. Makeup jadi tahan lama. Gampang dibawa-bawa. Puff-nya mudah dipakai.
Bety,aaaakkk hepiiii krn warnanya cucooook bgt ama kulitkuPuff-nya mudah dipakai.
N***a,Coverage-nya full Puff-nya mudah dipakai Awet buat seharian 👍 Makeup jadi tahan lama Gampang dibawa-bawa
Maria,"packing aman, sehari sampai. mantap sih tokped"
gufron,bagus sesuai pesanan
Septy,Coverage-nya full. Makeup jadi tahan lama. Awet buat seharian 👍.
MR,"barang sesuai, pengiriman cepat & aman"
Aurin,"The best bgt, terus dpt hadiah seneng bgt😍😍🥰🥰makasih🙏🏻"
Maulana,Coverage-nya full. Gampang dibawa-bawa. Makeup jadi tahan lama. Puff-nya mudah dipakai. Awet buat seharian 👍.
A***a,Coverage-nya full. Gampang dibawa-bawa. Makeup jadi tahan lama. Awet buat seharian 👍. Puff-nya mudah dipakai.
Yondanil,kemasannya bagus
Bella,"bedak nya bagus, sesuai pesanan, reallpitc makasiiCoverage-nya full. Awet buat seharian 👍. Gampang dibawa-bawa. Makeup jadi tahan lama."
Ninanilakresna,sudah m3ndarat ... tapi blm d coba karena ini titipan yg pasti fast respon
Maii,Gampang dibawa-bawa. Awet buat seharian 👍. Coverage-nya full. Puff-nya mudah dipakai. Makeup jadi tahan lama.
d***a,"Coverage-nya full Awet buat seharian 👍 Gampang dibawa-bawa Puff-nya mudah dipakai Makeup jadi tahan lama. Proses pengemasan dan pengiriman cepat, adminnya ramah banget. Thank youuu💖"
v***a,"coveragenya menurut ku kalo tanpa pake base makeup kurang, sangat ringan di muka."
M***a,Coverage-nya full. Gampang dibawa-bawa. Awet buat seharian 👍. Puff-nya mudah dipakai. Makeup jadi tahan lama.
Erviina,cepet bgt ..
Diah,repeat order kesekian kalinya. hasil ny oke bgt bwt seharian.
D***w,Coverage-nya full. Puff-nya mudah dipakai. Gampang dibawa-bawa.
Betty,Puff-nya mudah dipakai. Gampang dibawa-bawa.
N***a,Belum dicoba tapi warnanya cocok sama kulitku yang sawo matang..
I***a,"pengiriman cepat, shade alhamdulillah sesuai, packing aman. thank you"
Sapitri,"ringan diwajah, cocok buat sehari2 yg gk butuh makeup tebel2..."
ita,ita
Ida,Gampang dibawa-bawa.
R***i,sesuai pesanan. bagus. packing aman dan rapi. dan selalu cepat pengirimannya. good seller. thanks ya.
Aisy,"Gampang dibawa-bawa dan belum nyoba bedaknya semoga bagus dan tahan lama,Puff-nya juga mudah dipakai dan semoga gak salah pilih shade"
juhairiyah,pengiriman cepat Gampang dibawa-bawa.
Dyta,Dyta
Rindy,Coverage-nya full. Makeup jadi tahan lama. Puff-nya mudah dipakai. Gampang dibawa-bawa. Awet buat seharian 👍.
Evelyne,"Gila cepet bgt sampe nya, sehari doang pengiriman nyaa"
Nida,Puff-nya mudah dipakai. Gampang dibawa-bawa.
Nur,"Happy dapat harga murah karena diskon. Pengiriman juga cepat. Puas deh, thanks seller"
L***i,"packing oke, barang sampai dg selamat, expedisi agak lama krn overload 11.11"
Anggia,Coverage-nya full. Awet buat seharian 👍. Makeup jadi tahan lama. Gampang dibawa-bawa.
citra,Coverage-nya full. Awet buat seharian 👍. Gampang dibawa-bawa. Makeup jadi tahan lama. Puff-nya mudah dipakai.
A***g,Puff-nya mudah dipakai. Gampang dibawa-bawa. Coverage-nya full.
puteri,"minta dikirim cepat, bener2 besok langsung dateng aaaaa syg bgtt🥰🥰Puff-nya mudah dipakai."
A***a,bnr2 light weight bgtt and matte . Awet buat seharian 👍 Coverage-nya full Makeup jadi tahan lama
T***a,"pelayanan cepat, cs responnya cepeet, dapet bonus lip stylo juga. top. terima kasih banyak, make over."
youri,Coverage-nya full. Awet buat seharian 👍. Gampang dibawa-bawa. Puff-nya mudah dipakai. Makeup jadi tahan lama.
P***i,puff/sponge nya kotor ka..😥. cakey di muka ternyata
